"PlotID","TreeID","Blank.Num","DBH","HT","CBH","HT.2016","DBH.2016","BA","Dens","MOE"
1,146,4,15.2,48,33.1,49.9,15.3149606299213,102.4317558,0.426501416605964,6.96752740697002
1,188,4,13.5,54.7197824712,22.7,57,13.9763779527559,102.4317558,0.416146071183334,5.74126800469258
1,44,3,12,49.5197981544,16.6,56.9,12.7952755905512,102.4317558,0.435712770854264,7.75385695460858
10,187,2,7.9,55,39.4,55,8.11023622047244,168.7529412,0.539387708578671,10.1386150837193
10,367,2,9.5,42.0180163179,37.9,58.4,9.96062992125984,168.7529412,0.4858319299552,8.56043295002602
10,391,2,8.6,58.5,42.8,58.5,9.01574803149606,168.7529412,0.51172246218727,7.45809402223737
11,185,3,12.7,50.34414606186,29.3,63.8,13.4251968503937,109.8897372,0.50163662074495,8.57156794913561
11,60,4,15.3,58.98911998854,29.2,63.7,16.3779527559055,109.8897372,0.547699834613173,9.4609647577323
11,73,2,11.3,49,26.3,52.1,11.7716535433071,109.8897372,0.475769595580693,8.10466981229724
12,21,4,14.9,58.85131856688,41.3,76.9,15.0787401574803,133.5108294,0.471762303295695,8.42337892635247
12,238,3,11.5,47.0646874488,39.9,62.5,11.9685039370079,133.5108294,0.501089468563252,8.31007435968289
12,296,2,10.9,44.98469372208,32.8,65.7,11.2992125984252,133.5108294,0.547476613123725,9.93056530275041
13,133,3,11.3,47.09313880656,36.9,62,11.7716535433071,113.5882764,0.492217265749016,8.99247730834785
13,176,2,NA,NA,NA,NA,NA,113.5882764,0.543852099031368,8.75985137007194
13,94,3,10.6,58,31.7,60.4,11.3779527559055,113.5882764,0.537622310524438,9.02550065403577
14,1237,4,14.8,57.32662500264,33.6,65.1,16.0236220472441,104.9984082,0.430104413826948,8.16401333501654
14,189,4,13.4,61,32.2,65.7,14.3307086614173,104.9984082,0.505814277328935,6.10045236960068
14,212,4,14,61,26.9,66.7,14.8818897637795,104.9984082,0.495410410444772,9.1485398001371
15,139,5,16.6,59.87512125336,24.9,60.6,17.4015748031496,74.8590588,0.468384639717514,6.47157805861713
15,36,4,15.1,55.15013550396,24.6,61.3,16.6535433070866,74.8590588,0.428034721382952,6.01065450492631
15,76,4,15,54.835136454,24.2,66.1,16.2992125984252,74.8590588,0.479614569836599,8.03884783389247
16,1044,7,21.8,75,18.5,79.6,23.4251968503937,55.9505862,0.528734103392064,8.82654819851562
16,34,5,19.4,67,17.5,71.2,20.748031496063,55.9505862,0.525893872601111,7.78089291774785
16,55,7,20.9,66.15466924332,21.5,70.8,22.2047244094488,55.9505862,0.462703689548759,6.7830678347877
17,117,4,15.4,56.09513265384,29.1,63.1,16.496062992126,65.104398,0.466436741715115,7.13544267358837
17,163,4,15,61,18.7,63.7,16.1023622047244,65.104398,0.447047429218149,7.13730193817596
17,19,4,16,57,18.8,63.2,16.8897637795276,65.104398,0.520929252070115,6.69928468855516
18,111,6,17.2,56.47303177656,17.1,65.7,19.1338582677165,51.3892242,0.468810798355049,5.57050763341549
18,1117,6,19.8,63.27634459104,20.9,66.9,21.1417322834646,51.3892242,0.528780721427892,5.84283543173502
18,67,6,20.7,62,12.8,65.9,22.5590551181102,51.3892242,0.460804919251671,7.02466965146076
2,119,4,12.5,50.53134366,35.9,60.6,13.1496062992126,150.8829102,0.458267222089579,7.0880563960772
2,211,3,12.2,55,26.7,55.6,12.4803149606299,150.8829102,0.407310517293768,6.72330354884011
2,316,3,13.9,55.38466235568,35.6,55.6,14.2913385826772,150.8829102,0.48248546089749,7.75322988198074
3,152,5,17,61.1351174532,29.6,63.1,18.3070866141732,70.3580544,0.387658692671043,7.32346753817354
3,192,4,15.2,59,32.6,57.8,15.511811023622,70.3580544,0.449393359088776,7.31207184108205
3,216,4,16.2,61,38.4,66.8,16.8110236220472,70.3580544,0.416776358392097,4.6158193589607
4,327,2,8.7,43,26.4,44.5,9.09448818897638,167.082381,0.490723287817551,7.55336371674887
4,434,2,8.4,38.34219407088,34.2,55.7,9.05511811023622,167.082381,0.572969401566898,10.0037002651517
4,472,2,9.6,42.35218197672,29.4,40.9,9.64566929133858,167.082381,0.446096520990309,7.59720107872231
5,235,2,8.4,36.31805319408,31.9,51.1,8.85826771653543,127.548153,0.496582541790592,9.07646735778287
5,366,3,10.5,43.5980312376,35.9,53.6,10.9448818897638,127.548153,0.434145246680074,8.40713204376487
