"SampleID","SiteID","PlotID","TreeID","Position","newring","year","RW","EWW","LWW","distToMin","RD","minD","MXD","EWD","LWD","funkring"
"TW-1-146-1","TW","1","1-146","1",33,1952,2.87999999999999,1.67,1.20999999999999,0.31,373.310451388889,258.8,710.57,306.145149700599,466.009669421488,0
"TW-1-146-1","TW","1","1-146","1",34,1953,1.74,1.13,0.610000000000009,0.24,433.483620689655,354.31,652.81,385.853274336283,521.716885245902,0
"TW-1-146-1","TW","1","1-146","1",35,1954,1.70000000000001,1.69000000000001,0,1.67,397.661352941176,302.94,515.43,397.967278106509,345.96,1
"TW-1-146-1","TW","1","1-146","1",36,1955,1.73,0.250000000000009,1.48,0.04,412.055895953757,300.85,583.83,325.7272,426.638445945946,0
"TW-1-146-1","TW","1","1-146","1",37,1956,1.91000000000001,0.660000000000006,1.25000000000001,0.07,454.29277486911,325.68,721.31,364.089090909091,501.92032,0
"TW-1-146-1","TW","1","1-146","1",38,1957,2.54,0.650000000000001,1.89,0.43,448.838622047244,349.72,715.26,392.502923076923,468.213333333333,0
"TW-1-146-1","TW","1","1-146","1",39,1958,2.12999999999999,0.229999999999999,1.89999999999999,0.2,423.237183098592,309.49,593.26,359.682608695652,430.930631578947,0
"TW-1-146-1","TW","1","1-146","1",40,1959,0.589999999999998,0.589999999999998,0,0.57,450.196610169492,308.18,560.55,450.196610169492,NA,0
"TW-1-146-1","TW","1","1-146","1",41,1960,1.43999999999999,0.490000000000004,0.949999999999998,0.18,384.452708333333,282.75,577.75,308.730204081633,423.509578947368,0
"TW-1-146-1","TW","1","1-146","1",42,1961,1.81,0.800000000000006,1.01,0.1,468.308121546961,306.96,726.25,348.87125,562.911584158416,0
"TW-1-146-1","TW","1","1-146","1",43,1962,1.53,0.689999999999993,0.839999999999998,0.12,422.075882352941,332.24,645.93,366.452173913043,467.766785714286,0
"TW-1-146-1","TW","1","1-146","1",44,1963,1.18999999999999,0.779999999999996,0.409999999999991,0.08,420.316470588235,306.43,716.71,345.154871794872,563.306829268293,0
"TW-1-146-1","TW","1","1-146","1",45,1964,0.76,0.76,0,0.74,478.836447368421,369.03,581.97,478.836447368421,NA,0
"TW-1-146-1","TW","1","1-146","1",46,1965,1.34999999999999,0.689999999999993,0.659999999999991,0.2,435.704888888889,322.15,654.54,360.370869565217,514.463181818182,0
"TW-1-146-1","TW","1","1-146","1",47,1966,0.940000000000007,0.339999999999998,0.600000000000003,0.09,506.319255319149,340.24,751.09,385.592941176471,574.730833333333,0
"TW-1-146-1","TW","1","1-146","1",48,1967,1.75000000000001,0.76,0.990000000000004,0.23,429.341885714286,308.71,679.52,343.447236842105,495.281212121212,0
"TW-1-146-1","TW","1","1-146","1",49,1968,3.21,1.23,1.98,0.3,400.699875389408,291.99,607.98,325.068048780488,447.683282828283,0
"TW-1-146-1","TW","1","1-146","1",50,1969,2.98999999999999,1.29999999999999,1.68999999999999,0.07,454.057826086957,310.11,783.64,351.445769230769,532.990177514793,0
"TW-1-146-1","TW","1","1-146","1",51,1970,3.21999999999999,1.68999999999999,1.53,0.51,441.474316770186,315.9,758.77,356.026804733728,535.857516339869,0
"TW-1-146-1","TW","1","1-146","1",52,1971,2.60999999999999,0.790000000000001,1.81999999999999,0.57,451.472260536398,334.81,768.44,369.857594936709,486.898406593407,0
"TW-1-146-1","TW","1","1-146","1",53,1972,2.56,1.51,1.04999999999999,0.44,443.1255078125,336.86,723.1,372.822317880795,544.22819047619,0
"TW-1-146-1","TW","1","1-146","1",54,1973,2.62,0.520000000000005,2.1,0.28,460.095114503817,361.52,641.22,394.2075,476.410142857143,0
"TW-1-146-1","TW","1","1-146","1",55,1974,1.17,0.23999999999999,0.930000000000002,0.1,503.338547008547,361.16,660.15,395.153333333333,531.257311827957,0
"TW-1-146-1","TW","1","1-146","1",56,1975,2.34000000000001,0.840000000000013,1.50000000000001,0.32,439.827051282051,324.71,681.16,362.530476190476,483.113133333333,0
"TW-1-146-1","TW","1","1-146","1",57,1976,2.13,0.589999999999998,1.54,0.24,440.339906103286,303.12,674.6,343.569152542373,477.414415584416,0
"TW-1-146-1","TW","1","1-146","1",58,1977,0.839999999999998,0.819999999999988,0.0200000000000051,0.8,514.488928571429,398.97,666.87,517.26012195122,400.87,1
"TW-1-146-1","TW","1","1-146","1",59,1978,2.03000000000001,0.430000000000002,1.6,0.26,439.066305418719,326.3,633.97,356.523720930233,461.249625,0
"TW-1-146-1","TW","1","1-146","1",60,1979,2.23,0.790000000000001,1.43999999999999,0.3,459.26067264574,325.5,734.61,362.670253164557,512.25125,0
"TW-1-146-1","TW","1","1-146","1",61,1980,1.47000000000001,0.160000000000006,1.30999999999998,0.14,472.510340136054,374.49,606.61,427.94625,477.953282442748,0
"TW-1-146-1","TW","1","1-146","1",62,1981,1.55999999999998,0.369999999999985,1.19000000000001,0.04,463.461474358974,368.03,605.46,395.739459459459,484.517899159664,0
"TW-1-146-1","TW","1","1-146","1",63,1982,1.64000000000002,0.590000000000013,1.05000000000002,0.33,512.067804878049,383.89,752.12,413.257966101695,567.589523809524,0
"TW-1-146-1","TW","1","1-146","1",64,1983,1.82999999999999,0.790000000000001,1.04,0.33,462.180546448087,312.91,709.12,365.539240506329,535.590769230769,0
"TW-1-146-1","TW","1","1-146","1",65,1984,1.47000000000001,0.140000000000024,1.32999999999999,0.09,518.67843537415,395.74,694.92,441.051428571429,526.84969924812,0
"TW-1-146-1","TW","1","1-146","1",66,1985,1.78999999999997,1.78999999999997,0,1.76,464.586648044693,366.22,650.34,464.586648044693,NA,0
"TW-1-146-1","TW","1","1-146","1",67,1986,1.99999999999998,0.779999999999982,1.21999999999998,0.5,457.9692,327.36,705.78,367.74141025641,515.655819672131,0
"TW-1-146-1","TW","1","1-146","1",68,1987,1.79999999999999,0.709999999999989,1.08999999999998,0.3,442.826333333333,311.77,658.53,357.764084507042,498.233853211009,0
"TW-1-146-1","TW","1","1-146","1",69,1988,2.14000000000002,2.14000000000002,0,2.12,441.023177570093,310.9,659.61,441.023177570093,NA,0
"TW-1-146-1","TW","1","1-146","1",70,1989,2.61999999999999,0.28000000000001,2.33999999999998,0.19,406.566030534351,277.93,632.58,323.794285714286,416.470341880342,0
"TW-1-146-1","TW","1","1-146","1",71,1990,2.33999999999998,0.689999999999978,1.64999999999999,0.44,426.547863247863,337.04,599.71,365.312028985507,452.155575757576,0
"TW-1-146-1","TW","1","1-146","1",72,1991,2.32,0.559999999999983,1.76,0.18,450.584224137931,328.78,644.11,363.970714285714,478.143068181818,0
"TW-1-146-1","TW","1","1-146","1",73,1992,1.85999999999999,1.67999999999999,0.179999999999988,1.66,442.699569892473,334.9,614.28,450.330119047619,371.481111111111,1
"TW-1-146-1","TW","1","1-146","1",74,1993,2.01,0.390000000000024,1.61999999999999,0.37,423.635223880597,304.86,605.88,353.420512820513,440.538765432099,0
"TW-1-146-1","TW","1","1-146","1",75,1994,1.67999999999999,0.339999999999984,1.33999999999998,0.01,447.982261904762,335.7,628.54,374.112647058824,466.725298507463,0
"TW-1-146-1","TW","1","1-146","1",76,1995,1.99000000000002,0.160000000000006,1.82999999999999,0.14,455.571105527638,335.08,635.99,372.216875,462.858907103825,0
"TW-1-146-1","TW","1","1-146","1",77,1996,0,0,0,NA,NA,NA,NA,NA,NA,0
"TW-1-146-1","TW","1","1-146","1",78,1997,1.32,0.130000000000005,1.19000000000001,0.02,507.084393939394,379.14,646.69,414.764615384615,517.16974789916,0
"TW-1-146-1","TW","1","1-146","1",79,1998,1.54,1.52000000000002,0.0199999999999909,1.5,440.172142857143,345.78,548.16,441.084934210526,370.8,1
"TW-1-146-1","TW","1","1-146","1",80,1999,1.27999999999998,0.229999999999999,1.04999999999999,0.11,422.63484375,320.91,528.86,350.184347826087,438.504952380952,0
"TW-1-146-1","TW","1","1-146","1",81,2000,0.749999999999981,0.749999999999981,0,0.73,456.498533333333,389.67,511.66,456.498533333333,NA,0
"TW-1-146-1","TW","1","1-146","1",82,2001,1.08999999999998,1.07,0.0199999999999909,1.05,462.87128440367,343.19,544.23,464.903831775701,354.13,1
"TW-1-146-1","TW","1","1-146","1",83,2002,0,0,0,NA,NA,NA,NA,NA,NA,0
"TW-1-146-1","TW","1","1-146","1",84,2003,1.77000000000002,0.230000000000027,1.54,0.2,405.964971751412,283.09,539.39,321.290434782609,418.611168831169,0
"TW-1-146-1","TW","1","1-146","1",85,2004,1.76999999999999,0.229999999999999,1.54,0.15,418.404971751412,344.35,533.07,366.733913043478,426.122077922078,0
"TW-1-146-1","TW","1","1-146","1",86,2005,1.23999999999999,1.17999999999999,0.0599999999999829,1.16,400.481370967742,340.51,471.5,401.83,373.958333333333,1
"TW-1-146-1","TW","1","1-146","1",87,2006,0.900000000000015,0.0400000000000011,0.859999999999994,0.01,397.606111111111,337.84,442.13,357.28,399.481744186047,0
"TW-1-146-1","TW","1","1-146","1",88,2007,0.630000000000005,0.160000000000006,0.470000000000008,0.1,436.083333333333,340.87,535.67,355.755625,463.428936170213,0
"TW-1-146-1","TW","1","1-146","1",89,2008,1.09000000000001,1.07,0.0199999999999909,1.05,462.728348623853,350.62,548.37,464.238037383178,381.96,1
"TW-1-146-1","TW","1","1-146","1",90,2009,0.78000000000001,0.109999999999994,0.669999999999997,0.07,408.131923076923,315.37,479.44,350.835454545455,417.538805970149,0
"TW-1-146-1","TW","1","1-146","1",91,2010,0.910000000000006,0.130000000000005,0.78000000000001,0.08,407.058131868132,322.77,500.43,346.706923076923,417.116666666667,0
"TW-1-146-1","TW","1","1-146","1",92,2011,1.50000000000001,1.45,0.049999999999992,1.43,445.294866666667,347.3,609.86,447.302137931035,387.084,1
"TW-1-146-1","TW","1","1-146","1",93,2012,1.22000000000001,0.220000000000008,1.00000000000001,0.15,484.50393442623,343.9,611.54,376.99,508.157,0
"TW-1-146-1","TW","1","1-146","1",94,2013,0.690000000000007,0.680000000000016,0,0.66,469.315507246377,392.7,534.07,470.065588235294,418.31,1
"TW-1-146-1","TW","1","1-146","1",95,2014,0.880000000000005,0.820000000000002,0.0599999999999829,0.8,423.77375,357.73,473.34,426.267682926829,389.69,1
"TW-1-146-1","TW","1","1-146","1",96,2015,0.649999999999986,0.0400000000000011,0.609999999999994,0,446.362153846154,372.94,514.63,389.0375,450.121147540984,0
"TW-1-146-1","TW","1","1-146","1",97,2016,0.860000000000023,0.100000000000003,0.76,0.05,388.030697674419,310.81,460.82,346.055,393.553815789474,0
"TW-1-146-1","TW","1","1-146","1",98,2017,0.049999999999992,0.049999999999992,0,0.04,321.678,310.11,335.61,321.678,NA,0
"TW-1-146-2","TW","1","1-146","2",1,1932,3.71,0.03,3.68,0,461.123881401617,96.6,588.6,167.993333333333,463.513532608696,0
"TW-1-146-2","TW","1","1-146","2",2,1933,2.22,2.2,0.0199999999999998,2.17,419.315765765766,353.45,538.07,419.696772727273,377.405,1
"TW-1-146-2","TW","1","1-146","2",3,1934,2.44,0.249999999999999,2.19,0.03,422.588237704918,341.07,564.85,371.7268,428.394337899543,0
"TW-1-146-2","TW","1","1-146","2",4,1935,2.1,0.45,1.65,0.2,422.472333333333,333.19,595.25,361.703555555556,439.045636363636,0
"TW-1-146-2","TW","1","1-146","2",5,1936,3.46,0.979999999999999,2.48,0.55,423.917167630058,299.06,638.56,348.322857142857,453.789112903226,0
"TW-1-146-2","TW","1","1-146","2",6,1937,3.09,1.02,2.07,0.68,428.306278317152,327.15,617.66,360.290588235294,461.821256038647,0
"TW-1-146-2","TW","1","1-146","2",7,1938,1.58,0.559999999999997,1.02,0.2,446.926835443038,370.67,611.43,392.749285714286,476.67137254902,0
"TW-1-146-2","TW","1","1-146","2",8,1939,2.61,2.61,0,2.58,411.553448275862,334.71,620.65,411.553448275862,NA,0
"TW-1-146-2","TW","1","1-146","2",9,1940,2.87,0.74,2.13,0.52,391.761010452962,301.6,625.06,338.521216216216,410.257464788732,0
"TW-1-146-2","TW","1","1-146","2",10,1941,2.96,1.39,1.57,0.74,467.342837837838,325.43,724.28,359.922230215827,562.447707006369,0
"TW-1-146-2","TW","1","1-146","2",11,1942,3.42,1.09,2.33,0.43,438.414093567251,347.83,689.67,385.311009174312,463.256309012876,0
"TW-1-146-2","TW","1","1-146","2",12,1943,3.62,2.77,0.849999999999996,2.75,386.158950276243,329.81,617.31,389.815812274368,374.241882352941,1
"TW-1-146-2","TW","1","1-146","2",13,1944,1.35,0.609999999999994,0.739999999999997,0.32,422.923185185185,313.71,656.51,338.400819672131,492.597027027027,0
"TW-1-146-2","TW","1","1-146","2",14,1945,2.91000000000001,1.09000000000001,1.82,0.3,397.273505154639,313.14,661.03,355.178532110092,422.484230769231,0
"TW-1-146-2","TW","1","1-146","2",15,1946,1.8,0.529999999999996,1.27,0.22,428.191388888889,332.47,623.39,364.631509433962,454.716377952756,0
"TW-1-146-2","TW","1","1-146","2",16,1947,0.540000000000001,0.140000000000003,0.400000000000001,0.08,511.692407407407,392.89,636.77,417.328571428571,544.71975,0
"TW-1-146-2","TW","1","1-146","2",17,1948,1.16000000000001,1.13,0.0300000000000031,1.11,483.582672413793,373.34,678.35,486.089911504425,389.143333333333,1
"TW-1-146-2","TW","1","1-146","2",18,1949,2.37,1.37,1,1.05,408.937848101266,317.49,642.49,356.128540145985,481.2866,0
"TW-1-146-2","TW","1","1-146","2",19,1950,1.31,0.560000000000004,0.750000000000002,0.34,381.101526717557,290.15,634.64,333.090178571429,416.95,0
"TW-1-146-2","TW","1","1-146","2",20,1951,0.930000000000002,0.349999999999996,0.58,0.1,373.041720430108,280.32,553.04,308.709714285714,411.86275862069,0
"TW-1-146-2","TW","1","1-146","2",21,1952,2.17,1.18,0.989999999999997,0.14,357.943870967742,274.7,620.83,309.020084745763,416.257070707071,0
"TW-1-146-2","TW","1","1-146","2",22,1953,2.06,0.679999999999995,1.38,0.47,376.948398058252,291.34,643.2,323.908529411765,403.083985507246,0
"TW-1-146-2","TW","1","1-146","2",23,1954,2.52,1.01,1.51,0.54,368.434642857143,295.97,626.3,324.089702970297,398.09582781457,0
"TW-1-146-2","TW","1","1-146","2",24,1955,2.92,1.12,1.8,0.47,348.537431506849,270.55,551.02,302.953303571429,376.900888888889,0
"TW-1-146-2","TW","1","1-146","2",25,1956,1.42999999999999,1.03,0.400000000000001,1,355.330489510489,292.04,459.9,371.174077669903,314.53325,1
"TW-1-146-2","TW","1","1-146","2",26,1957,1.29,1.03,0.26,1.01,357.290697674419,269.65,528.21,374.357087378641,289.681538461538,1
"TW-1-146-2","TW","1","1-146","2",27,1958,1.62,0.900000000000001,0.720000000000001,0.29,379.14487654321,268.62,644.9,297.344222222222,481.395694444444,0
"TW-1-146-2","TW","1","1-146","2",28,1959,1.89,0.390000000000003,1.5,0.23,338.983174603175,262.84,505.19,294.551025641026,350.535533333333,0
"TW-1-146-2","TW","1","1-146","2",29,1960,1.11,0.379999999999997,0.729999999999999,0.34,320.022252252252,233.42,525.07,269.660789473684,346.237808219178,0
"TW-1-146-2","TW","1","1-146","2",30,1961,1.01,0.299999999999999,0.709999999999996,0.1,388.548415841584,308.18,537.07,328.043,414.114084507042,0
"TW-1-146-2","TW","1","1-146","2",31,1962,1.40999999999999,0.639999999999995,0.769999999999991,0.31,349.835886524823,268.21,557.58,294.77046875,395.604545454545,0
"TW-1-146-2","TW","1","1-146","2",32,1963,0.869999999999999,0.460000000000003,0.410000000000006,0.21,367.76632183908,289.45,545.99,317.203695652174,424.49512195122,0
"TW-1-146-2","TW","1","1-146","2",33,1964,1.2,0.659999999999991,0.540000000000001,0.17,340.67075,256.81,534.25,284.46,409.372777777778,0
"TW-1-146-2","TW","1","1-146","2",34,1965,3.14000000000001,2.09000000000001,1.05000000000001,0.99,318.410828025478,251.28,548,280.157751196172,394.552666666667,0
"TW-1-146-2","TW","1","1-146","2",35,1966,2.73,1.9,0.829999999999993,0.91,345.855677655678,248.22,704.07,288.993631578947,476.021807228916,0
"TW-1-146-2","TW","1","1-146","2",36,1967,3.1,1.44000000000001,1.66000000000001,0.58,341.897935483871,251.42,637.31,293.075277777778,384.250120481928,0
"TW-1-146-2","TW","1","1-146","2",37,1968,2.54999999999999,1.43999999999999,1.10999999999999,0.71,359.440078431373,266.28,663.57,302.215138888889,433.677837837838,0
"TW-1-146-2","TW","1","1-146","2",38,1969,2.43,0.710000000000003,1.72000000000001,0.25,358.370288065844,285.82,567.39,310.87338028169,377.976569767442,0
"TW-1-146-2","TW","1","1-146","2",39,1970,2.09,0.960000000000003,1.12999999999999,0.43,354.86033492823,257.97,562.82,288.568645833333,411.178938053097,0
"TW-1-146-2","TW","1","1-146","2",40,1971,1.62,1.6,0.0200000000000051,1.58,387.584012345679,303.79,573.18,388.368,324.865,1
"TW-1-146-2","TW","1","1-146","2",41,1972,2.18999999999999,1.32,0.869999999999999,0.72,350.33598173516,261.06,638.11,299.122045454545,428.039885057471,0
"TW-1-146-2","TW","1","1-146","2",42,1973,1.71999999999999,0.799999999999992,0.919999999999997,0.3,353.430639534884,254.49,590.49,284.926125,412.999782608696,0
"TW-1-146-2","TW","1","1-146","2",43,1974,1.7,0.729999999999999,0.969999999999994,0.18,387.313,296.53,601.4,328.360410958904,431.679381443299,0
"TW-1-146-2","TW","1","1-146","2",44,1975,2.10999999999999,1.29999999999999,0.809999999999997,0.84,356.722274881517,272.69,552.45,314.254615384615,424.88024691358,0
"TW-1-146-2","TW","1","1-146","2",45,1976,2.46,1.45,1.01,0.29,370.956097560976,268.21,688.47,305.774551724138,464.533564356436,0
"TW-1-146-2","TW","1","1-146","2",46,1977,0.779999999999996,0.14000000000001,0.639999999999995,0.11,406.967820512821,328.87,535.83,359.147142857143,417.42859375,0
"TW-1-146-2","TW","1","1-146","2",47,1978,1.43,0.570000000000002,0.859999999999994,0.06,364.367062937063,259.82,577.79,290.423859649123,413.375930232558,0
"TW-1-146-2","TW","1","1-146","2",48,1979,1.84,0.909999999999991,0.930000000000002,0.35,358.152010869565,261.33,593.86,293.608131868132,421.307849462366,0
"TW-1-146-2","TW","1","1-146","2",49,1980,1.48,0.729999999999999,0.749999999999995,0.13,370.54027027027,270.21,622.86,300.491369863014,438.7212,0
"TW-1-146-2","TW","1","1-146","2",50,1981,1.49,0.580000000000007,0.910000000000006,0.22,387.771744966443,300.83,575.99,330.815344827586,424.073626373626,0
"TW-1-146-2","TW","1","1-146","2",51,1982,1.39000000000001,0.51,0.880000000000005,0.04,385.578201438849,294.56,580.52,324.323529411765,421.078068181818,0
"TW-1-146-2","TW","1","1-146","2",52,1983,1.65,0.730000000000013,0.919999999999997,0.46,361.827151515152,256.33,598.37,297.913835616438,412.54097826087,0
"TW-1-146-2","TW","1","1-146","2",53,1984,1.28,0.76,0.519999999999991,0.08,372.35671875,288.75,583.7,322.584210526316,445.101153846154,0
"TW-1-146-2","TW","1","1-146","2",54,1985,1.57999999999999,0.660000000000006,0.919999999999997,0.25,347.449746835443,252.17,576.59,281.437272727273,394.80652173913,0
"TW-1-146-2","TW","1","1-146","2",55,1986,1.9,0.990000000000004,0.910000000000006,0.85,361.519473684211,273.52,625.68,297.621717171717,431.034615384615,0
"TW-1-146-2","TW","1","1-146","2",56,1987,1.79999999999999,0.849999999999989,0.949999999999998,0.29,387.162444444444,280.87,644.55,318.382,448.702842105263,0
"TW-1-146-2","TW","1","1-146","2",57,1988,1.79,1.03,0.76,0.35,371.648882681564,273.73,688.1,311.452330097087,453.231052631579,0
"TW-1-146-2","TW","1","1-146","2",58,1989,2.19000000000001,1.91000000000001,0.279999999999996,1.88,391.384337899543,291.62,652.18,400.516282722513,329.091428571429,1
"TW-1-146-2","TW","1","1-146","2",59,1990,0.969999999999994,0.599999999999989,0.369999999999999,0.09,395.299587628866,288.19,664.66,331.168333333333,499.296216216216,0
"TW-1-146-2","TW","1","1-146","2",60,1991,1.74999999999999,1.14,0.609999999999994,0.26,375.529028571429,268.21,714.84,311.214035087719,495.724262295082,0
"TW-1-146-2","TW","1","1-146","2",61,1992,1.7,1.01999999999999,0.680000000000002,0.11,372.136294117647,268.83,676.24,308.625196078431,467.402941176471,0
"TW-1-146-2","TW","1","1-146","2",62,1993,1.54,0.850000000000003,0.689999999999993,0.37,393.893701298701,296.25,691.61,327.922941176471,475.162028985507,0
"TW-1-146-2","TW","1","1-146","2",63,1994,1.17,0.690000000000007,0.479999999999999,0.07,366.189829059829,282.26,556.06,307.291739130435,450.855833333333,0
"TW-1-146-2","TW","1","1-146","2",64,1995,1.53,1.02000000000001,0.51,0.06,351.648169934641,278.65,612.13,303.771666666667,447.401176470588,0
"TW-1-146-2","TW","1","1-146","2",65,1996,0.859999999999994,0.779999999999996,0.0799999999999932,0.76,358.128720930233,294.85,444.16,362.546923076923,315.05125,1
"TW-1-146-2","TW","1","1-146","2",66,1997,0.790000000000001,0.299999999999992,0.490000000000004,0,417.228101265823,294.28,664.11,324.025666666667,474.290816326531,0
"TW-1-146-2","TW","1","1-146","2",67,1998,1.49,0.700000000000012,0.790000000000001,0.35,337.70610738255,257.22,558,285.014285714286,384.395063291139,0
"TW-1-146-2","TW","1","1-146","2",68,1999,1.34000000000001,0.640000000000024,0.699999999999998,0.35,363.841044776119,279.62,626.12,313.81796875,409.576428571429,0
"TW-1-146-2","TW","1","1-146","2",69,2000,0.540000000000001,0.0900000000000125,0.449999999999998,0.06,337.096296296296,268.89,412.95,297.457777777778,345.024,0
"TW-1-146-2","TW","1","1-146","2",70,2001,0.919999999999997,0.349999999999975,0.570000000000002,0.1,361.569239130435,286.03,580.7,313.130857142857,391.312105263158,0
"TW-1-146-2","TW","1","1-146","2",71,2002,0,0,0,NA,NA,NA,NA,NA,NA,0
"TW-1-146-2","TW","1","1-146","2",72,2003,0.579999999999993,0.049999999999992,0.529999999999982,0.01,323.033275862069,259.75,383.75,277.394,327.338867924528,0
"TW-1-146-2","TW","1","1-146","2",73,2004,0.529999999999982,0.46999999999998,0.0599999999999829,0.45,327.605283018868,266.21,412.34,332.444680851064,289.696666666667,1
"TW-1-146-2","TW","1","1-146","2",74,2005,0.849999999999975,0.46999999999998,0.379999999999976,0.06,385.412352941176,266.41,625.86,299.524468085106,491.642105263158,0
"TW-1-146-2","TW","1","1-146","2",75,2006,0.410000000000006,0.119999999999985,0.290000000000001,0.03,427.729756097561,314.07,549.68,342.548333333333,462.97724137931,0
"TW-1-146-2","TW","1","1-146","2",76,2007,0.269999999999991,0.269999999999991,0,0.26,459.412592592593,350.24,552.11,459.412592592593,NA,0
"TW-1-146-2","TW","1","1-146","2",77,2008,0.850000000000003,0.290000000000001,0.559999999999983,0.09,336.378588235294,250.6,545.99,277.553793103448,366.841428571429,0
"TW-1-146-2","TW","1","1-146","2",78,2009,0.76,0.369999999999985,0.389999999999995,0.28,349.002368421053,281.43,508.44,310.49,385.539743589744,0
