site,species,stand,stand_old,plot,treatment,tree,dbh_in,ht,hcb,velocity,tree_ba,cr,ba_plot,ba_all,ba_plot_PP,ba
FT,PIPO,17,15,1,100,18,13.2,NA,NA,3.429,0.95030496,NA,105.5687148,127.5889671,102.3263118,122.7370887
FT,PIPO,17,15,1,100,15,14.4,NA,NA,3.546,1.13094144,NA,105.5687148,127.5889671,102.3263118,122.7370887
FT,PIPO,17,15,1,100,9,14.4,66.2,27.4,3.621,1.13094144,0.586102719,105.5687148,127.5889671,102.3263118,122.7370887
FT,PIPO,17,15,1,100,1,23.4,69.1,32.4,3.847,2.98639224,0.531114327,105.5687148,127.5889671,102.3263118,122.7370887
FT,PIPO,17,15,1,100,3,11.9,63.7,39.3,4.012,0.77234094,0.383045526,105.5687148,127.5889671,102.3263118,122.7370887
FT,PIPO,17,15,1,100,10,13.6,58,26,4.045,1.00877184,0.551724138,105.5687148,127.5889671,102.3263118,122.7370887
FT,PIPO,17,15,2,100,6,20.8,64.5,30.3,3.254,2.35961856,0.530232558,149.6092194,127.5889671,143.1478656,122.7370887
FT,PIPO,17,15,2,100,10,18.1,56.2,13.7,3.414,1.78678494,0.756227758,149.6092194,127.5889671,143.1478656,122.7370887
FT,PIPO,17,15,2,100,4,20,56.3,35.5,3.455,2.1816,0.369449378,149.6092194,127.5889671,143.1478656,122.7370887
FT,PIPO,17,15,2,100,9,18.5,61,17.9,3.533,1.8666315,0.706557377,149.6092194,127.5889671,143.1478656,122.7370887
FT,PIPO,17,15,2,100,7,15.8,NA,NA,3.575,1.36153656,NA,149.6092194,127.5889671,143.1478656,122.7370887
FT,PIPO,17,15,2,100,1,17.2,55.4,27.3,3.625,1.61351136,0.507220217,149.6092194,127.5889671,143.1478656,122.7370887
FT,PIPO,17,15,2,100,13,16,53.3,15.5,4,1.396224,0.709193246,149.6092194,127.5889671,143.1478656,122.7370887
FT,PIPO,17,15,2,100,8,16.1,55.7,15.9,4.015,1.41373134,0.71454219,149.6092194,127.5889671,143.1478656,122.7370887
FT,PIPO,18,14,1,80,1,16.1,58.1,22.8,2.711,1.41373134,0.60757315,137.2373658,100.0630836,123.9552396,88.3009872
FT,PIPO,18,14,1,80,15,9.9,43.4,14.9,2.759,0.53454654,0.656682028,137.2373658,100.0630836,123.9552396,88.3009872
FT,PIPO,18,14,1,80,2,18.4,76,40.3,3.288,1.84650624,0.469736842,137.2373658,100.0630836,123.9552396,88.3009872
FT,PIPO,18,14,1,80,10,10.5,NA,NA,3.364,0.6013035,NA,137.2373658,100.0630836,123.9552396,88.3009872
FT,PIPO,18,14,1,80,11,10.5,42.1,19.1,3.371,0.6013035,0.54631829,137.2373658,100.0630836,123.9552396,88.3009872
FT,PIPO,18,14,1,80,12,9.6,NA,NA,3.393,0.50264064,NA,137.2373658,100.0630836,123.9552396,88.3009872
FT,PIPO,18,14,1,80,18,18.5,72.7,35.8,3.448,1.8666315,0.507565337,137.2373658,100.0630836,123.9552396,88.3009872
FT,PIPO,18,14,1,80,3,19.6,80.3,31.9,3.521,2.09520864,0.602739726,137.2373658,100.0630836,123.9552396,88.3009872
FT,PIPO,18,14,1,80,17,13.3,NA,NA,3.672,0.96475806,NA,137.2373658,100.0630836,123.9552396,88.3009872
FT,PIPO,18,14,1,80,16,19,66.4,26.9,3.898,1.968894,0.594879518,137.2373658,100.0630836,123.9552396,88.3009872
FT,PIPO,18,14,2,80,4,15.1,51.1,17.9,3.491,1.24356654,0.649706458,65.287107,100.0630836,62.183781,88.3009872
FT,PIPO,18,14,2,80,1,21.3,63,29.1,3.522,2.47442526,0.538095238,65.287107,100.0630836,62.183781,88.3009872
FT,PIPO,18,14,2,80,2,9.7,46.3,14.4,3.622,0.51316686,0.688984881,65.287107,100.0630836,62.183781,88.3009872
FT,PIPO,18,14,2,80,3,15.6,59.8,20.9,3.868,1.32728544,0.650501672,65.287107,100.0630836,62.183781,88.3009872
FT,PIPO,18,14,2,80,5,11,44.7,17,3.964,0.659934,0.619686801,65.287107,100.0630836,62.183781,88.3009872
FT,PIPO,18,14,3,80,2,13.9,55.5,30.1,2.897,1.05376734,0.457657658,97.664778,100.0630836,78.763941,88.3009872
FT,PIPO,18,14,3,80,6,10.4,39.7,13.9,3.325,0.58990464,0.649874055,97.664778,100.0630836,78.763941,88.3009872
FT,PIPO,18,14,3,80,12,19.7,55.5,16.8,3.398,2.11664286,0.697297297,97.664778,100.0630836,78.763941,88.3009872
FT,PIPO,18,14,3,80,3,16,56.1,19.8,3.47,1.396224,0.647058824,97.664778,100.0630836,78.763941,88.3009872
FT,PIPO,18,14,3,80,1,14.2,53.5,19.4,3.556,1.09974456,0.637383178,97.664778,100.0630836,78.763941,88.3009872
FT,PIPO,18,14,3,80,7,13.1,58.6,30.6,3.658,0.93596094,0.4778157,97.664778,100.0630836,78.763941,88.3009872
FT,PIPO,18,14,3,80,5,11.2,54.8,29.2,3.744,0.68414976,0.467153285,97.664778,100.0630836,78.763941,88.3009872
FT,PIPO,19,13,1,60,1,18.8,45.8,17.3,3.167,1.92766176,0.622270742,114.1124058,99.2108052,114.1124058,98.7379434
FT,PIPO,19,13,1,60,7,15.5,60.6,32.5,3.266,1.3103235,0.46369637,114.1124058,99.2108052,114.1124058,98.7379434
FT,PIPO,19,13,1,60,4,17.2,NA,NA,3.382,1.61351136,NA,114.1124058,99.2108052,114.1124058,98.7379434
FT,PIPO,19,13,1,60,5,13.6,NA,NA,3.476,1.00877184,NA,114.1124058,99.2108052,114.1124058,98.7379434
FT,PIPO,19,13,1,60,9,15.3,58.7,30.4,3.572,1.27672686,0.482112436,114.1124058,99.2108052,114.1124058,98.7379434
FT,PIPO,19,13,1,60,3,12,41.8,19.6,3.612,0.785376,0.531100478,114.1124058,99.2108052,114.1124058,98.7379434
FT,PIPO,19,13,1,60,2,16,47,18.6,3.721,1.396224,0.604255319,114.1124058,99.2108052,114.1124058,98.7379434
FT,PIPO,19,13,1,60,6,13.7,49.4,12.9,3.758,1.02366126,0.738866397,114.1124058,99.2108052,114.1124058,98.7379434
FT,PIPO,19,13,1,60,8,14,52.6,32.8,4.014,1.068984,0.376425856,114.1124058,99.2108052,114.1124058,98.7379434
FT,PIPO,19,13,2,60,1,18.8,50.1,16.2,2.467,1.92766176,0.676646707,81.7565508,99.2108052,81.7565508,98.7379434
FT,PIPO,19,13,2,60,2,15.7,46.9,15.7,2.577,1.34435646,0.665245203,81.7565508,99.2108052,81.7565508,98.7379434
FT,PIPO,19,13,2,60,4,21.2,62,13.6,2.85,2.45124576,0.780645161,81.7565508,99.2108052,81.7565508,98.7379434
FT,PIPO,19,13,2,60,5,16.1,61,23.4,3.157,1.41373134,0.616393443,81.7565508,99.2108052,81.7565508,98.7379434
FT,PIPO,19,13,2,60,6,13.8,67.8,35.7,3.962,1.03865976,0.473451327,81.7565508,99.2108052,81.7565508,98.7379434
FT,PIPO,19,13,3,60,5,6.2,NA,NA,2.957,0.20965176,NA,101.763459,99.2108052,100.3448736,98.7379434
FT,PIPO,19,13,3,60,11,12.6,44.6,23.1,2.997,0.86587704,0.48206278,101.763459,99.2108052,100.3448736,98.7379434
FT,PIPO,19,13,3,60,3,13.5,43.4,19.8,3.179,0.9939915,0.543778802,101.763459,99.2108052,100.3448736,98.7379434
FT,PIPO,19,13,3,60,10,12.3,49.6,27.7,3.28,0.82513566,0.441532258,101.763459,99.2108052,100.3448736,98.7379434
FT,PIPO,19,13,3,60,7,14.1,NA,NA,3.474,1.08430974,NA,101.763459,99.2108052,100.3448736,98.7379434
FT,PIPO,19,13,3,60,8,12.6,50.2,18.9,3.477,0.86587704,0.623505976,101.763459,99.2108052,100.3448736,98.7379434
FT,PIPO,19,13,3,60,2,10.8,47.5,27.9,3.565,0.63615456,0.412631579,101.763459,99.2108052,100.3448736,98.7379434
FT,PIPO,19,13,3,60,4,14,43.8,19.7,3.596,1.068984,0.550228311,101.763459,99.2108052,100.3448736,98.7379434
FT,PIPO,19,13,3,60,1,15.8,52.5,22.7,3.647,1.36153656,0.567619048,101.763459,99.2108052,100.3448736,98.7379434
FT,PIPO,19,13,3,60,6,13.8,NA,NA,3.727,1.03865976,NA,101.763459,99.2108052,100.3448736,98.7379434
FT,PIPO,19,13,3,60,12,14.1,NA,NA,3.874,1.08430974,NA,101.763459,99.2108052,100.3448736,98.7379434
FT,PIPO,20,2,1,80,2,17.1,60.3,13.1,3.214,1.59480414,0.782752902,66.3571818,84.293388,58.300533,72.5767416
FT,PIPO,20,2,1,80,8,17.7,58.3,16.1,3.311,1.70868366,0.723842196,66.3571818,84.293388,58.300533,72.5767416
FT,PIPO,20,2,1,80,3,18.5,64.6,18.6,3.562,1.8666315,0.712074303,66.3571818,84.293388,58.300533,72.5767416
FT,PIPO,20,2,1,80,1,11,48.2,6.6,3.573,0.659934,0.863070539,66.3571818,84.293388,58.300533,72.5767416
FT,PIPO,20,2,2,80,6,12.8,51.5,16.5,3.462,0.89358336,0.67961165,58.1052798,84.293388,52.2395028,72.5767416
FT,PIPO,20,2,2,80,8,16.1,60.5,25.6,3.621,1.41373134,0.576859504,58.1052798,84.293388,52.2395028,72.5767416
FT,PIPO,20,2,2,80,1,16.6,63.1,26.7,3.74,1.50290424,0.576862124,58.1052798,84.293388,52.2395028,72.5767416
FT,PIPO,20,2,2,80,7,16.1,62.7,15,4.101,1.41373134,0.76076555,58.1052798,84.293388,52.2395028,72.5767416
FT,PIPO,20,2,3,80,5,16.2,35.5,8.6,3.29,1.43134776,0.757746479,128.4177024,84.293388,107.190189,72.5767416
FT,PIPO,20,2,3,80,1,13.7,55.9,20.6,3.441,1.02366126,0.631484794,128.4177024,84.293388,107.190189,72.5767416
FT,PIPO,20,2,3,80,8,18,60.3,22.5,3.477,1.767096,0.626865672,128.4177024,84.293388,107.190189,72.5767416
FT,PIPO,20,2,3,80,7,13.9,61.3,20.4,3.553,1.05376734,0.66721044,128.4177024,84.293388,107.190189,72.5767416
FT,PIPO,20,2,3,80,10,17.2,59.2,24.9,3.627,1.61351136,0.579391892,128.4177024,84.293388,107.190189,72.5767416
FT,PIPO,20,2,3,80,4,18,NA,NA,3.806,1.767096,NA,128.4177024,84.293388,107.190189,72.5767416
FT,PIPO,20,2,3,80,9,13.6,60.9,24.6,3.868,1.00877184,0.596059113,128.4177024,84.293388,107.190189,72.5767416
FT,PIPO,20,2,3,80,6,13.9,63.7,25.1,4.071,1.05376734,0.605965463,128.4177024,84.293388,107.190189,72.5767416
TW,PIPO,1,1,1,100,199,16,62.9,29.3,3.55,1.396224,0.53418124,98.2658088,102.4317558,98.2658088,102.4317558
TW,PIPO,1,1,1,100,234,16.8,67.9,36.2,3.83,1.53933696,0.466863034,98.2658088,102.4317558,98.2658088,102.4317558
TW,PIPO,1,1,1,100,236,12.2,51.9,26.6,3.76,0.81177336,0.487475915,98.2658088,102.4317558,98.2658088,102.4317558
TW,PIPO,1,1,1,100,238,11.9,45,14.9,2.88,0.77234094,0.668888889,98.2658088,102.4317558,98.2658088,102.4317558
TW,PIPO,1,1,1,100,241,15.5,61.2,23.7,3.63,1.3103235,0.612745098,98.2658088,102.4317558,98.2658088,102.4317558
TW,PIPO,1,1,1,100,250,11,40.8,15.5,3.32,0.659934,0.620098039,98.2658088,102.4317558,98.2658088,102.4317558
TW,PIPO,1,1,1,100,253,14,53.3,23.4,3.39,1.068984,0.56097561,98.2658088,102.4317558,98.2658088,102.4317558
TW,PIPO,1,1,1,100,257,11.7,43.5,17.5,3.05,0.74659806,0.597701149,98.2658088,102.4317558,98.2658088,102.4317558
TW,PIPO,1,1,1,100,259,16.7,55,27.8,3.33,1.52106606,0.494545455,98.2658088,102.4317558,98.2658088,102.4317558
TW,PIPO,1,1,2,100,25,16.4,63.8,28,3.71,1.46690784,0.561128527,102.0427038,102.4317558,102.0427038,102.4317558
TW,PIPO,1,1,2,100,29,17.2,62.5,29.5,3.47,1.61351136,0.528,102.0427038,102.4317558,102.0427038,102.4317558
TW,PIPO,1,1,2,100,60,15.6,55.4,12,2.63,1.32728544,0.783393502,102.0427038,102.4317558,102.0427038,102.4317558
TW,PIPO,1,1,2,100,63,16,63.1,31.4,3.63,1.396224,0.502377179,102.0427038,102.4317558,102.0427038,102.4317558
TW,PIPO,1,1,2,100,65,15.4,58.2,31,3.39,1.29347064,0.467353952,102.0427038,102.4317558,102.0427038,102.4317558
TW,PIPO,1,1,2,100,71,10.5,48,23.7,3.54,0.6013035,0.50625,102.0427038,102.4317558,102.0427038,102.4317558
TW,PIPO,1,1,2,100,83,13.8,51,21.4,3.51,1.03865976,0.580392157,102.0427038,102.4317558,102.0427038,102.4317558
TW,PIPO,1,1,2,100,89,16.4,69.3,22.4,3.32,1.46690784,0.676767677,102.0427038,102.4317558,102.0427038,102.4317558
TW,PIPO,1,1,3,100,153,17,64.9,29.2,3.538,1.576206,0.550077042,106.9867548,102.4317558,106.9867548,102.4317558
TW,PIPO,1,1,3,100,155,17.2,65.1,32.3,3.181,1.61351136,0.503840246,106.9867548,102.4317558,106.9867548,102.4317558
TW,PIPO,1,1,3,100,158,11.8,47.2,20.2,3.42,0.75941496,0.572033898,106.9867548,102.4317558,106.9867548,102.4317558
TW,PIPO,1,1,3,100,168,16.8,53,23.9,4.022,1.53933696,0.549056604,106.9867548,102.4317558,106.9867548,102.4317558
TW,PIPO,1,1,3,100,174,15.4,52.9,19.9,3.475,1.29347064,0.623818526,106.9867548,102.4317558,106.9867548,102.4317558
TW,PIPO,1,1,3,100,177,15.8,56.4,22.5,2.782,1.36153656,0.60106383,106.9867548,102.4317558,106.9867548,102.4317558
TW,PIPO,1,1,3,100,207,15.7,59,22.1,3.191,1.34435646,0.625423729,106.9867548,102.4317558,106.9867548,102.4317558
TW,PIPO,1,1,3,100,214,14.9,61.7,25.5,3.383,1.21084254,0.586709887,106.9867548,102.4317558,106.9867548,102.4317558
TW,PIPO,2,2,1,120,258,12.7,55.3,26.2,2.989,0.87967566,0.526220615,122.2754076,150.8829102,122.2754076,150.8829102
TW,PIPO,2,2,1,120,262,15.3,69.2,25.3,3.548,1.27672686,0.634393064,122.2754076,150.8829102,122.2754076,150.8829102
TW,PIPO,2,2,1,120,277,13.6,56.4,27.6,3.603,1.00877184,0.510638298,122.2754076,150.8829102,122.2754076,150.8829102
TW,PIPO,2,2,1,120,281,16.2,71.2,27.8,3.643,1.43134776,0.609550562,122.2754076,150.8829102,122.2754076,150.8829102
TW,PIPO,2,2,1,120,285,10.4,40.5,23.3,3.022,0.58990464,0.424691358,122.2754076,150.8829102,122.2754076,150.8829102
TW,PIPO,2,2,1,120,303,13.7,51.9,24.5,3.124,1.02366126,0.527938343,122.2754076,150.8829102,122.2754076,150.8829102
TW,PIPO,2,2,1,120,309,11.7,38.5,21.4,3.113,0.74659806,0.444155844,122.2754076,150.8829102,122.2754076,150.8829102
TW,PIPO,2,2,1,120,328,14.4,60.2,32.5,3.284,1.13094144,0.46013289,122.2754076,150.8829102,122.2754076,150.8829102
TW,PIPO,2,2,1,120,329,14,60,38.6,3.789,1.068984,0.356666667,122.2754076,150.8829102,122.2754076,150.8829102
TW,PIPO,2,2,1,120,331,14.5,53.9,30.5,3.853,1.1467035,0.434137291,122.2754076,150.8829102,122.2754076,150.8829102
TW,PIPO,2,2,1,120,334,10,52.1,29.6,3.238,0.5454,0.431861804,122.2754076,150.8829102,122.2754076,150.8829102
TW,PIPO,2,2,1,120,354,15.9,65,34.9,3.637,1.37882574,0.463076923,122.2754076,150.8829102,122.2754076,150.8829102
TW,PIPO,2,2,2,120,139,9.9,51.7,34.8,3.214,0.53454654,0.32688588,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,141,12.9,60.1,31.7,2.939,0.90760014,0.472545757,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,142,13.8,63,38.7,3.617,1.03865976,0.385714286,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,145,14.6,58.7,34.8,3.451,1.16257464,0.407155026,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,148,12.6,56.2,25,3.266,0.86587704,0.555160142,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,154,9.4,54.8,36.7,3.145,0.48191544,0.330291971,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,162,14.7,56.7,33.6,3.334,1.17855486,0.407407407,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,167,14.6,66.8,35,3.094,1.16257464,0.476047904,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,169,15,60.9,31,3.325,1.22715,0.490968801,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,170,12.7,41.4,25.8,2.527,0.87967566,0.376811594,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,211,12.4,55.8,25.6,3.719,0.83860704,0.541218638,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,213,11.9,63.1,30.7,3.822,0.77234094,0.513470681,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,217,12.6,43.7,29.3,3.659,0.86587704,0.329519451,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,224,13,45.6,23.5,3.496,0.921726,0.484649123,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,227,15.6,73.7,33.5,3.78,1.32728544,0.545454545,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,230,14,56.4,32.8,3.783,1.068984,0.418439716,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,231,13.7,70.1,41.5,3.452,1.02366126,0.407988588,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,2,120,232,11.8,49.7,30.5,3.095,0.75941496,0.386317907,170.170254,150.8829102,170.170254,150.8829102
TW,PIPO,2,2,3,120,27,15.5,60,34,3.289,1.3103235,0.433333333,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,31,10.5,45.4,27.1,3.452,0.6013035,0.4030837,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,36,13,51,25,3.587,0.921726,0.509803922,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,80,15.3,69,38,3.381,1.27672686,0.449275362,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,82,13.7,56,32,3.853,1.02366126,0.428571429,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,86,15.7,66.5,34,3.546,1.34435646,0.488721805,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,90,16.1,78.5,33.5,3.648,1.41373134,0.573248408,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,94,11,48.5,36,3.558,0.659934,0.257731959,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,111,15.4,58,39,3.73,1.29347064,0.327586207,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,114,15,70.5,36.5,3.227,1.22715,0.482269504,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,116,8.8,50,33.5,3.75,0.42235776,0.33,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,118,15.4,67,32.5,3.471,1.29347064,0.514925373,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,119,13.1,62,34,3.362,0.93596094,0.451612903,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,136,14,60,38,3.945,1.068984,0.366666667,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,2,2,3,120,175,15,67.5,39.5,3.03,1.22715,0.414814815,160.203069,150.8829102,160.203069,150.8829102
TW,PIPO,3,3,1,60,133,19.4,76.1,23.9,3.419,2.05266744,0.685939553,79.2237132,70.3580544,79.2237132,70.3580544
TW,PIPO,3,3,1,60,152,18.2,63.6,17.3,3.208,1.80658296,0.727987421,79.2237132,70.3580544,79.2237132,70.3580544
TW,PIPO,3,3,1,60,184,19.3,74,33.5,3.515,2.03156046,0.547297297,79.2237132,70.3580544,79.2237132,70.3580544
TW,PIPO,3,3,1,60,186,19.3,68.1,23.7,3.223,2.03156046,0.651982379,79.2237132,70.3580544,79.2237132,70.3580544
TW,PIPO,3,3,2,60,75,18.1,54,20.4,3.262,1.78678494,0.622222222,71.4970314,70.3580544,71.4970314,70.3580544
TW,PIPO,3,3,2,60,91,16.5,54.8,14.9,3.019,1.4848515,0.72810219,71.4970314,70.3580544,71.4970314,70.3580544
TW,PIPO,3,3,2,60,111,18.4,67.3,15.1,3.102,1.84650624,0.775631501,71.4970314,70.3580544,71.4970314,70.3580544
TW,PIPO,3,3,2,60,129,19.3,72,25.5,3.418,2.03156046,0.645833333,71.4970314,70.3580544,71.4970314,70.3580544
TW,PIPO,3,3,3,60,18,20.7,64.7,24,2.981,2.33698446,0.629057187,60.3534186,70.3580544,60.3534186,70.3580544
TW,PIPO,3,3,3,60,20,17.7,44,17.9,2.457,1.70868366,0.593181818,60.3534186,70.3580544,60.3534186,70.3580544
TW,PIPO,3,3,3,60,49,19.1,64.9,21.8,3.276,1.98967374,0.664098613,60.3534186,70.3580544,60.3534186,70.3580544
TW,PIPO,4,4,1,150,66,7,38.3,26.8,2.967,0.267246,0.300261097,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,78,6.8,34.8,23.2,2.912,0.25219296,0.333333333,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,78,14.9,61.1,30.4,3.688,1.21084254,0.502454992,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,81,11.9,57.3,27.1,3.986,0.77234094,0.527050611,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,82,7.9,59.7,36.3,3.845,0.34038414,0.391959799,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,86,9.1,48.8,32,3.692,0.45164574,0.344262295,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,87,8.3,45.1,30.6,3.692,0.37572606,0.321507761,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,89,12,51.1,28.6,3.781,0.785376,0.440313112,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,93,10.5,50.6,31.2,3.593,0.6013035,0.383399209,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,147,9.8,40.3,20.6,3.094,0.52380216,0.488833747,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,148,9.1,46.5,29.5,3.436,0.45164574,0.365591398,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,154,10.6,52.2,27.6,3.728,0.61281144,0.471264368,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,158,9.8,42.4,25.4,3.545,0.52380216,0.400943396,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,159,9.1,44.3,31.4,4.06,0.45164574,0.291196388,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,161,6.2,41.9,29.4,3.236,0.20965176,0.298329356,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,162,10.7,49.8,27,3.576,0.62442846,0.457831325,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,166,7.3,49.7,27.4,2.874,0.29064366,0.448692153,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,168,11.8,52,26.8,3.006,0.75941496,0.484615385,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,173,9.4,34.8,24.5,3.091,0.48191544,0.295977011,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,175,10.3,38.2,22.6,3.566,0.57861486,0.408376963,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,179,7.4,34,24.1,3.114,0.29866104,0.291176471,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,183,13.6,58.7,27,3.405,1.00877184,0.540034072,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,187,12.3,66.1,32.5,3.632,0.82513566,0.508320726,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,189,15.4,64,30.5,3.823,1.29347064,0.5234375,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,235,8.8,49.1,27,3.684,0.42235776,0.450101833,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,241,10,38.2,24.2,3.395,0.5454,0.366492147,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,249,10,36.5,25,3.171,0.5454,0.315068493,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,253,11.7,45.1,27.6,3.607,0.74659806,0.388026608,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,255,9.9,44.7,27.8,3.188,0.53454654,0.378076063,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,1,150,275,16.4,65.2,33.6,3.503,1.46690784,0.484662577,182.5268364,167.082381,182.5268364,167.082381
TW,PIPO,4,4,2,150,480,9.9,40.1,27.3,3.843333333,0.53454654,0.319201995,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,481,11.1,35.1,23.4,2.603333333,0.67198734,0.333333333,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,499,12.8,48.4,30.5,3.856666667,0.89358336,0.369834711,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,500,13.3,53.9,28.6,3.923333333,0.96475806,0.469387755,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,504,13.3,55.3,31.4,3.816666667,0.96475806,0.432188065,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,507,11.6,50.2,29.2,3.33,0.73389024,0.418326693,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,508,15.3,59.1,32.9,3.643333333,1.27672686,0.443316413,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,537,14.8,54.8,28.6,3.226666667,1.19464416,0.47810219,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,539,10.4,41.3,26.1,2.873333333,0.58990464,0.368038741,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,543,13.1,44,27.2,2.906666667,0.93596094,0.381818182,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,544,7.2,41.7,28.2,3.41,0.28273536,0.323741007,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,545,11.1,39.2,23.3,3.943333333,0.67198734,0.405612245,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,564,5.8,29,23.1,2.326666667,0.18347256,0.203448276,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,567,12.1,35,21.6,2.883333333,0.79852014,0.382857143,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,570,10.5,45.3,25.8,3.766666667,0.6013035,0.430463576,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,572,11.9,45.8,29.2,3.64,0.77234094,0.362445415,157.7384064,167.082381,157.7384064,167.082381
TW,PIPO,4,4,2,150,575,15.8,61.8,33,3.03,1.36153656,0.466019417,157.7384064,167.082381,157.7384064,167.082381
