site,species,stand,stand_old,plot,treatment,tree,dbh_in,ht,hcb,velocity,tree_ba,cr,ba_plot,ba_all,ba_plot_PP,ba
FT,PIPO,10,7,2,150,13,9.4,45.3,16.5,3.782,0.48191544,0.635761589,73.1975886,93.5420994,60.89391,85.495995
FT,PIPO,10,7,2,150,23,13.5,NA,NA,3.853,0.9939915,NA,73.1975886,93.5420994,60.89391,85.495995
FT,PIPO,10,7,2,150,22,15.7,69.5,35.6,3.863,1.34435646,0.487769784,73.1975886,93.5420994,60.89391,85.495995
FT,PIPO,10,7,3,150,4,7,34,18.5,2.683,0.267246,0.455882353,78.7846662,93.5420994,78.7846662,85.495995
FT,PIPO,10,7,3,150,9,11,47.5,19.5,2.827,0.659934,0.589473684,78.7846662,93.5420994,78.7846662,85.495995
FT,PIPO,10,7,3,150,2,8.4,NA,NA,2.892,0.38483424,NA,78.7846662,93.5420994,78.7846662,85.495995
FT,PIPO,10,7,3,150,7,12.7,NA,NA,3.634,0.87967566,NA,78.7846662,93.5420994,78.7846662,85.495995
FT,PIPO,10,7,3,150,11,13,44.8,17.2,3.68,0.921726,0.616071429,78.7846662,93.5420994,78.7846662,85.495995
FT,PIPO,10,7,3,150,12,13.2,41.5,18.1,3.68,0.95030496,0.563855422,78.7846662,93.5420994,78.7846662,85.495995
FT,PIPO,10,7,3,150,8,9.7,48.2,28.4,3.797,0.51316686,0.410788382,78.7846662,93.5420994,78.7846662,85.495995
FT,PIPO,10,7,3,150,14,10.6,NA,NA,3.875,0.61281144,NA,78.7846662,93.5420994,78.7846662,85.495995
FT,PIPO,10,7,3,150,10,11.7,48,25,3.89,0.74659806,0.479166667,78.7846662,93.5420994,78.7846662,85.495995
FT,PIPO,10,7,3,150,1,17.4,62.8,22.3,4.02,1.65125304,0.644904459,78.7846662,93.5420994,78.7846662,85.495995
FT,PIPO,11,6,1,150,37,8,NA,NA,2.473,0.349056,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,35,13.6,58.6,31.8,2.673,1.00877184,0.457337884,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,45,9.7,NA,NA,2.703,0.51316686,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,24,12,NA,NA,2.916,0.785376,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,43,9,58.7,42.3,2.99,0.441774,0.279386712,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,44,11.4,NA,NA,3.033,0.70880184,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,27,7.5,NA,NA,3.08,0.3067875,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,2,8.8,NA,NA,3.088,0.42235776,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,36,7.2,NA,NA,3.095,0.28273536,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,25,9.9,NA,NA,3.123,0.53454654,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,32,11.2,NA,NA,3.14,0.68414976,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,3,9.5,NA,NA,3.153,0.4922235,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,1,9,44.9,22.2,3.202,0.441774,0.505567929,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,34,9,NA,NA,3.31,0.441774,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,28,7.9,NA,NA,3.315,0.34038414,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,9,5.9,NA,NA,3.391,0.18985374,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,15,14.2,51.6,26.8,3.395,1.09974456,0.480620155,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,20,8.3,NA,NA,3.405,0.37572606,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,12,6.8,NA,NA,3.408,0.25219296,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,11,7.8,NA,NA,3.499,0.33182136,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,17,11.6,NA,NA,3.506,0.73389024,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,22,6.8,53.8,39.9,3.561,0.25219296,0.258364312,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,42,13.6,NA,NA,3.601,1.00877184,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,4,13.8,NA,NA,3.608,1.03865976,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,33,9.2,NA,NA,3.612,0.46162656,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,26,10.7,NA,NA,3.621,0.62442846,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,10,6.5,NA,NA,3.66,0.2304315,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,23,5.2,NA,NA,3.68,0.14747616,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,19,6.3,NA,NA,3.714,0.21646926,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,7,8.8,42.9,24.7,3.749,0.42235776,0.424242424,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,29,9.3,NA,NA,3.82,0.47171646,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,31,9.3,55,40,3.821,0.47171646,0.272727273,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,5,8.9,NA,NA,3.88,0.43201134,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,16,16.2,NA,NA,3.887,1.43134776,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,30,11,NA,NA,3.917,0.659934,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,13,10,NA,NA,3.946,0.5454,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,6,8,NA,NA,3.975,0.349056,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,18,10.2,NA,NA,3.994,0.56743416,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,21,10.6,NA,NA,4.122,0.61281144,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,1,150,8,11.9,NA,NA,4.151,0.77234094,NA,220.578849,186.9293052,218.9486484,175.4366364
FT,PIPO,11,6,2,150,28,9,NA,NA,2.975,0.441774,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,9,6.3,NA,NA,3.254,0.21646926,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,23,8,NA,NA,3.316,0.349056,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,7,6.9,NA,NA,3.322,0.25966494,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,12,6.8,NA,NA,3.408,0.25219296,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,11,6.9,NA,NA,3.563,0.25966494,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,33,5,NA,NA,3.611,0.13635,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,26,10.7,NA,NA,3.621,0.62442846,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,38,11.4,NA,NA,3.623,0.70880184,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,2,18.7,NA,NA,3.665,1.90720926,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,32,10.3,50.9,33,3.67,0.57861486,0.351669941,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,1,7.2,NA,NA,3.719,0.28273536,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,21,11.1,61.4,38.4,3.815,0.67198734,0.374592834,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,6,8.6,NA,NA,3.826,0.40337784,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,18,11.5,NA,NA,3.826,0.7212915,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,19,11.1,NA,NA,3.845,0.67198734,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,5,8.9,NA,NA,3.88,0.43201134,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,16,16.2,NA,NA,3.887,1.43134776,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,17,11.2,NA,NA,3.89,0.68414976,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,31,9.8,NA,NA,3.897,0.52380216,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,15,14.1,56.8,27.9,3.908,1.08430974,0.508802817,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,29,7.1,54.7,32.5,3.944,0.27493614,0.405850091,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,4,10.5,NA,NA,3.947,0.6013035,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,39,6.2,45.6,22.8,3.989,0.20965176,0.5,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,30,7.2,NA,NA,4.033,0.28273536,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,20,12.2,NA,NA,4.054,0.81177336,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,10,7.6,NA,NA,4.108,0.31502304,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,8,11.9,54.2,23,4.151,0.77234094,0.575645756,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,2,150,3,9.5,NA,NA,4.304,0.4922235,NA,176.8437684,186.9293052,168.400431,175.4366364
FT,PIPO,11,6,3,150,33,8.3,40,27,2.911,0.37572606,0.325,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,22,17.2,55,23.3,3.083,1.61351136,0.576363636,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,7,7.4,39.4,23.3,3.176,0.29866104,0.408629442,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,28,11.5,NA,NA,3.427,0.7212915,NA,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,3,11.5,NA,NA,3.672,0.7212915,NA,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,1,16.6,64.6,33.8,3.689,1.50290424,0.476780186,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,24,12.6,NA,NA,3.774,0.86587704,NA,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,14,10.2,50.2,31.1,3.809,0.56743416,0.380478088,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,29,9,52.5,20.2,3.85,0.441774,0.615238095,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,32,12.7,NA,NA,4.023,0.87967566,NA,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,12,12.1,NA,NA,4.061,0.79852014,NA,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,27,10.6,NA,NA,4.124,0.61281144,NA,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,31,13.5,67.1,35.1,4.167,0.9939915,0.476900149,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,2,14.2,NA,NA,4.202,1.09974456,NA,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,26,10.4,NA,NA,4.269,0.58990464,NA,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,11,6,3,150,25,18,NA,NA,4.804,1.767096,NA,163.3652982,186.9293052,138.9608298,175.4366364
FT,PIPO,12,10,1,100,1,6.3,25.6,9.5,2.754,0.21646926,0.62890625,117.3139038,110.9410866,117.3139038,110.4456816
FT,PIPO,12,10,1,100,8,7.5,NA,NA,3.265,0.3067875,NA,117.3139038,110.9410866,117.3139038,110.4456816
FT,PIPO,12,10,1,100,3,15.5,48.1,21.9,3.317,1.3103235,0.544698545,117.3139038,110.9410866,117.3139038,110.4456816
FT,PIPO,12,10,1,100,5,8.3,NA,NA,3.388,0.37572606,NA,117.3139038,110.9410866,117.3139038,110.4456816
FT,PIPO,12,10,1,100,9,18.3,54.1,19.5,3.522,1.82649006,0.639556377,117.3139038,110.9410866,117.3139038,110.4456816
FT,PIPO,12,10,1,100,2,7.7,38.4,26.6,3.613,0.32336766,0.307291667,117.3139038,110.9410866,117.3139038,110.4456816
FT,PIPO,12,10,1,100,11,13.1,NA,NA,3.618,0.93596094,NA,117.3139038,110.9410866,117.3139038,110.4456816
FT,PIPO,12,10,1,100,4,13.4,44,24,3.707,0.97932024,0.454545455,117.3139038,110.9410866,117.3139038,110.4456816
FT,PIPO,12,10,1,100,7,17.7,57.5,26.4,3.746,1.70868366,0.540869565,117.3139038,110.9410866,117.3139038,110.4456816
FT,PIPO,12,10,1,100,12,13.2,41.4,13.6,3.918,0.95030496,0.671497585,117.3139038,110.9410866,117.3139038,110.4456816
FT,PIPO,12,10,1,100,6,17.4,NA,NA,3.972,1.65125304,NA,117.3139038,110.9410866,117.3139038,110.4456816
FT,PIPO,12,10,1,100,10,14.5,59.8,24.3,4.041,1.1467035,0.593645485,117.3139038,110.9410866,117.3139038,110.4456816
FT,PIPO,12,10,2,100,1,9.5,NA,NA,3.276,0.4922235,NA,97.9309332,110.9410866,97.9309332,110.4456816
FT,PIPO,12,10,2,100,10,10.8,42.5,19.1,3.289,0.63615456,0.550588235,97.9309332,110.9410866,97.9309332,110.4456816
FT,PIPO,12,10,2,100,2,15.7,47.2,18.1,3.318,1.34435646,0.616525424,97.9309332,110.9410866,97.9309332,110.4456816
FT,PIPO,12,10,2,100,9,10.5,55.2,25.7,3.479,0.6013035,0.53442029,97.9309332,110.9410866,97.9309332,110.4456816
FT,PIPO,12,10,2,100,11,9.3,NA,NA,3.532,0.47171646,NA,97.9309332,110.9410866,97.9309332,110.4456816
FT,PIPO,12,10,2,100,12,14.3,51.3,24,3.55,1.11528846,0.532163743,97.9309332,110.9410866,97.9309332,110.4456816
FT,PIPO,12,10,2,100,7,11.3,NA,NA,3.559,0.69642126,NA,97.9309332,110.9410866,97.9309332,110.4456816
FT,PIPO,12,10,2,100,6,13.7,NA,NA,3.616,1.02366126,NA,97.9309332,110.9410866,97.9309332,110.4456816
FT,PIPO,12,10,2,100,3,17.1,66.8,36.4,3.659,1.59480414,0.45508982,97.9309332,110.9410866,97.9309332,110.4456816
FT,PIPO,12,10,2,100,8,10.3,49.6,30.7,3.745,0.57861486,0.381048387,97.9309332,110.9410866,97.9309332,110.4456816
FT,PIPO,12,10,2,100,4,11,51.8,23,3.89,0.659934,0.555984556,97.9309332,110.9410866,97.9309332,110.4456816
FT,PIPO,12,10,2,100,5,10.3,NA,NA,4.037,0.57861486,NA,97.9309332,110.9410866,97.9309332,110.4456816
FT,PIPO,12,10,3,100,8,19.3,61.7,26.5,3.125,2.03156046,0.570502431,117.5784228,110.9410866,116.0922078,110.4456816
FT,PIPO,12,10,3,100,9,11.7,NA,NA,3.269,0.74659806,NA,117.5784228,110.9410866,116.0922078,110.4456816
FT,PIPO,12,10,3,100,1,18.3,59.7,28.2,3.334,1.82649006,0.527638191,117.5784228,110.9410866,116.0922078,110.4456816
FT,PIPO,12,10,3,100,2,12.4,56,30.4,3.436,0.83860704,0.457142857,117.5784228,110.9410866,116.0922078,110.4456816
FT,PIPO,12,10,3,100,6,10.6,36.5,10.5,3.454,0.61281144,0.712328767,117.5784228,110.9410866,116.0922078,110.4456816
FT,PIPO,12,10,3,100,4,15.4,NA,NA,3.719,1.29347064,NA,117.5784228,110.9410866,116.0922078,110.4456816
FT,PIPO,12,10,3,100,10,10.6,40.6,24.4,3.757,0.61281144,0.399014778,117.5784228,110.9410866,116.0922078,110.4456816
FT,PIPO,12,10,3,100,7,19.6,55.8,15.5,3.798,2.09520864,0.722222222,117.5784228,110.9410866,116.0922078,110.4456816
FT,PIPO,12,10,3,100,12,11.1,58.6,31.6,3.832,0.67198734,0.460750853,117.5784228,110.9410866,116.0922078,110.4456816
FT,PIPO,12,10,3,100,3,12.7,NA,NA,3.943,0.87967566,NA,117.5784228,110.9410866,116.0922078,110.4456816
FT,PIPO,14,4,1,120,9,7,NA,NA,2.922,0.267246,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,2,6.2,NA,NA,3.414,0.20965176,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,1,9.5,37,9.2,3.476,0.4922235,0.751351351,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,30,9.7,NA,NA,3.548,0.51316686,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,4,8.8,NA,NA,3.566,0.42235776,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,6,9.3,NA,NA,3.624,0.47171646,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,20,10.2,NA,NA,3.633,0.56743416,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,15,7.5,45.8,33.5,3.666,0.3067875,0.268558952,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,13,12.7,NA,NA,3.672,0.87967566,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,28,9.4,NA,NA,3.681,0.48191544,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,3,18,54.6,28.2,3.683,1.767096,0.483516484,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,21,10.2,NA,NA,3.721,0.56743416,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,27,6.3,NA,NA,3.762,0.21646926,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,11,16.9,NA,NA,3.785,1.55771694,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,7,14.2,NA,NA,3.79,1.09974456,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,32,8,NA,NA,3.796,0.349056,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,10,11.9,NA,NA,3.809,0.77234094,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,19,11.5,NA,NA,3.831,0.7212915,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,16,7.8,NA,NA,3.86,0.33182136,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,24,9.5,NA,NA,3.927,0.4922235,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,23,15.2,NA,NA,3.956,1.26009216,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,18,9.1,NA,NA,3.979,0.45164574,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,29,13.2,63.4,39.1,3.989,0.95030496,0.383280757,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,5,9,NA,NA,4.086,0.441774,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,22,10.9,54.3,32.8,4.089,0.64798974,0.395948435,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,26,9.4,NA,NA,4.134,0.48191544,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,33,11.8,57,29.7,4.167,0.75941496,0.478947368,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,25,10.9,NA,NA,4.198,0.64798974,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,12,11.9,NA,NA,4.36,0.77234094,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,14,11.8,NA,NA,4.38,0.75941496,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,8,11.8,59.3,40.1,4.413,0.75941496,0.323777403,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,1,120,17,13.6,NA,NA,4.464,1.00877184,NA,216.66015,126.1735632,214.2843876,121.535118
FT,PIPO,14,4,2,120,8,6.8,28.5,18.5,2.79493,0.25219296,0.350877193,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,10,8,NA,NA,2.825,0.349056,NA,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,5,7.3,NA,NA,3.05607,0.29064366,NA,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,17,9.1,NA,NA,3.37964,0.45164574,NA,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,24,16.8,66.4,26.1,3.54297,1.53933696,0.606927711,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,11,11.2,NA,NA,3.55988,0.68414976,NA,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,1,18.3,71.8,23.4,3.69664,1.82649006,0.674094708,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,7,13.7,57.7,22.4,3.70385,1.02366126,0.611785095,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,19,13.7,NA,NA,3.7398,1.02366126,NA,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,4,8.7,NA,NA,3.89457,0.41281326,NA,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,21,9.4,NA,NA,3.90241,0.48191544,NA,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,2,15.2,62.6,30.5,3.91907,1.26009216,0.512779553,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,12,11.3,NA,NA,3.94516,0.69642126,NA,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,13,11.6,52.8,25.4,3.96098,0.73389024,0.518939394,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,22,12.2,57.3,20.6,3.98296,0.81177336,0.640488656,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,2,120,9,12.3,56.6,23.4,4.17441,0.82513566,0.586572438,140.1318036,126.1735632,128.5922304,121.535118
FT,PIPO,14,4,3,120,2,7.9,33.3,7.9,3.15421,0.34038414,0.762762763,21.728736,126.1735632,21.728736,121.535118
FT,PIPO,14,4,3,120,1,8.2,24.6,6.8,3.29752,0.36672696,0.723577236,21.728736,126.1735632,21.728736,121.535118
FT,PIPO,14,4,3,120,6,7.7,27.2,6.9,3.60061,0.32336766,0.746323529,21.728736,126.1735632,21.728736,121.535118
FT,PIPO,14,4,3,120,5,7.9,30.7,8.3,3.77262,0.34038414,0.729641694,21.728736,126.1735632,21.728736,121.535118
FT,PIPO,14,4,3,120,3,7.9,36.6,8.5,3.81098,0.34038414,0.767759563,21.728736,126.1735632,21.728736,121.535118
FT,PIPO,14,4,3,120,4,9.2,41,13.1,3.90332,0.46162656,0.680487805,21.728736,126.1735632,21.728736,121.535118
FT,PIPO,15,5,1,60,1,16.3,63.2,25.8,3.293,1.44907326,0.591772152,52.8961644,67.2767262,47.3876244,62.224686
FT,PIPO,15,5,1,60,5,18.1,65.6,26.9,3.608,1.78678494,0.589939024,52.8961644,67.2767262,47.3876244,62.224686
FT,PIPO,15,5,1,60,4,16.6,63.5,27.6,3.629,1.50290424,0.565354331,52.8961644,67.2767262,47.3876244,62.224686
FT,PIPO,15,5,2,60,3,19.8,57.2,25.2,3.217,2.13818616,0.559440559,78.9177438,67.2767262,74.3014782,62.224686
FT,PIPO,15,5,2,60,4,19.8,63.9,15.4,3.814,2.13818616,0.758998435,78.9177438,67.2767262,74.3014782,62.224686
FT,PIPO,15,5,2,60,5,15.6,56.4,17.4,4.114,1.32728544,0.691489362,78.9177438,67.2767262,74.3014782,62.224686
FT,PIPO,15,5,2,60,1,18.3,77.4,31.9,4.117,1.82649006,0.587855297,78.9177438,67.2767262,74.3014782,62.224686
FT,PIPO,15,5,3,60,8,5.7,20.4,11.4,2.371,0.17720046,0.441176471,70.0162704,67.2767262,64.9849554,62.224686
FT,PIPO,15,5,3,60,9,8,33,14.7,2.837,0.349056,0.554545455,70.0162704,67.2767262,64.9849554,62.224686
FT,PIPO,15,5,3,60,10,22.1,65.3,34.7,3.36,2.66378814,0.468606432,70.0162704,67.2767262,64.9849554,62.224686
FT,PIPO,15,5,3,60,6,10.8,50.2,17.8,3.555,0.63615456,0.645418327,70.0162704,67.2767262,64.9849554,62.224686
FT,PIPO,15,5,3,60,5,15.4,60.3,28.5,3.565,1.29347064,0.527363184,70.0162704,67.2767262,64.9849554,62.224686
FT,PIPO,15,5,3,60,7,15.9,59.6,31.9,3.979,1.37882574,0.464765101,70.0162704,67.2767262,64.9849554,62.224686
FT,PIPO,16,1,1,60,6,20.5,62.8,22.8,2.403,2.2920435,0.636942675,60.3556002,69.6368538,39.62331,62.0045262
FT,PIPO,16,1,1,60,4,17.5,57.1,19,3.649,1.6702875,0.667250438,60.3556002,69.6368538,39.62331,62.0045262
FT,PIPO,16,1,2,60,4,19.2,66.5,40,3.339,2.01056256,0.398496241,116.1396576,69.6368538,113.974965,62.0045262
FT,PIPO,16,1,2,60,5,19,64.2,39.8,3.402,1.968894,0.380062305,116.1396576,69.6368538,113.974965,62.0045262
FT,PIPO,16,1,2,60,6,10.5,59.5,40.7,3.457,0.6013035,0.315966387,116.1396576,69.6368538,113.974965,62.0045262
FT,PIPO,16,1,2,60,3,19.3,70.7,37.8,3.485,2.03156046,0.465346535,116.1396576,69.6368538,113.974965,62.0045262
FT,PIPO,16,1,2,60,7,23.6,71.5,35.8,3.675,3.03765984,0.499300699,116.1396576,69.6368538,113.974965,62.0045262
FT,PIPO,16,1,2,60,1,17.9,73.5,40.6,4.298,1.74751614,0.447619048,116.1396576,69.6368538,113.974965,62.0045262
FT,PIPO,16,1,3,60,2,20.3,53.9,21.1,3.29,2.24753886,0.608534323,32.4153036,69.6368538,32.4153036,62.0045262
FT,PIPO,16,1,3,60,1,13.5,41.6,13.7,3.308,0.9939915,0.670673077,32.4153036,69.6368538,32.4153036,62.0045262
FT,PIPO,17,15,1,100,2,5,23.8,8.5,2.525,0.13635,0.642857143,105.5687148,127.5889671,102.3263118,122.7370887
FT,PIPO,17,15,1,100,12,17.6,64.4,27.2,3.345,1.68943104,0.577639752,105.5687148,127.5889671,102.3263118,122.7370887
