[SAMPLE PARAMETERS]
Time/Date of Scan,          30-Mar-2018   11:00:41
Study ID,                   TW
Sample ID,                  TW-5-403-2
File Name,                  TW-5-403-2
Species,                    PIPO
Operator,                   DV
Description,                North; bad
First Ring Year,               2017
First Ring Type,                EW
Is pith present,                No
No. pith rings missing,           4
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             76
Step Size,                        1
Sample Length,               140.00
Measured Length,             124.10
Sample Thickness,              2.25
Late Wood Method,           Threshold
Late Wood Threshold,         385.00
Late Wood Deadband,           25.00
Target Density,              397.40
Actual Density,              397.62
Early Wood Maximum Density,  385.00
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  198.89
Pos of EW Min Density,        85.69
Late Wood Maximum Density,   827.12
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   385.08
Pos of LW Min Density,        61.26
Avg % Late Wood in Sample,    39.02
Zero voltage,                  0.0433
Free air voltage,              6.9577
Mass Absorption Coefficient,   2.842630
Number of scanned data points,  13781
Number of used data points,     12249
[SAMPLE DATA]
    0,   2.990, 198.89, 76,E, 6.1249
    1,   3.000, 221.44, 76,E, 6.0370
    2,   3.010, 212.79, 76,E, 6.0706
    3,   3.020, 204.73, 76,E, 6.1020
    4,   3.030, 228.47, 76,E, 6.0098
    5,   3.040, 210.28, 76,E, 6.0803
    6,   3.050, 225.86, 76,E, 6.0199
    7,   3.060, 220.57, 76,E, 6.0403
    8,   3.070, 229.50, 76,E, 6.0059
    9,   3.080, 257.42, 76,E, 5.8994
   10,   3.090, 239.12, 76,E, 5.9689
   11,   3.100, 217.50, 76,E, 6.0522
   12,   3.110, 210.51, 76,E, 6.0794
   13,   3.120, 223.73, 76,E, 6.0281
   14,   3.130, 224.52, 76,E, 6.0251
   15,   3.140, 226.33, 76,E, 6.0181
   16,   3.150, 250.49, 76,E, 5.9256
   17,   3.160, 225.39, 76,E, 6.0217
   18,   3.170, 225.62, 76,E, 6.0208
   19,   3.180, 239.60, 76,E, 5.9671
   20,   3.190, 225.54, 76,E, 6.0211
   21,   3.200, 238.17, 76,E, 5.9726
   22,   3.210, 219.31, 76,E, 6.0452
   23,   3.220, 232.12, 76,E, 5.9958
   24,   3.230, 226.89, 76,E, 6.0159
   25,   3.240, 231.33, 76,E, 5.9988
   26,   3.250, 239.04, 76,E, 5.9692
   27,   3.260, 209.73, 76,E, 6.0825
