"density"	"ring"	"newring"	"mm"	"cutoff"	"newEorL"	"boundary1"	"boundary2"
770.45	46	46	73.11	677.658	"LW"	72.99	"73.14"
737.48	46	46	73.12	677.658	"LW"	72.99	"73.14"
725.25	46	46	73.13	677.658	"LW"	72.99	"73.14"
721.51	46	46	73.14	677.658	"LW"	72.99	"73.14"
672.07	46	47	73.15	677.658	"EW"	75.17	"75.67"
660.64	46	47	73.16	677.658	"EW"	75.17	"75.67"
615.81	46	47	73.17	677.658	"EW"	75.17	"75.67"
613.42	46	47	73.18	677.658	"EW"	75.17	"75.67"
572.61	46	47	73.19	677.658	"EW"	75.17	"75.67"
531.21	46	47	73.2	677.658	"EW"	75.17	"75.67"
517.18	46	47	73.21	677.658	"EW"	75.17	"75.67"
478.37	46	47	73.22	677.658	"EW"	75.17	"75.67"
472.53	46	47	73.23	677.658	"EW"	75.17	"75.67"
452.32	46	47	73.24	677.658	"EW"	75.17	"75.67"
415.23	47	47	73.25	603.208	"EW"	75.17	"75.67"
402.87	47	47	73.26	603.208	"EW"	75.17	"75.67"
399.13	47	47	73.27	603.208	"EW"	75.17	"75.67"
376.05	47	47	73.28	603.208	"EW"	75.17	"75.67"
372.2	47	47	73.29	603.208	"EW"	75.17	"75.67"
347.91	47	47	73.3	603.208	"EW"	75.17	"75.67"
351.7	47	47	73.31	603.208	"EW"	75.17	"75.67"
338.07	47	47	73.32	603.208	"EW"	75.17	"75.67"
346.39	47	47	73.33	603.208	"EW"	75.17	"75.67"
354.07	47	47	73.34	603.208	"EW"	75.17	"75.67"
353.65	47	47	73.35	603.208	"EW"	75.17	"75.67"
339.5	47	47	73.36	603.208	"EW"	75.17	"75.67"
333.81	47	47	73.37	603.208	"EW"	75.17	"75.67"
308.61	47	47	73.38	603.208	"EW"	75.17	"75.67"
341.76	47	47	73.39	603.208	"EW"	75.17	"75.67"
325.39	47	47	73.4	603.208	"EW"	75.17	"75.67"
325.81	47	47	73.41	603.208	"EW"	75.17	"75.67"
361.36	47	47	73.42	603.208	"EW"	75.17	"75.67"
326.56	47	47	73.43	603.208	"EW"	75.17	"75.67"
304.09	47	47	73.44	603.208	"EW"	75.17	"75.67"
335.4	47	47	73.45	603.208	"EW"	75.17	"75.67"
342.44	47	47	73.46	603.208	"EW"	75.17	"75.67"
353.31	47	47	73.47	603.208	"EW"	75.17	"75.67"
331.22	47	47	73.48	603.208	"EW"	75.17	"75.67"
335.23	47	47	73.49	603.208	"EW"	75.17	"75.67"
321.9	47	47	73.5	603.208	"EW"	75.17	"75.67"
309.1	47	47	73.51	603.208	"EW"	75.17	"75.67"
326.39	47	47	73.52	603.208	"EW"	75.17	"75.67"
338.33	47	47	73.53	603.208	"EW"	75.17	"75.67"
317.76	47	47	73.54	603.208	"EW"	75.17	"75.67"
353.48	47	47	73.55	603.208	"EW"	75.17	"75.67"
332.72	47	47	73.56	603.208	"EW"	75.17	"75.67"
331.64	47	47	73.57	603.208	"EW"	75.17	"75.67"
323.65	47	47	73.58	603.208	"EW"	75.17	"75.67"
306.47	47	47	73.59	603.208	"EW"	75.17	"75.67"
311.57	47	47	73.6	603.208	"EW"	75.17	"75.67"
343.86	47	47	73.61	603.208	"EW"	75.17	"75.67"
326.72	47	47	73.62	603.208	"EW"	75.17	"75.67"
328.89	47	47	73.63	603.208	"EW"	75.17	"75.67"
339.92	47	47	73.64	603.208	"EW"	75.17	"75.67"
331.97	47	47	73.65	603.208	"EW"	75.17	"75.67"
320.58	47	47	73.66	603.208	"EW"	75.17	"75.67"
333.22	47	47	73.67	603.208	"EW"	75.17	"75.67"
324.06	47	47	73.68	603.208	"EW"	75.17	"75.67"
311.82	47	47	73.69	603.208	"EW"	75.17	"75.67"
341.6	47	47	73.7	603.208	"EW"	75.17	"75.67"
320.25	47	47	73.71	603.208	"EW"	75.17	"75.67"
317.52	47	47	73.72	603.208	"EW"	75.17	"75.67"
315.2	47	47	73.73	603.208	"EW"	75.17	"75.67"
319.92	47	47	73.74	603.208	"EW"	75.17	"75.67"
343.28	47	47	73.75	603.208	"EW"	75.17	"75.67"
303.6	47	47	73.76	603.208	"EW"	75.17	"75.67"
320.74	47	47	73.77	603.208	"EW"	75.17	"75.67"
309.27	47	47	73.78	603.208	"EW"	75.17	"75.67"
317.93	47	47	73.79	603.208	"EW"	75.17	"75.67"
314.21	47	47	73.8	603.208	"EW"	75.17	"75.67"
308.36	47	47	73.81	603.208	"EW"	75.17	"75.67"
335.48	47	47	73.82	603.208	"EW"	75.17	"75.67"
314.71	47	47	73.83	603.208	"EW"	75.17	"75.67"
311.41	47	47	73.84	603.208	"EW"	75.17	"75.67"
319.83	47	47	73.85	603.208	"EW"	75.17	"75.67"
328.8	47	47	73.86	603.208	"EW"	75.17	"75.67"
329.89	47	47	73.87	603.208	"EW"	75.17	"75.67"
307.46	47	47	73.88	603.208	"EW"	75.17	"75.67"
304.91	47	47	73.89	603.208	"EW"	75.17	"75.67"
333.81	47	47	73.9	603.208	"EW"	75.17	"75.67"
320	47	47	73.91	603.208	"EW"	75.17	"75.67"
305.24	47	47	73.92	603.208	"EW"	75.17	"75.67"
324.73	47	47	73.93	603.208	"EW"	75.17	"75.67"
315.04	47	47	73.94	603.208	"EW"	75.17	"75.67"
301.8	47	47	73.95	603.208	"EW"	75.17	"75.67"
303.36	47	47	73.96	603.208	"EW"	75.17	"75.67"
322.82	47	47	73.97	603.208	"EW"	75.17	"75.67"
318.43	47	47	73.98	603.208	"EW"	75.17	"75.67"
301.31	47	47	73.99	603.208	"EW"	75.17	"75.67"
317.85	47	47	74	603.208	"EW"	75.17	"75.67"
308.94	47	47	74.01	603.208	"EW"	75.17	"75.67"
317.52	47	47	74.02	603.208	"EW"	75.17	"75.67"
325.47	47	47	74.03	603.208	"EW"	75.17	"75.67"
311.08	47	47	74.04	603.208	"EW"	75.17	"75.67"
309.68	47	47	74.05	603.208	"EW"	75.17	"75.67"
318.51	47	47	74.06	603.208	"EW"	75.17	"75.67"
306.88	47	47	74.07	603.208	"EW"	75.17	"75.67"
305.98	47	47	74.08	603.208	"EW"	75.17	"75.67"
330.8	47	47	74.09	603.208	"EW"	75.17	"75.67"
303.11	47	47	74.1	603.208	"EW"	75.17	"75.67"
334.98	47	47	74.11	603.208	"EW"	75.17	"75.67"
329.64	47	47	74.12	603.208	"EW"	75.17	"75.67"
327.3	47	47	74.13	603.208	"EW"	75.17	"75.67"
300	47	47	74.14	603.208	"EW"	75.17	"75.67"
303.6	47	47	74.15	603.208	"EW"	75.17	"75.67"
318.43	47	47	74.16	603.208	"EW"	75.17	"75.67"
306.56	47	47	74.17	603.208	"EW"	75.17	"75.67"
329.97	47	47	74.18	603.208	"EW"	75.17	"75.67"
328.8	47	47	74.19	603.208	"EW"	75.17	"75.67"
313.63	47	47	74.2	603.208	"EW"	75.17	"75.67"
328.97	47	47	74.21	603.208	"EW"	75.17	"75.67"
327.89	47	47	74.22	603.208	"EW"	75.17	"75.67"
338.41	47	47	74.23	603.208	"EW"	75.17	"75.67"
325.97	47	47	74.24	603.208	"EW"	75.17	"75.67"
333.89	47	47	74.25	603.208	"EW"	75.17	"75.67"
325.14	47	47	74.26	603.208	"EW"	75.17	"75.67"
327.97	47	47	74.27	603.208	"EW"	75.17	"75.67"
356.61	47	47	74.28	603.208	"EW"	75.17	"75.67"
348.83	47	47	74.29	603.208	"EW"	75.17	"75.67"
322.9	47	47	74.3	603.208	"EW"	75.17	"75.67"
326.06	47	47	74.31	603.208	"EW"	75.17	"75.67"
324.39	47	47	74.32	603.208	"EW"	75.17	"75.67"
343.86	47	47	74.33	603.208	"EW"	75.17	"75.67"
329.47	47	47	74.34	603.208	"EW"	75.17	"75.67"
317.1	47	47	74.35	603.208	"EW"	75.17	"75.67"
322.98	47	47	74.36	603.208	"EW"	75.17	"75.67"
347.32	47	47	74.37	603.208	"EW"	75.17	"75.67"
332.97	47	47	74.38	603.208	"EW"	75.17	"75.67"
316.61	47	47	74.39	603.208	"EW"	75.17	"75.67"
331.55	47	47	74.4	603.208	"EW"	75.17	"75.67"
354.92	47	47	74.41	603.208	"EW"	75.17	"75.67"
339.67	47	47	74.42	603.208	"EW"	75.17	"75.67"
359.5	47	47	74.43	603.208	"EW"	75.17	"75.67"
351.62	47	47	74.44	603.208	"EW"	75.17	"75.67"
344.54	47	47	74.45	603.208	"EW"	75.17	"75.67"
358.05	47	47	74.46	603.208	"EW"	75.17	"75.67"
343.53	47	47	74.47	603.208	"EW"	75.17	"75.67"
340	47	47	74.48	603.208	"EW"	75.17	"75.67"
354.32	47	47	74.49	603.208	"EW"	75.17	"75.67"
353.82	47	47	74.5	603.208	"EW"	75.17	"75.67"
357.29	47	47	74.51	603.208	"EW"	75.17	"75.67"
350.6	47	47	74.52	603.208	"EW"	75.17	"75.67"
351.87	47	47	74.53	603.208	"EW"	75.17	"75.67"
338.07	47	47	74.54	603.208	"EW"	75.17	"75.67"
343.86	47	47	74.55	603.208	"EW"	75.17	"75.67"
338.24	47	47	74.56	603.208	"EW"	75.17	"75.67"
346.73	47	47	74.57	603.208	"EW"	75.17	"75.67"
371.43	47	47	74.58	603.208	"EW"	75.17	"75.67"
341.26	47	47	74.59	603.208	"EW"	75.17	"75.67"
338.07	47	47	74.6	603.208	"EW"	75.17	"75.67"
384.31	47	47	74.61	603.208	"EW"	75.17	"75.67"
338.41	47	47	74.62	603.208	"EW"	75.17	"75.67"
352.55	47	47	74.63	603.208	"EW"	75.17	"75.67"
352.21	47	47	74.64	603.208	"EW"	75.17	"75.67"
346.73	47	47	74.65	603.208	"EW"	75.17	"75.67"
358.14	47	47	74.66	603.208	"EW"	75.17	"75.67"
361.87	47	47	74.67	603.208	"EW"	75.17	"75.67"
362.04	47	47	74.68	603.208	"EW"	75.17	"75.67"
350.6	47	47	74.69	603.208	"EW"	75.17	"75.67"
382.24	47	47	74.7	603.208	"EW"	75.17	"75.67"
389.93	47	47	74.71	603.208	"EW"	75.17	"75.67"
374.68	47	47	74.72	603.208	"EW"	75.17	"75.67"
381.9	47	47	74.73	603.208	"EW"	75.17	"75.67"
360.17	47	47	74.74	603.208	"EW"	75.17	"75.67"
384.14	47	47	74.75	603.208	"EW"	75.17	"75.67"
377.08	47	47	74.76	603.208	"EW"	75.17	"75.67"
388.8	47	47	74.77	603.208	"EW"	75.17	"75.67"
389.84	47	47	74.78	603.208	"EW"	75.17	"75.67"
389.84	47	47	74.79	603.208	"EW"	75.17	"75.67"
382.76	47	47	74.8	603.208	"EW"	75.17	"75.67"
391.05	47	47	74.81	603.208	"EW"	75.17	"75.67"
387.16	47	47	74.82	603.208	"EW"	75.17	"75.67"
399.13	47	47	74.83	603.208	"EW"	75.17	"75.67"
428.65	47	47	74.84	603.208	"EW"	75.17	"75.67"
430.69	47	47	74.85	603.208	"EW"	75.17	"75.67"
429.27	47	47	74.86	603.208	"EW"	75.17	"75.67"
431.84	47	47	74.87	603.208	"EW"	75.17	"75.67"
421.04	47	47	74.88	603.208	"EW"	75.17	"75.67"
457.01	47	47	74.89	603.208	"EW"	75.17	"75.67"
434.33	47	47	74.9	603.208	"EW"	75.17	"75.67"
457.55	47	47	74.91	603.208	"EW"	75.17	"75.67"
463.34	47	47	74.92	603.208	"EW"	75.17	"75.67"
472.8	47	47	74.93	603.208	"EW"	75.17	"75.67"
434.51	47	47	74.94	603.208	"EW"	75.17	"75.67"
459	47	47	74.95	603.208	"EW"	75.17	"75.67"
491.05	47	47	74.96	603.208	"EW"	75.17	"75.67"
502.81	47	47	74.97	603.208	"EW"	75.17	"75.67"
488.01	47	47	74.98	603.208	"EW"	75.17	"75.67"
482.04	47	47	74.99	603.208	"EW"	75.17	"75.67"
504.57	47	47	75	603.208	"EW"	75.17	"75.67"
503.27	47	47	75.01	603.208	"EW"	75.17	"75.67"
512.59	47	47	75.02	603.208	"EW"	75.17	"75.67"
502.06	47	47	75.03	603.208	"EW"	75.17	"75.67"
518.68	47	47	75.04	603.208	"EW"	75.17	"75.67"
528	47	47	75.05	603.208	"EW"	75.17	"75.67"
529.04	47	47	75.06	603.208	"EW"	75.17	"75.67"
550.91	47	47	75.07	603.208	"EW"	75.17	"75.67"
549.19	47	47	75.08	603.208	"EW"	75.17	"75.67"
553.79	47	47	75.09	603.208	"EW"	75.17	"75.67"
553.31	47	47	75.1	603.208	"EW"	75.17	"75.67"
564.77	47	47	75.11	603.208	"EW"	75.17	"75.67"
597.56	47	47	75.12	603.208	"EW"	75.17	"75.67"
561.39	47	47	75.13	603.208	"EW"	75.17	"75.67"
568.73	47	47	75.14	603.208	"EW"	75.17	"75.67"
577.86	47	47	75.15	603.208	"EW"	75.17	"75.67"
594.9	47	47	75.16	603.208	"EW"	75.17	"75.67"
607.26	47	47	75.17	603.208	"LW"	75.17	"75.67"
601.41	47	47	75.18	603.208	"LW"	75.17	"75.67"
595.89	47	47	75.19	603.208	"LW"	75.17	"75.67"
600.82	47	47	75.2	603.208	"LW"	75.17	"75.67"
642.47	47	47	75.21	603.208	"LW"	75.17	"75.67"
611.53	47	47	75.22	603.208	"LW"	75.17	"75.67"
622.61	47	47	75.23	603.208	"LW"	75.17	"75.67"
620.61	47	47	75.24	603.208	"LW"	75.17	"75.67"
629.24	47	47	75.25	603.208	"LW"	75.17	"75.67"
627.13	47	47	75.26	603.208	"LW"	75.17	"75.67"
638.12	47	47	75.27	603.208	"LW"	75.17	"75.67"
624.22	47	47	75.28	603.208	"LW"	75.17	"75.67"
624.52	47	47	75.29	603.208	"LW"	75.17	"75.67"
633.27	47	47	75.3	603.208	"LW"	75.17	"75.67"
621.51	47	47	75.31	603.208	"LW"	75.17	"75.67"
639.03	47	47	75.32	603.208	"LW"	75.17	"75.67"
643.69	47	47	75.33	603.208	"LW"	75.17	"75.67"
615.81	47	47	75.34	603.208	"LW"	75.17	"75.67"
602.5	47	47	75.35	603.208	"LW"	75.17	"75.67"
624.42	47	47	75.36	603.208	"LW"	75.17	"75.67"
634.08	47	47	75.37	603.208	"LW"	75.17	"75.67"
627.63	47	47	75.38	603.208	"LW"	75.17	"75.67"
642.07	47	47	75.39	603.208	"LW"	75.17	"75.67"
644.1	47	47	75.4	603.208	"LW"	75.17	"75.67"
640.95	47	47	75.41	603.208	"LW"	75.17	"75.67"
658.59	47	47	75.42	603.208	"LW"	75.17	"75.67"
667.94	47	47	75.43	603.208	"LW"	75.17	"75.67"
664.23	47	47	75.44	603.208	"LW"	75.17	"75.67"
655.31	47	47	75.45	603.208	"LW"	75.17	"75.67"
670	47	47	75.46	603.208	"LW"	75.17	"75.67"
671.76	47	47	75.47	603.208	"LW"	75.17	"75.67"
651.84	47	47	75.48	603.208	"LW"	75.17	"75.67"
670.83	47	47	75.49	603.208	"LW"	75.17	"75.67"
656.74	47	47	75.5	603.208	"LW"	75.17	"75.67"
649.08	47	47	75.51	603.208	"LW"	75.17	"75.67"
679.01	47	47	75.52	603.208	"LW"	75.17	"75.67"
657.36	47	47	75.53	603.208	"LW"	75.17	"75.67"
669.38	47	47	75.54	603.208	"LW"	75.17	"75.67"
676.41	47	47	75.55	603.208	"LW"	75.17	"75.67"
657.36	47	47	75.56	603.208	"LW"	75.17	"75.67"
654.7	47	47	75.57	603.208	"LW"	75.17	"75.67"
661.66	47	47	75.58	603.208	"LW"	75.17	"75.67"
653.06	47	47	75.59	603.208	"LW"	75.17	"75.67"
633.17	47	47	75.6	603.208	"LW"	75.17	"75.67"
650.41	47	47	75.61	603.208	"LW"	75.17	"75.67"
619.21	47	47	75.62	603.208	"LW"	75.17	"75.67"
617.21	47	47	75.63	603.208	"LW"	75.17	"75.67"
618.41	47	47	75.64	603.208	"LW"	75.17	"75.67"
623.31	47	47	75.65	603.208	"LW"	75.17	"75.67"
617.81	47	47	75.66	603.208	"LW"	75.17	"75.67"
621.91	47	47	75.67	603.208	"LW"	75.17	"75.67"
578.06	47	48	75.68	603.208	"EW"	78.75	"79.31"
569.51	47	48	75.69	603.208	"EW"	78.75	"79.31"
551.87	47	48	75.7	603.208	"EW"	78.75	"79.31"
556	47	48	75.71	603.208	"EW"	78.75	"79.31"
563.8	47	48	75.72	603.208	"EW"	78.75	"79.31"
555.9	47	48	75.73	603.208	"EW"	78.75	"79.31"
533.96	47	48	75.74	603.208	"EW"	78.75	"79.31"
542.13	47	48	75.75	603.208	"EW"	78.75	"79.31"
501.88	47	48	75.76	603.208	"EW"	78.75	"79.31"
498.26	47	48	75.77	603.208	"EW"	78.75	"79.31"
480.29	47	48	75.78	603.208	"EW"	78.75	"79.31"
468.34	47	48	75.79	603.208	"EW"	78.75	"79.31"
491.97	47	48	75.8	603.208	"EW"	78.75	"79.31"
461.71	47	48	75.81	603.208	"EW"	78.75	"79.31"
465.7	47	48	75.82	603.208	"EW"	78.75	"79.31"
450.08	47	48	75.83	603.208	"EW"	78.75	"79.31"
469.7	47	48	75.84	603.208	"EW"	78.75	"79.31"
429.18	47	48	75.85	603.208	"EW"	78.75	"79.31"
413.47	47	48	75.86	603.208	"EW"	78.75	"79.31"
445.77	47	48	75.87	603.208	"EW"	78.75	"79.31"
420.33	48	48	75.88	771.726	"EW"	78.75	"79.31"
409.17	48	48	75.89	771.726	"EW"	78.75	"79.31"
419.36	48	48	75.9	771.726	"EW"	78.75	"79.31"
391.92	48	48	75.91	771.726	"EW"	78.75	"79.31"
404.01	48	48	75.92	771.726	"EW"	78.75	"79.31"
385.35	48	48	75.93	771.726	"EW"	78.75	"79.31"
403.57	48	48	75.94	771.726	"EW"	78.75	"79.31"
380.52	48	48	75.95	771.726	"EW"	78.75	"79.31"
379.4	48	48	75.96	771.726	"EW"	78.75	"79.31"
351.53	48	48	75.97	771.726	"EW"	78.75	"79.31"
369.2	48	48	75.98	771.726	"EW"	78.75	"79.31"
379.06	48	48	75.99	771.726	"EW"	78.75	"79.31"
373.74	48	48	76	771.726	"EW"	78.75	"79.31"
362.04	48	48	76.01	771.726	"EW"	78.75	"79.31"
360.34	48	48	76.02	771.726	"EW"	78.75	"79.31"
344.12	48	48	76.03	771.726	"EW"	78.75	"79.31"
368.78	48	48	76.04	771.726	"EW"	78.75	"79.31"
358.65	48	48	76.05	771.726	"EW"	78.75	"79.31"
346.73	48	48	76.06	771.726	"EW"	78.75	"79.31"
360.26	48	48	76.07	771.726	"EW"	78.75	"79.31"
329.97	48	48	76.08	771.726	"EW"	78.75	"79.31"
362.55	48	48	76.09	771.726	"EW"	78.75	"79.31"
330.55	48	48	76.1	771.726	"EW"	78.75	"79.31"
344.79	48	48	76.11	771.726	"EW"	78.75	"79.31"
351.79	48	48	76.12	771.726	"EW"	78.75	"79.31"
349	48	48	76.13	771.726	"EW"	78.75	"79.31"
331.55	48	48	76.14	771.726	"EW"	78.75	"79.31"
324.89	48	48	76.15	771.726	"EW"	78.75	"79.31"
330.47	48	48	76.16	771.726	"EW"	78.75	"79.31"
344.96	48	48	76.17	771.726	"EW"	78.75	"79.31"
321.24	48	48	76.18	771.726	"EW"	78.75	"79.31"
336.82	48	48	76.19	771.726	"EW"	78.75	"79.31"
359.83	48	48	76.2	771.726	"EW"	78.75	"79.31"
351.96	48	48	76.21	771.726	"EW"	78.75	"79.31"
342.27	48	48	76.22	771.726	"EW"	78.75	"79.31"
335.23	48	48	76.23	771.726	"EW"	78.75	"79.31"
313.47	48	48	76.24	771.726	"EW"	78.75	"79.31"
344.03	48	48	76.25	771.726	"EW"	78.75	"79.31"
355.51	48	48	76.26	771.726	"EW"	78.75	"79.31"
339.08	48	48	76.27	771.726	"EW"	78.75	"79.31"
319.75	48	48	76.28	771.726	"EW"	78.75	"79.31"
318.76	48	48	76.29	771.726	"EW"	78.75	"79.31"
348.16	48	48	76.3	771.726	"EW"	78.75	"79.31"
330.55	48	48	76.31	771.726	"EW"	78.75	"79.31"
320.41	48	48	76.32	771.726	"EW"	78.75	"79.31"
312.56	48	48	76.33	771.726	"EW"	78.75	"79.31"
342.69	48	48	76.34	771.726	"EW"	78.75	"79.31"
331.89	48	48	76.35	771.726	"EW"	78.75	"79.31"
338.41	48	48	76.36	771.726	"EW"	78.75	"79.31"
340.09	48	48	76.37	771.726	"EW"	78.75	"79.31"
312.31	48	48	76.38	771.726	"EW"	78.75	"79.31"
327.72	48	48	76.39	771.726	"EW"	78.75	"79.31"
315.28	48	48	76.4	771.726	"EW"	78.75	"79.31"
342.69	48	48	76.41	771.726	"EW"	78.75	"79.31"
335.23	48	48	76.42	771.726	"EW"	78.75	"79.31"
328.97	48	48	76.43	771.726	"EW"	78.75	"79.31"
332.89	48	48	76.44	771.726	"EW"	78.75	"79.31"
323.56	48	48	76.45	771.726	"EW"	78.75	"79.31"
342.86	48	48	76.46	771.726	"EW"	78.75	"79.31"
345.63	48	48	76.47	771.726	"EW"	78.75	"79.31"
323.48	48	48	76.48	771.726	"EW"	78.75	"79.31"
321.49	48	48	76.49	771.726	"EW"	78.75	"79.31"
334.73	48	48	76.5	771.726	"EW"	78.75	"79.31"
336.48	48	48	76.51	771.726	"EW"	78.75	"79.31"
344.03	48	48	76.52	771.726	"EW"	78.75	"79.31"
324.48	48	48	76.53	771.726	"EW"	78.75	"79.31"
311.16	48	48	76.54	771.726	"EW"	78.75	"79.31"
309.68	48	48	76.55	771.726	"EW"	78.75	"79.31"
329.64	48	48	76.56	771.726	"EW"	78.75	"79.31"
308.12	48	48	76.57	771.726	"EW"	78.75	"79.31"
308.36	48	48	76.58	771.726	"EW"	78.75	"79.31"
306.39	48	48	76.59	771.726	"EW"	78.75	"79.31"
324.23	48	48	76.6	771.726	"EW"	78.75	"79.31"
339.92	48	48	76.61	771.726	"EW"	78.75	"79.31"
345.46	48	48	76.62	771.726	"EW"	78.75	"79.31"
351.96	48	48	76.63	771.726	"EW"	78.75	"79.31"
329.97	48	48	76.64	771.726	"EW"	78.75	"79.31"
322.98	48	48	76.65	771.726	"EW"	78.75	"79.31"
327.3	48	48	76.66	771.726	"EW"	78.75	"79.31"
331.72	48	48	76.67	771.726	"EW"	78.75	"79.31"
307.95	48	48	76.68	771.726	"EW"	78.75	"79.31"
341.68	48	48	76.69	771.726	"EW"	78.75	"79.31"
335.23	48	48	76.7	771.726	"EW"	78.75	"79.31"
344.45	48	48	76.71	771.726	"EW"	78.75	"79.31"
315.12	48	48	76.72	771.726	"EW"	78.75	"79.31"
314.13	48	48	76.73	771.726	"EW"	78.75	"79.31"
322.32	48	48	76.74	771.726	"EW"	78.75	"79.31"
325.97	48	48	76.75	771.726	"EW"	78.75	"79.31"
349.34	48	48	76.76	771.726	"EW"	78.75	"79.31"
330.55	48	48	76.77	771.726	"EW"	78.75	"79.31"
326.97	48	48	76.78	771.726	"EW"	78.75	"79.31"
325.89	48	48	76.79	771.726	"EW"	78.75	"79.31"
326.06	48	48	76.8	771.726	"EW"	78.75	"79.31"
317.52	48	48	76.81	771.726	"EW"	78.75	"79.31"
326.06	48	48	76.82	771.726	"EW"	78.75	"79.31"
329.39	48	48	76.83	771.726	"EW"	78.75	"79.31"
343.28	48	48	76.84	771.726	"EW"	78.75	"79.31"
337.65	48	48	76.85	771.726	"EW"	78.75	"79.31"
309.84	48	48	76.86	771.726	"EW"	78.75	"79.31"
326.22	48	48	76.87	771.726	"EW"	78.75	"79.31"
321.99	48	48	76.88	771.726	"EW"	78.75	"79.31"
340.09	48	48	76.89	771.726	"EW"	78.75	"79.31"
326.8	48	48	76.9	771.726	"EW"	78.75	"79.31"
350.35	48	48	76.91	771.726	"EW"	78.75	"79.31"
327.72	48	48	76.92	771.726	"EW"	78.75	"79.31"
336.15	48	48	76.93	771.726	"EW"	78.75	"79.31"
347.06	48	48	76.94	771.726	"EW"	78.75	"79.31"
312.56	48	48	76.95	771.726	"EW"	78.75	"79.31"
319.92	48	48	76.96	771.726	"EW"	78.75	"79.31"
329.3	48	48	76.97	771.726	"EW"	78.75	"79.31"
325.72	48	48	76.98	771.726	"EW"	78.75	"79.31"
327.89	48	48	76.99	771.726	"EW"	78.75	"79.31"
328.8	48	48	77	771.726	"EW"	78.75	"79.31"
337.74	48	48	77.01	771.726	"EW"	78.75	"79.31"
333.22	48	48	77.02	771.726	"EW"	78.75	"79.31"
331.72	48	48	77.03	771.726	"EW"	78.75	"79.31"
324.98	48	48	77.04	771.726	"EW"	78.75	"79.31"
343.86	48	48	77.05	771.726	"EW"	78.75	"79.31"
321.41	48	48	77.06	771.726	"EW"	78.75	"79.31"
343.19	48	48	77.07	771.726	"EW"	78.75	"79.31"
348.58	48	48	77.08	771.726	"EW"	78.75	"79.31"
321.9	48	48	77.09	771.726	"EW"	78.75	"79.31"
336.4	48	48	77.1	771.726	"EW"	78.75	"79.31"
341.18	48	48	77.11	771.726	"EW"	78.75	"79.31"
334.48	48	48	77.12	771.726	"EW"	78.75	"79.31"
324.31	48	48	77.13	771.726	"EW"	78.75	"79.31"
333.89	48	48	77.14	771.726	"EW"	78.75	"79.31"
329.39	48	48	77.15	771.726	"EW"	78.75	"79.31"
328.3	48	48	77.16	771.726	"EW"	78.75	"79.31"
328.55	48	48	77.17	771.726	"EW"	78.75	"79.31"
334.06	48	48	77.18	771.726	"EW"	78.75	"79.31"
345.72	48	48	77.19	771.726	"EW"	78.75	"79.31"
317.93	48	48	77.2	771.726	"EW"	78.75	"79.31"
339.83	48	48	77.21	771.726	"EW"	78.75	"79.31"
332.14	48	48	77.22	771.726	"EW"	78.75	"79.31"
338.49	48	48	77.23	771.726	"EW"	78.75	"79.31"
327.3	48	48	77.24	771.726	"EW"	78.75	"79.31"
354.41	48	48	77.25	771.726	"EW"	78.75	"79.31"
322.98	48	48	77.26	771.726	"EW"	78.75	"79.31"
339.83	48	48	77.27	771.726	"EW"	78.75	"79.31"
351.7	48	48	77.28	771.726	"EW"	78.75	"79.31"
327.3	48	48	77.29	771.726	"EW"	78.75	"79.31"
350.01	48	48	77.3	771.726	"EW"	78.75	"79.31"
349.76	48	48	77.31	771.726	"EW"	78.75	"79.31"
326.64	48	48	77.32	771.726	"EW"	78.75	"79.31"
335.23	48	48	77.33	771.726	"EW"	78.75	"79.31"
309.35	48	48	77.34	771.726	"EW"	78.75	"79.31"
351.87	48	48	77.35	771.726	"EW"	78.75	"79.31"
344.37	48	48	77.36	771.726	"EW"	78.75	"79.31"
329.8	48	48	77.37	771.726	"EW"	78.75	"79.31"
361.11	48	48	77.38	771.726	"EW"	78.75	"79.31"
347.99	48	48	77.39	771.726	"EW"	78.75	"79.31"
326.97	48	48	77.4	771.726	"EW"	78.75	"79.31"
333.72	48	48	77.41	771.726	"EW"	78.75	"79.31"
322.07	48	48	77.42	771.726	"EW"	78.75	"79.31"
334.39	48	48	77.43	771.726	"EW"	78.75	"79.31"
336.57	48	48	77.44	771.726	"EW"	78.75	"79.31"
347.91	48	48	77.45	771.726	"EW"	78.75	"79.31"
343.86	48	48	77.46	771.726	"EW"	78.75	"79.31"
364.26	48	48	77.47	771.726	"EW"	78.75	"79.31"
354.83	48	48	77.48	771.726	"EW"	78.75	"79.31"
332.22	48	48	77.49	771.726	"EW"	78.75	"79.31"
353.14	48	48	77.5	771.726	"EW"	78.75	"79.31"
352.63	48	48	77.51	771.726	"EW"	78.75	"79.31"
325.64	48	48	77.52	771.726	"EW"	78.75	"79.31"
358.56	48	48	77.53	771.726	"EW"	78.75	"79.31"
349.93	48	48	77.54	771.726	"EW"	78.75	"79.31"
334.73	48	48	77.55	771.726	"EW"	78.75	"79.31"
347.91	48	48	77.56	771.726	"EW"	78.75	"79.31"
366.13	48	48	77.57	771.726	"EW"	78.75	"79.31"
328.89	48	48	77.58	771.726	"EW"	78.75	"79.31"
365.28	48	48	77.59	771.726	"EW"	78.75	"79.31"
355.42	48	48	77.6	771.726	"EW"	78.75	"79.31"
