"density"	"ring"	"newring"	"mm"	"cutoff"	"newEorL"	"boundary1"	"boundary2"
574.36	52	52	97.91	749.24	"EW"	99.35	"99.94"
569.7	52	52	97.92	749.24	"EW"	99.35	"99.94"
543.18	52	52	97.93	749.24	"EW"	99.35	"99.94"
568.15	52	52	97.94	749.24	"EW"	99.35	"99.94"
561.2	52	52	97.95	749.24	"EW"	99.35	"99.94"
567.38	52	52	97.96	749.24	"EW"	99.35	"99.94"
551.97	52	52	97.97	749.24	"EW"	99.35	"99.94"
568.73	52	52	97.98	749.24	"EW"	99.35	"99.94"
548.9	52	52	97.99	749.24	"EW"	99.35	"99.94"
563.03	52	52	98	749.24	"EW"	99.35	"99.94"
535.95	52	52	98.01	749.24	"EW"	99.35	"99.94"
548.04	52	52	98.02	749.24	"EW"	99.35	"99.94"
536.71	52	52	98.03	749.24	"EW"	99.35	"99.94"
544.7	52	52	98.04	749.24	"EW"	99.35	"99.94"
558.79	52	52	98.05	749.24	"EW"	99.35	"99.94"
543.75	52	52	98.06	749.24	"EW"	99.35	"99.94"
543.84	52	52	98.07	749.24	"EW"	99.35	"99.94"
551.11	52	52	98.08	749.24	"EW"	99.35	"99.94"
552.06	52	52	98.09	749.24	"EW"	99.35	"99.94"
529.13	52	52	98.1	749.24	"EW"	99.35	"99.94"
531.68	52	52	98.11	749.24	"EW"	99.35	"99.94"
527.15	52	52	98.12	749.24	"EW"	99.35	"99.94"
526.58	52	52	98.13	749.24	"EW"	99.35	"99.94"
526.68	52	52	98.14	749.24	"EW"	99.35	"99.94"
529.32	52	52	98.15	749.24	"EW"	99.35	"99.94"
533.67	52	52	98.16	749.24	"EW"	99.35	"99.94"
516.05	52	52	98.17	749.24	"EW"	99.35	"99.94"
552.54	52	52	98.18	749.24	"EW"	99.35	"99.94"
531.78	52	52	98.19	749.24	"EW"	99.35	"99.94"
532.06	52	52	98.2	749.24	"EW"	99.35	"99.94"
537.37	52	52	98.21	749.24	"EW"	99.35	"99.94"
532.92	52	52	98.22	749.24	"EW"	99.35	"99.94"
539.94	52	52	98.23	749.24	"EW"	99.35	"99.94"
525.83	52	52	98.24	749.24	"EW"	99.35	"99.94"
531.12	52	52	98.25	749.24	"EW"	99.35	"99.94"
538.23	52	52	98.26	749.24	"EW"	99.35	"99.94"
542.6	52	52	98.27	749.24	"EW"	99.35	"99.94"
528.75	52	52	98.28	749.24	"EW"	99.35	"99.94"
530.46	52	52	98.29	749.24	"EW"	99.35	"99.94"
504.66	52	52	98.3	749.24	"EW"	99.35	"99.94"
538.23	52	52	98.31	749.24	"EW"	99.35	"99.94"
532.54	52	52	98.32	749.24	"EW"	99.35	"99.94"
551.49	52	52	98.33	749.24	"EW"	99.35	"99.94"
542.03	52	52	98.34	749.24	"EW"	99.35	"99.94"
531.31	52	52	98.35	749.24	"EW"	99.35	"99.94"
538.23	52	52	98.36	749.24	"EW"	99.35	"99.94"
538.89	52	52	98.37	749.24	"EW"	99.35	"99.94"
532.44	52	52	98.38	749.24	"EW"	99.35	"99.94"
532.92	52	52	98.39	749.24	"EW"	99.35	"99.94"
536.9	52	52	98.4	749.24	"EW"	99.35	"99.94"
544.41	52	52	98.41	749.24	"EW"	99.35	"99.94"
589.5	52	52	98.42	749.24	"EW"	99.35	"99.94"
582.74	52	52	98.43	749.24	"EW"	99.35	"99.94"
580.4	52	52	98.44	749.24	"EW"	99.35	"99.94"
555.13	52	52	98.45	749.24	"EW"	99.35	"99.94"
575.33	52	52	98.46	749.24	"EW"	99.35	"99.94"
585.18	52	52	98.47	749.24	"EW"	99.35	"99.94"
593.62	52	52	98.48	749.24	"EW"	99.35	"99.94"
588.12	52	52	98.49	749.24	"EW"	99.35	"99.94"
582.84	52	52	98.5	749.24	"EW"	99.35	"99.94"
564.28	52	52	98.51	749.24	"EW"	99.35	"99.94"
586.75	52	52	98.52	749.24	"EW"	99.35	"99.94"
595.79	52	52	98.53	749.24	"EW"	99.35	"99.94"
596.08	52	52	98.54	749.24	"EW"	99.35	"99.94"
593.03	52	52	98.55	749.24	"EW"	99.35	"99.94"
579.42	52	52	98.56	749.24	"EW"	99.35	"99.94"
592.34	52	52	98.57	749.24	"EW"	99.35	"99.94"
590.97	52	52	98.58	749.24	"EW"	99.35	"99.94"
595.39	52	52	98.59	749.24	"EW"	99.35	"99.94"
598.35	52	52	98.6	749.24	"EW"	99.35	"99.94"
586.65	52	52	98.61	749.24	"EW"	99.35	"99.94"
593.62	52	52	98.62	749.24	"EW"	99.35	"99.94"
602.01	52	52	98.63	749.24	"EW"	99.35	"99.94"
571.35	52	52	98.64	749.24	"EW"	99.35	"99.94"
564.48	52	52	98.65	749.24	"EW"	99.35	"99.94"
596.48	52	52	98.66	749.24	"EW"	99.35	"99.94"
573.87	52	52	98.67	749.24	"EW"	99.35	"99.94"
599.44	52	52	98.68	749.24	"EW"	99.35	"99.94"
594.11	52	52	98.69	749.24	"EW"	99.35	"99.94"
572.13	52	52	98.7	749.24	"EW"	99.35	"99.94"
582.25	52	52	98.71	749.24	"EW"	99.35	"99.94"
579.81	52	52	98.72	749.24	"EW"	99.35	"99.94"
590.58	52	52	98.73	749.24	"EW"	99.35	"99.94"
568.73	52	52	98.74	749.24	"EW"	99.35	"99.94"
574.75	52	52	98.75	749.24	"EW"	99.35	"99.94"
569.99	52	52	98.76	749.24	"EW"	99.35	"99.94"
578.93	52	52	98.77	749.24	"EW"	99.35	"99.94"
563.41	52	52	98.78	749.24	"EW"	99.35	"99.94"
571.06	52	52	98.79	749.24	"EW"	99.35	"99.94"
581.47	52	52	98.8	749.24	"EW"	99.35	"99.94"
587.05	52	52	98.81	749.24	"EW"	99.35	"99.94"
588.61	52	52	98.82	749.24	"EW"	99.35	"99.94"
592.44	52	52	98.83	749.24	"EW"	99.35	"99.94"
595.79	52	52	98.84	749.24	"EW"	99.35	"99.94"
606.07	52	52	98.85	749.24	"EW"	99.35	"99.94"
607.75	52	52	98.86	749.24	"EW"	99.35	"99.94"
571.35	52	52	98.87	749.24	"EW"	99.35	"99.94"
603.29	52	52	98.88	749.24	"EW"	99.35	"99.94"
608.95	52	52	98.89	749.24	"EW"	99.35	"99.94"
621.51	52	52	98.9	749.24	"EW"	99.35	"99.94"
619.81	52	52	98.91	749.24	"EW"	99.35	"99.94"
622.61	52	52	98.92	749.24	"EW"	99.35	"99.94"
666.91	52	52	98.93	749.24	"EW"	99.35	"99.94"
629.44	52	52	98.94	749.24	"EW"	99.35	"99.94"
609.24	52	52	98.95	749.24	"EW"	99.35	"99.94"
642.98	52	52	98.96	749.24	"EW"	99.35	"99.94"
620.41	52	52	98.97	749.24	"EW"	99.35	"99.94"
613.02	52	52	98.98	749.24	"EW"	99.35	"99.94"
634.58	52	52	98.99	749.24	"EW"	99.35	"99.94"
635.79	52	52	99	749.24	"EW"	99.35	"99.94"
631.86	52	52	99.01	749.24	"EW"	99.35	"99.94"
669.07	52	52	99.02	749.24	"EW"	99.35	"99.94"
689.01	52	52	99.03	749.24	"EW"	99.35	"99.94"
634.08	52	52	99.04	749.24	"EW"	99.35	"99.94"
658.48	52	52	99.05	749.24	"EW"	99.35	"99.94"
659.82	52	52	99.06	749.24	"EW"	99.35	"99.94"
685.14	52	52	99.07	749.24	"EW"	99.35	"99.94"
678.9	52	52	99.08	749.24	"EW"	99.35	"99.94"
674.76	52	52	99.09	749.24	"EW"	99.35	"99.94"
686.5	52	52	99.1	749.24	"EW"	99.35	"99.94"
697.49	52	52	99.11	749.24	"EW"	99.35	"99.94"
658.18	52	52	99.12	749.24	"EW"	99.35	"99.94"
669.8	52	52	99.13	749.24	"EW"	99.35	"99.94"
688.48	52	52	99.14	749.24	"EW"	99.35	"99.94"
675.9	52	52	99.15	749.24	"EW"	99.35	"99.94"
709.72	52	52	99.16	749.24	"EW"	99.35	"99.94"
690.89	52	52	99.17	749.24	"EW"	99.35	"99.94"
704.96	52	52	99.18	749.24	"EW"	99.35	"99.94"
698.33	52	52	99.19	749.24	"EW"	99.35	"99.94"
719.7	52	52	99.2	749.24	"EW"	99.35	"99.94"
692.67	52	52	99.21	749.24	"EW"	99.35	"99.94"
710.88	52	52	99.22	749.24	"EW"	99.35	"99.94"
699.28	52	52	99.23	749.24	"EW"	99.35	"99.94"
720.66	52	52	99.24	749.24	"EW"	99.35	"99.94"
714.06	52	52	99.25	749.24	"EW"	99.35	"99.94"
728.99	52	52	99.26	749.24	"EW"	99.35	"99.94"
733.82	52	52	99.27	749.24	"EW"	99.35	"99.94"
704.33	52	52	99.28	749.24	"EW"	99.35	"99.94"
738.02	52	52	99.29	749.24	"EW"	99.35	"99.94"
743.63	52	52	99.3	749.24	"EW"	99.35	"99.94"
718.85	52	52	99.31	749.24	"EW"	99.35	"99.94"
734.79	52	52	99.32	749.24	"EW"	99.35	"99.94"
731.99	52	52	99.33	749.24	"EW"	99.35	"99.94"
730.28	52	52	99.34	749.24	"EW"	99.35	"99.94"
753.39	52	52	99.35	749.24	"LW"	99.35	"99.94"
737.26	52	52	99.36	749.24	"LW"	99.35	"99.94"
750.78	52	52	99.37	749.24	"LW"	99.35	"99.94"
741.04	52	52	99.38	749.24	"LW"	99.35	"99.94"
736.08	52	52	99.39	749.24	"LW"	99.35	"99.94"
762.44	52	52	99.4	749.24	"LW"	99.35	"99.94"
772.87	52	52	99.41	749.24	"LW"	99.35	"99.94"
753.06	52	52	99.42	749.24	"LW"	99.35	"99.94"
754.48	52	52	99.43	749.24	"LW"	99.35	"99.94"
742.87	52	52	99.44	749.24	"LW"	99.35	"99.94"
759.93	52	52	99.45	749.24	"LW"	99.35	"99.94"
793.93	52	52	99.46	749.24	"LW"	99.35	"99.94"
791.03	52	52	99.47	749.24	"LW"	99.35	"99.94"
813.7	52	52	99.48	749.24	"LW"	99.35	"99.94"
778.5	52	52	99.49	749.24	"LW"	99.35	"99.94"
788.81	52	52	99.5	749.24	"LW"	99.35	"99.94"
807.49	52	52	99.51	749.24	"LW"	99.35	"99.94"
806.14	52	52	99.52	749.24	"LW"	99.35	"99.94"
790.14	52	52	99.53	749.24	"LW"	99.35	"99.94"
790.92	52	52	99.54	749.24	"LW"	99.35	"99.94"
798.52	52	52	99.55	749.24	"LW"	99.35	"99.94"
824.92	52	52	99.56	749.24	"LW"	99.35	"99.94"
821.4	52	52	99.57	749.24	"LW"	99.35	"99.94"
841.85	52	52	99.58	749.24	"LW"	99.35	"99.94"
815.73	52	52	99.59	749.24	"LW"	99.35	"99.94"
820.72	52	52	99.6	749.24	"LW"	99.35	"99.94"
829.02	52	52	99.61	749.24	"LW"	99.35	"99.94"
816.98	52	52	99.62	749.24	"LW"	99.35	"99.94"
815.51	52	52	99.63	749.24	"LW"	99.35	"99.94"
840.01	52	52	99.64	749.24	"LW"	99.35	"99.94"
808.62	52	52	99.65	749.24	"LW"	99.35	"99.94"
841.05	52	52	99.66	749.24	"LW"	99.35	"99.94"
806.48	52	52	99.67	749.24	"LW"	99.35	"99.94"
808.62	52	52	99.68	749.24	"LW"	99.35	"99.94"
828.57	52	52	99.69	749.24	"LW"	99.35	"99.94"
827.09	52	52	99.7	749.24	"LW"	99.35	"99.94"
820.6	52	52	99.71	749.24	"LW"	99.35	"99.94"
824.69	52	52	99.72	749.24	"LW"	99.35	"99.94"
802.66	52	52	99.73	749.24	"LW"	99.35	"99.94"
779.16	52	52	99.74	749.24	"LW"	99.35	"99.94"
790.7	52	52	99.75	749.24	"LW"	99.35	"99.94"
819.24	52	52	99.76	749.24	"LW"	99.35	"99.94"
781.71	52	52	99.77	749.24	"LW"	99.35	"99.94"
758.4	52	52	99.78	749.24	"LW"	99.35	"99.94"
758.4	52	52	99.79	749.24	"LW"	99.35	"99.94"
755.02	52	52	99.8	749.24	"LW"	99.35	"99.94"
748.93	52	52	99.81	749.24	"LW"	99.35	"99.94"
704.54	52	52	99.82	749.24	"LW"	99.35	"99.94"
712.58	52	52	99.83	749.24	"LW"	99.35	"99.94"
709.51	52	52	99.84	749.24	"LW"	99.35	"99.94"
712.9	52	52	99.85	749.24	"LW"	99.35	"99.94"
682.54	52	52	99.86	749.24	"LW"	99.35	"99.94"
684.52	52	52	99.87	749.24	"LW"	99.35	"99.94"
713.43	52	52	99.88	749.24	"LW"	99.35	"99.94"
718.63	52	52	99.89	749.24	"LW"	99.35	"99.94"
739.63	52	52	99.9	749.24	"LW"	99.35	"99.94"
724.07	52	52	99.91	749.24	"LW"	99.35	"99.94"
704.54	52	52	99.92	749.24	"LW"	99.35	"99.94"
728.56	52	52	99.93	749.24	"LW"	99.35	"99.94"
769.57	52	53	99.94	749.24	"EW"	102.89	"103.26"
739.74	52	53	99.95	749.24	"EW"	102.89	"103.26"
718.31	52	53	99.96	749.24	"EW"	102.89	"103.26"
721.62	52	53	99.97	749.24	"EW"	102.89	"103.26"
730.92	52	53	99.98	749.24	"EW"	102.89	"103.26"
734.25	52	53	99.99	749.24	"EW"	102.89	"103.26"
729.1	52	53	100	749.24	"EW"	102.89	"103.26"
726.64	52	53	100.01	749.24	"EW"	102.89	"103.26"
719.59	52	53	100.02	749.24	"EW"	102.89	"103.26"
707.18	52	53	100.03	749.24	"EW"	102.89	"103.26"
687.33	52	53	100.04	749.24	"EW"	102.89	"103.26"
700.54	52	53	100.05	749.24	"EW"	102.89	"103.26"
665.57	52	53	100.06	749.24	"EW"	102.89	"103.26"
685.35	53	53	100.07	789.82	"EW"	102.89	"103.26"
658.69	53	53	100.08	789.82	"EW"	102.89	"103.26"
646.44	53	53	100.09	789.82	"EW"	102.89	"103.26"
615.22	53	53	100.1	789.82	"EW"	102.89	"103.26"
634.28	53	53	100.11	789.82	"EW"	102.89	"103.26"
625.72	53	53	100.12	789.82	"EW"	102.89	"103.26"
602.9	53	53	100.13	789.82	"EW"	102.89	"103.26"
598.45	53	53	100.14	789.82	"EW"	102.89	"103.26"
590.67	53	53	100.15	789.82	"EW"	102.89	"103.26"
591.46	53	53	100.16	789.82	"EW"	102.89	"103.26"
576.4	53	53	100.17	789.82	"EW"	102.89	"103.26"
566.89	53	53	100.18	789.82	"EW"	102.89	"103.26"
585.87	53	53	100.19	789.82	"EW"	102.89	"103.26"
577.86	53	53	100.2	789.82	"EW"	102.89	"103.26"
544.8	53	53	100.21	789.82	"EW"	102.89	"103.26"
538.23	53	53	100.22	789.82	"EW"	102.89	"103.26"
540.98	53	53	100.23	789.82	"EW"	102.89	"103.26"
531.4	53	53	100.24	789.82	"EW"	102.89	"103.26"
553.12	53	53	100.25	789.82	"EW"	102.89	"103.26"
516.62	53	53	100.26	789.82	"EW"	102.89	"103.26"
528.38	53	53	100.27	789.82	"EW"	102.89	"103.26"
518.49	53	53	100.28	789.82	"EW"	102.89	"103.26"
534.24	53	53	100.29	789.82	"EW"	102.89	"103.26"
526.39	53	53	100.3	789.82	"EW"	102.89	"103.26"
535.09	53	53	100.31	789.82	"EW"	102.89	"103.26"
503.55	53	53	100.32	789.82	"EW"	102.89	"103.26"
517.65	53	53	100.33	789.82	"EW"	102.89	"103.26"
507.74	53	53	100.34	789.82	"EW"	102.89	"103.26"
501.51	53	53	100.35	789.82	"EW"	102.89	"103.26"
513.9	53	53	100.36	789.82	"EW"	102.89	"103.26"
505.22	53	53	100.37	789.82	"EW"	102.89	"103.26"
501.69	53	53	100.38	789.82	"EW"	102.89	"103.26"
509.6	53	53	100.39	789.82	"EW"	102.89	"103.26"
496.04	53	53	100.4	789.82	"EW"	102.89	"103.26"
487.82	53	53	100.41	789.82	"EW"	102.89	"103.26"
504.01	53	53	100.42	789.82	"EW"	102.89	"103.26"
488.1	53	53	100.43	789.82	"EW"	102.89	"103.26"
488.47	53	53	100.44	789.82	"EW"	102.89	"103.26"
497.43	53	53	100.45	789.82	"EW"	102.89	"103.26"
513.15	53	53	100.46	789.82	"EW"	102.89	"103.26"
491.6	53	53	100.47	789.82	"EW"	102.89	"103.26"
487.18	53	53	100.48	789.82	"EW"	102.89	"103.26"
504.29	53	53	100.49	789.82	"EW"	102.89	"103.26"
480.29	53	53	100.5	789.82	"EW"	102.89	"103.26"
478.1	53	53	100.51	789.82	"EW"	102.89	"103.26"
461.9	53	53	100.52	789.82	"EW"	102.89	"103.26"
479.74	53	53	100.53	789.82	"EW"	102.89	"103.26"
474.17	53	53	100.54	789.82	"EW"	102.89	"103.26"
465.88	53	53	100.55	789.82	"EW"	102.89	"103.26"
472.07	53	53	100.56	789.82	"EW"	102.89	"103.26"
460.09	53	53	100.57	789.82	"EW"	102.89	"103.26"
458.37	53	53	100.58	789.82	"EW"	102.89	"103.26"
488.74	53	53	100.59	789.82	"EW"	102.89	"103.26"
488.01	53	53	100.6	789.82	"EW"	102.89	"103.26"
472.71	53	53	100.61	789.82	"EW"	102.89	"103.26"
472.16	53	53	100.62	789.82	"EW"	102.89	"103.26"
435.58	53	53	100.63	789.82	"EW"	102.89	"103.26"
454.94	53	53	100.64	789.82	"EW"	102.89	"103.26"
469.07	53	53	100.65	789.82	"EW"	102.89	"103.26"
453.32	53	53	100.66	789.82	"EW"	102.89	"103.26"
471.07	53	53	100.67	789.82	"EW"	102.89	"103.26"
496.31	53	53	100.68	789.82	"EW"	102.89	"103.26"
477.82	53	53	100.69	789.82	"EW"	102.89	"103.26"
460.99	53	53	100.7	789.82	"EW"	102.89	"103.26"
454.22	53	53	100.71	789.82	"EW"	102.89	"103.26"
473.89	53	53	100.72	789.82	"EW"	102.89	"103.26"
460.54	53	53	100.73	789.82	"EW"	102.89	"103.26"
443.26	53	53	100.74	789.82	"EW"	102.89	"103.26"
487.55	53	53	100.75	789.82	"EW"	102.89	"103.26"
469.61	53	53	100.76	789.82	"EW"	102.89	"103.26"
475.9	53	53	100.77	789.82	"EW"	102.89	"103.26"
454.4	53	53	100.78	789.82	"EW"	102.89	"103.26"
470.52	53	53	100.79	789.82	"EW"	102.89	"103.26"
484.33	53	53	100.8	789.82	"EW"	102.89	"103.26"
476.54	53	53	100.81	789.82	"EW"	102.89	"103.26"
471.07	53	53	100.82	789.82	"EW"	102.89	"103.26"
469.52	53	53	100.83	789.82	"EW"	102.89	"103.26"
487.73	53	53	100.84	789.82	"EW"	102.89	"103.26"
472.34	53	53	100.85	789.82	"EW"	102.89	"103.26"
466.7	53	53	100.86	789.82	"EW"	102.89	"103.26"
506.34	53	53	100.87	789.82	"EW"	102.89	"103.26"
473.44	53	53	100.88	789.82	"EW"	102.89	"103.26"
448.73	53	53	100.89	789.82	"EW"	102.89	"103.26"
464.07	53	53	100.9	789.82	"EW"	102.89	"103.26"
475.17	53	53	100.91	789.82	"EW"	102.89	"103.26"
497.33	53	53	100.92	789.82	"EW"	102.89	"103.26"
484.79	53	53	100.93	789.82	"EW"	102.89	"103.26"
467.88	53	53	100.94	789.82	"EW"	102.89	"103.26"
502.53	53	53	100.95	789.82	"EW"	102.89	"103.26"
477.91	53	53	100.96	789.82	"EW"	102.89	"103.26"
492.99	53	53	100.97	789.82	"EW"	102.89	"103.26"
516.24	53	53	100.98	789.82	"EW"	102.89	"103.26"
494.83	53	53	100.99	789.82	"EW"	102.89	"103.26"
490.13	53	53	101	789.82	"EW"	102.89	"103.26"
485.8	53	53	101.01	789.82	"EW"	102.89	"103.26"
490.77	53	53	101.02	789.82	"EW"	102.89	"103.26"
508.67	53	53	101.03	789.82	"EW"	102.89	"103.26"
488.65	53	53	101.04	789.82	"EW"	102.89	"103.26"
486.63	53	53	101.05	789.82	"EW"	102.89	"103.26"
510.35	53	53	101.06	789.82	"EW"	102.89	"103.26"
488.01	53	53	101.07	789.82	"EW"	102.89	"103.26"
506.71	53	53	101.08	789.82	"EW"	102.89	"103.26"
500.39	53	53	101.09	789.82	"EW"	102.89	"103.26"
522.72	53	53	101.1	789.82	"EW"	102.89	"103.26"
522.53	53	53	101.11	789.82	"EW"	102.89	"103.26"
528.09	53	53	101.12	789.82	"EW"	102.89	"103.26"
529.51	53	53	101.13	789.82	"EW"	102.89	"103.26"
531.12	53	53	101.14	789.82	"EW"	102.89	"103.26"
532.25	53	53	101.15	789.82	"EW"	102.89	"103.26"
544.51	53	53	101.16	789.82	"EW"	102.89	"103.26"
525.55	53	53	101.17	789.82	"EW"	102.89	"103.26"
512.87	53	53	101.18	789.82	"EW"	102.89	"103.26"
527.81	53	53	101.19	789.82	"EW"	102.89	"103.26"
534.05	53	53	101.2	789.82	"EW"	102.89	"103.26"
561.58	53	53	101.21	789.82	"EW"	102.89	"103.26"
518.02	53	53	101.22	789.82	"EW"	102.89	"103.26"
538.7	53	53	101.23	789.82	"EW"	102.89	"103.26"
522.53	53	53	101.24	789.82	"EW"	102.89	"103.26"
544.13	53	53	101.25	789.82	"EW"	102.89	"103.26"
565.64	53	53	101.26	789.82	"EW"	102.89	"103.26"
521.59	53	53	101.27	789.82	"EW"	102.89	"103.26"
520.65	53	53	101.28	789.82	"EW"	102.89	"103.26"
538.51	53	53	101.29	789.82	"EW"	102.89	"103.26"
560.81	53	53	101.3	789.82	"EW"	102.89	"103.26"
519.81	53	53	101.31	789.82	"EW"	102.89	"103.26"
546.71	53	53	101.32	789.82	"EW"	102.89	"103.26"
540.32	53	53	101.33	789.82	"EW"	102.89	"103.26"
543.94	53	53	101.34	789.82	"EW"	102.89	"103.26"
558.98	53	53	101.35	789.82	"EW"	102.89	"103.26"
549.48	53	53	101.36	789.82	"EW"	102.89	"103.26"
558.69	53	53	101.37	789.82	"EW"	102.89	"103.26"
540.03	53	53	101.38	789.82	"EW"	102.89	"103.26"
561.1	53	53	101.39	789.82	"EW"	102.89	"103.26"
556.48	53	53	101.4	789.82	"EW"	102.89	"103.26"
541.75	53	53	101.41	789.82	"EW"	102.89	"103.26"
543.27	53	53	101.42	789.82	"EW"	102.89	"103.26"
553.6	53	53	101.43	789.82	"EW"	102.89	"103.26"
542.41	53	53	101.44	789.82	"EW"	102.89	"103.26"
553.5	53	53	101.45	789.82	"EW"	102.89	"103.26"
539.65	53	53	101.46	789.82	"EW"	102.89	"103.26"
545.37	53	53	101.47	789.82	"EW"	102.89	"103.26"
541.08	53	53	101.48	789.82	"EW"	102.89	"103.26"
569.12	53	53	101.49	789.82	"EW"	102.89	"103.26"
562.93	53	53	101.5	789.82	"EW"	102.89	"103.26"
569.02	53	53	101.51	789.82	"EW"	102.89	"103.26"
566.31	53	53	101.52	789.82	"EW"	102.89	"103.26"
535.38	53	53	101.53	789.82	"EW"	102.89	"103.26"
562.16	53	53	101.54	789.82	"EW"	102.89	"103.26"
556.96	53	53	101.55	789.82	"EW"	102.89	"103.26"
569.12	53	53	101.56	789.82	"EW"	102.89	"103.26"
544.89	53	53	101.57	789.82	"EW"	102.89	"103.26"
537.66	53	53	101.58	789.82	"EW"	102.89	"103.26"
514.18	53	53	101.59	789.82	"EW"	102.89	"103.26"
539.18	53	53	101.6	789.82	"EW"	102.89	"103.26"
558.88	53	53	101.61	789.82	"EW"	102.89	"103.26"
543.37	53	53	101.62	789.82	"EW"	102.89	"103.26"
529.7	53	53	101.63	789.82	"EW"	102.89	"103.26"
495.2	53	53	101.64	789.82	"EW"	102.89	"103.26"
538.7	53	53	101.65	789.82	"EW"	102.89	"103.26"
526.68	53	53	101.66	789.82	"EW"	102.89	"103.26"
529.23	53	53	101.67	789.82	"EW"	102.89	"103.26"
530.46	53	53	101.68	789.82	"EW"	102.89	"103.26"
511.84	53	53	101.69	789.82	"EW"	102.89	"103.26"
524.32	53	53	101.7	789.82	"EW"	102.89	"103.26"
508.86	53	53	101.71	789.82	"EW"	102.89	"103.26"
515.02	53	53	101.72	789.82	"EW"	102.89	"103.26"
547.57	53	53	101.73	789.82	"EW"	102.89	"103.26"
511.47	53	53	101.74	789.82	"EW"	102.89	"103.26"
529.13	53	53	101.75	789.82	"EW"	102.89	"103.26"
544.32	53	53	101.76	789.82	"EW"	102.89	"103.26"
557.82	53	53	101.77	789.82	"EW"	102.89	"103.26"
544.41	53	53	101.78	789.82	"EW"	102.89	"103.26"
549	53	53	101.79	789.82	"EW"	102.89	"103.26"
548.71	53	53	101.8	789.82	"EW"	102.89	"103.26"
551.11	53	53	101.81	789.82	"EW"	102.89	"103.26"
588.52	53	53	101.82	789.82	"EW"	102.89	"103.26"
569.51	53	53	101.83	789.82	"EW"	102.89	"103.26"
588.61	53	53	101.84	789.82	"EW"	102.89	"103.26"
589.5	53	53	101.85	789.82	"EW"	102.89	"103.26"
627.63	53	53	101.86	789.82	"EW"	102.89	"103.26"
638.52	53	53	101.87	789.82	"EW"	102.89	"103.26"
636.3	53	53	101.88	789.82	"EW"	102.89	"103.26"
629.94	53	53	101.89	789.82	"EW"	102.89	"103.26"
609.24	53	53	101.9	789.82	"EW"	102.89	"103.26"
616.61	53	53	101.91	789.82	"EW"	102.89	"103.26"
594.51	53	53	101.92	789.82	"EW"	102.89	"103.26"
631.45	53	53	101.93	789.82	"EW"	102.89	"103.26"
606.86	53	53	101.94	789.82	"EW"	102.89	"103.26"
610.04	53	53	101.95	789.82	"EW"	102.89	"103.26"
654.18	53	53	101.96	789.82	"EW"	102.89	"103.26"
647.15	53	53	101.97	789.82	"EW"	102.89	"103.26"
636.6	53	53	101.98	789.82	"EW"	102.89	"103.26"
614.92	53	53	101.99	789.82	"EW"	102.89	"103.26"
640.45	53	53	102	789.82	"EW"	102.89	"103.26"
640.75	53	53	102.01	789.82	"EW"	102.89	"103.26"
630.45	53	53	102.02	789.82	"EW"	102.89	"103.26"
616.31	53	53	102.03	789.82	"EW"	102.89	"103.26"
618.31	53	53	102.04	789.82	"EW"	102.89	"103.26"
580.2	53	53	102.05	789.82	"EW"	102.89	"103.26"
610.73	53	53	102.06	789.82	"EW"	102.89	"103.26"
591.85	53	53	102.07	789.82	"EW"	102.89	"103.26"
598.65	53	53	102.08	789.82	"EW"	102.89	"103.26"
607.75	53	53	102.09	789.82	"EW"	102.89	"103.26"
597.76	53	53	102.1	789.82	"EW"	102.89	"103.26"
581.08	53	53	102.11	789.82	"EW"	102.89	"103.26"
579.62	53	53	102.12	789.82	"EW"	102.89	"103.26"
586.36	53	53	102.13	789.82	"EW"	102.89	"103.26"
557.06	53	53	102.14	789.82	"EW"	102.89	"103.26"
557.34	53	53	102.15	789.82	"EW"	102.89	"103.26"
573.58	53	53	102.16	789.82	"EW"	102.89	"103.26"
558.88	53	53	102.17	789.82	"EW"	102.89	"103.26"
561.68	53	53	102.18	789.82	"EW"	102.89	"103.26"
580.98	53	53	102.19	789.82	"EW"	102.89	"103.26"
575.53	53	53	102.2	789.82	"EW"	102.89	"103.26"
566.22	53	53	102.21	789.82	"EW"	102.89	"103.26"
568.73	53	53	102.22	789.82	"EW"	102.89	"103.26"
561	53	53	102.23	789.82	"EW"	102.89	"103.26"
550.91	53	53	102.24	789.82	"EW"	102.89	"103.26"
568.15	53	53	102.25	789.82	"EW"	102.89	"103.26"
546.99	53	53	102.26	789.82	"EW"	102.89	"103.26"
565.06	53	53	102.27	789.82	"EW"	102.89	"103.26"
580.69	53	53	102.28	789.82	"EW"	102.89	"103.26"
570.86	53	53	102.29	789.82	"EW"	102.89	"103.26"
570.57	53	53	102.3	789.82	"EW"	102.89	"103.26"
559.94	53	53	102.31	789.82	"EW"	102.89	"103.26"
581.18	53	53	102.32	789.82	"EW"	102.89	"103.26"
594.41	53	53	102.33	789.82	"EW"	102.89	"103.26"
559.08	53	53	102.34	789.82	"EW"	102.89	"103.26"
591.17	53	53	102.35	789.82	"EW"	102.89	"103.26"
558.5	53	53	102.36	789.82	"EW"	102.89	"103.26"
572.51	53	53	102.37	789.82	"EW"	102.89	"103.26"
586.75	53	53	102.38	789.82	"EW"	102.89	"103.26"
581.67	53	53	102.39	789.82	"EW"	102.89	"103.26"
569.6	53	53	102.4	789.82	"EW"	102.89	"103.26"
