[SAMPLE PARAMETERS]
Time/Date of Scan,          28-Feb-2018   16:53:06
Study ID,                   WQA
Sample ID,                  TW-2-211-2
File Name,                  TW-2-211-2
Species,                    PIPO
Operator,                   DV
Description,                
First Ring Year,               2017
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             86
Step Size,                        1
Sample Length,               135.00
Measured Length,             130.39
Sample Thickness,              2.28
Late Wood Method,           Threshold
Late Wood Threshold,         400.00
Late Wood Deadband,           25.00
Target Density,              373.40
Actual Density,              373.42
Early Wood Maximum Density,  399.96
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  222.47
Pos of EW Min Density,        87.48
Late Wood Maximum Density,   810.15
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   400.04
Pos of LW Min Density,        91.37
Avg % Late Wood in Sample,    27.27
Zero voltage,                  0.0443
Free air voltage,              7.4557
Mass Absorption Coefficient,   3.016280
Number of scanned data points,  13312
Number of used data points,     12789
[SAMPLE DATA]
    0,   2.220, 301.21, 86,E, 6.0608
    1,   2.230, 282.73, 86,E, 6.1383
    2,   2.240, 247.45, 86,E, 6.2891
    3,   2.250, 260.13, 86,E, 6.2344
    4,   2.260, 267.48, 86,E, 6.2030
    5,   2.270, 263.41, 86,E, 6.2204
    6,   2.280, 247.10, 86,E, 6.2906
    7,   2.290, 241.74, 86,E, 6.3138
    8,   2.300, 237.18, 86,E, 6.3336
    9,   2.310, 250.63, 86,E, 6.2753
   10,   2.320, 282.01, 86,E, 6.1414
   11,   2.330, 261.91, 86,E, 6.2268
   12,   2.340, 243.85, 86,E, 6.3046
   13,   2.350, 241.89, 86,E, 6.3132
   14,   2.360, 271.35, 86,E, 6.1865
   15,   2.370, 249.00, 86,E, 6.2823
   16,   2.380, 261.20, 86,E, 6.2299
   17,   2.390, 239.01, 86,E, 6.3257
   18,   2.400, 265.70, 86,E, 6.2106
   19,   2.410, 266.48, 86,E, 6.2073
   20,   2.420, 245.40, 86,E, 6.2979
   21,   2.430, 237.32, 86,E, 6.3330
   22,   2.440, 287.58, 86,E, 6.1179
   23,   2.450, 382.90, 85,E, 5.7297
   24,   2.460, 428.69, 85,L, 5.5521
   25,   2.470, 453.36, 85,L, 5.4587
   26,   2.480, 433.98, 85,L, 5.5319
   27,   2.490, 429.25, 85,L, 5.5499
   28,   2.500, 430.61, 85,L, 5.5447
   29,   2.510, 445.73, 85,L, 5.4874
   30,   2.520, 466.34, 85,L, 5.4102
   31,   2.530, 455.72, 85,L, 5.4498
   32,   2.540, 431.41, 85,L, 5.5417
   33,   2.550, 463.88, 85,L, 5.4193
   34,   2.560, 473.91, 85,L, 5.3821
   35,   2.570, 477.54, 85,L, 5.3687
   36,   2.580, 480.77, 85,L, 5.3568
   37,   2.590, 490.82, 85,L, 5.3198
   38,   2.600, 468.31, 85,L, 5.4028
   39,   2.610, 465.85, 85,L, 5.4120
   40,   2.620, 447.35, 85,L, 5.4813
   41,   2.630, 433.41, 85,L, 5.5341
   42,   2.640, 434.54, 85,L, 5.5298
   43,   2.650, 410.03, 85,L, 5.6238
   44,   2.660, 388.96, 85,E, 5.7059
   45,   2.670, 354.60, 85,E, 5.8423
   46,   2.680, 355.82, 85,E, 5.8374
   47,   2.690, 348.39, 85,E, 5.8673
   48,   2.700, 344.76, 85,E, 5.8820
   49,   2.710, 329.90, 85,E, 5.9424
   50,   2.720, 365.89, 85,E, 5.7971
   51,   2.730, 335.81, 85,E, 5.9183
   52,   2.740, 341.37, 85,E, 5.8957
   53,   2.750, 319.78, 85,E, 5.9839
   54,   2.760, 333.64, 85,E, 5.9271
   55,   2.770, 336.04, 85,E, 5.9174
   56,   2.780, 321.48, 85,E, 5.9769
   57,   2.790, 315.93, 85,E, 5.9998
   58,   2.800, 336.49, 85,E, 5.9155
   59,   2.810, 298.06, 85,E, 6.0739
   60,   2.820, 308.92, 85,E, 6.0287
   61,   2.830, 311.20, 85,E, 6.0193
   62,   2.840, 303.48, 85,E, 6.0513
   63,   2.850, 269.85, 85,E, 6.1929
   64,   2.860, 319.85, 85,E, 5.9836
   65,   2.870, 319.56, 85,E, 5.9848
   66,   2.880, 307.81, 85,E, 6.0333
   67,   2.890, 296.68, 85,E, 6.0797
   68,   2.900, 282.51, 85,E, 6.1392
   69,   2.910, 282.95, 85,E, 6.1374
   70,   2.920, 285.26, 85,E, 6.1276
   71,   2.930, 297.04, 85,E, 6.0782
   72,   2.940, 304.43, 85,E, 6.0474
   73,   2.950, 294.12, 85,E, 6.0904
   74,   2.960, 301.06, 85,E, 6.0614
   75,   2.970, 270.42, 85,E, 6.1905
   76,   2.980, 274.30, 85,E, 6.1740
   77,   2.990, 306.42, 84,E, 6.0391
   78,   3.000, 284.10, 84,E, 6.1325
   79,   3.010, 267.05, 84,E, 6.2048
   80,   3.020, 259.07, 84,E, 6.2390
   81,   3.030, 311.13, 84,E, 6.0196
   82,   3.040, 385.77, 84,E, 5.7184
   83,   3.050, 440.49, 84,L, 5.5072
   84,   3.060, 473.74, 84,L, 5.3827
   85,   3.070, 535.46, 84,L, 5.1590
   86,   3.080, 547.47, 84,L, 5.1166
   87,   3.090, 557.21, 84,L, 5.0824
   88,   3.100, 531.42, 84,L, 5.1733
   89,   3.110, 509.21, 84,L, 5.2530
   90,   3.120, 520.15, 84,L, 5.2136
   91,   3.130, 504.15, 84,L, 5.2713
   92,   3.140, 484.83, 84,L, 5.3418
   93,   3.150, 464.95, 84,L, 5.4153
   94,   3.160, 467.16, 84,L, 5.4071
   95,   3.170, 476.13, 84,L, 5.3738
   96,   3.180, 443.88, 84,L, 5.4944
   97,   3.190, 408.37, 84,L, 5.6302
   98,   3.200, 398.87, 84,E, 5.6671
   99,   3.210, 387.79, 84,E, 5.7104
  100,   3.220, 376.41, 84,E, 5.7553
  101,   3.230, 373.72, 84,E, 5.7660
  102,   3.240, 341.37, 84,E, 5.8957
  103,   3.250, 339.94, 84,E, 5.9015
  104,   3.260, 347.93, 84,E, 5.8691
  105,   3.270, 326.99, 84,E, 5.9543
  106,   3.280, 311.35, 84,E, 6.0187
  107,   3.290, 324.38, 84,E, 5.9650
  108,   3.300, 312.31, 84,E, 6.0147
  109,   3.310, 304.29, 84,E, 6.0480
  110,   3.320, 288.96, 84,E, 6.1121
  111,   3.330, 309.14, 84,E, 6.0278
  112,   3.340, 302.53, 84,E, 6.0553
  113,   3.350, 279.41, 84,E, 6.1523
  114,   3.360, 262.20, 84,E, 6.2256
  115,   3.370, 283.96, 84,E, 6.1331
  116,   3.380, 293.10, 84,E, 6.0947
  117,   3.390, 261.63, 84,E, 6.2280
  118,   3.400, 284.03, 84,E, 6.1328
  119,   3.410, 280.42, 84,E, 6.1481
  120,   3.420, 275.95, 84,E, 6.1670
  121,   3.430, 243.15, 84,E, 6.3077
  122,   3.440, 279.55, 84,E, 6.1517
  123,   3.450, 280.56, 84,E, 6.1475
  124,   3.460, 266.55, 84,E, 6.2070
  125,   3.470, 249.50, 84,E, 6.2802
  126,   3.480, 258.78, 84,E, 6.2402
  127,   3.490, 261.56, 84,E, 6.2283
  128,   3.500, 289.25, 84,E, 6.1108
  129,   3.510, 261.70, 84,E, 6.2277
  130,   3.520, 274.15, 84,E, 6.1746
  131,   3.530, 252.33, 84,E, 6.2680
  132,   3.540, 269.63, 84,E, 6.1938
  133,   3.550, 267.20, 84,E, 6.2042
  134,   3.560, 258.64, 84,E, 6.2408
  135,   3.570, 252.25, 84,E, 6.2683
  136,   3.580, 249.36, 84,E, 6.2808
  137,   3.590, 286.35, 84,E, 6.1230
  138,   3.600, 271.21, 84,E, 6.1871
  139,   3.610, 257.22, 84,E, 6.2469
  140,   3.620, 250.49, 84,E, 6.2759
