[SAMPLE PARAMETERS]
Time/Date of Scan,          26-Mar-2018   14:13:17
Study ID,                   WQA
Sample ID,                  TW-3-216-1
File Name,                  TW-3-216-1
Species,                    PIPO
Operator,                   DV
Description,                North; probably should re-scan after soaking
First Ring Year,               2016
First Ring Type,                EW
Is pith present,                No
No. pith rings missing,           5
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              103
Measured Ring Count,             97
Step Size,                        1
Sample Length,               220.00
Measured Length,             205.11
Sample Thickness,              2.27
Late Wood Method,           Threshold
Late Wood Threshold,         425.00
Late Wood Deadband,           25.00
Target Density,              425.10
Actual Density,              424.97
Early Wood Maximum Density,  425.00
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  232.27
Pos of EW Min Density,        37.53
Late Wood Maximum Density,   874.75
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   425.09
Pos of LW Min Density,        35.09
Avg % Late Wood in Sample,    37.30
Zero voltage,                  0.0400
Free air voltage,              7.0029
Mass Absorption Coefficient,   2.739224
Number of scanned data points,  20786
Number of used data points,     20311
[SAMPLE DATA]
    0,   3.810, 681.89, 97,L, 4.5828
    1,   3.820, 671.54, 97,L, 4.6124
    2,   3.830, 665.91, 97,L, 4.6286
    3,   3.840, 657.55, 97,L, 4.6527
    4,   3.850, 661.99, 97,L, 4.6399
    5,   3.860, 635.14, 97,L, 4.7180
    6,   3.870, 639.62, 97,L, 4.7049
    7,   3.880, 621.46, 97,L, 4.7583
    8,   3.890, 619.09, 97,L, 4.7653
    9,   3.900, 622.50, 97,L, 4.7552
   10,   3.910, 615.90, 97,L, 4.7748
   11,   3.920, 604.74, 97,L, 4.8080
   12,   3.930, 611.80, 97,L, 4.7870
   13,   3.940, 578.72, 97,L, 4.8865
   14,   3.950, 577.91, 97,L, 4.8889
   15,   3.960, 578.22, 97,L, 4.8880
   16,   3.970, 583.14, 97,L, 4.8730
   17,   3.980, 569.90, 97,L, 4.9133
   18,   3.990, 573.50, 97,L, 4.9023
   19,   4.000, 560.64, 97,L, 4.9417
   20,   4.010, 548.27, 97,L, 4.9799
   21,   4.020, 561.63, 97,L, 4.9387
   22,   4.030, 517.23, 97,L, 5.0769
   23,   4.040, 523.05, 97,L, 5.0586
   24,   4.050, 531.41, 97,L, 5.0323
   25,   4.060, 493.15, 97,L, 5.1535
   26,   4.070, 523.34, 97,L, 5.0577
   27,   4.080, 532.29, 97,L, 5.0296
   28,   4.090, 507.69, 97,L, 5.1071
   29,   4.100, 527.51, 97,L, 5.0446
   30,   4.110, 518.10, 96,L, 5.0742
   31,   4.120, 508.94, 96,L, 5.1031
   32,   4.130, 502.03, 96,L, 5.1251
   33,   4.140, 522.85, 96,L, 5.0592
   34,   4.150, 521.88, 96,L, 5.0623
   35,   4.160, 545.42, 96,L, 4.9887
   36,   4.170, 538.45, 96,L, 5.0104
   37,   4.180, 553.41, 96,L, 4.9640
   38,   4.190, 560.14, 96,L, 4.9432
   39,   4.200, 580.63, 96,L, 4.8807
   40,   4.210, 571.30, 96,L, 4.9091
   41,   4.220, 589.40, 96,L, 4.8541
   42,   4.230, 600.46, 96,L, 4.8209
   43,   4.240, 587.98, 96,L, 4.8584
   44,   4.250, 625.18, 96,L, 4.7473
   45,   4.260, 594.26, 96,L, 4.8395
   46,   4.270, 620.33, 96,L, 4.7617
   47,   4.280, 614.26, 96,L, 4.7797
   48,   4.290, 582.74, 96,L, 4.8743
   49,   4.300, 597.71, 96,L, 4.8291
   50,   4.310, 598.02, 96,L, 4.8282
   51,   4.320, 577.71, 96,L, 4.8895
   52,   4.330, 570.00, 96,L, 4.9130
   53,   4.340, 585.46, 96,L, 4.8660
   54,   4.350, 599.44, 96,L, 4.8239
   55,   4.360, 577.21, 96,L, 4.8911
   56,   4.370, 577.61, 96,L, 4.8898
   57,   4.380, 544.43, 96,L, 4.9918
   58,   4.390, 530.44, 96,L, 5.0354
   59,   4.400, 556.38, 96,L, 4.9548
   60,   4.410, 502.99, 96,L, 5.1221
   61,   4.420, 509.23, 96,L, 5.1022
   62,   4.430, 491.44, 96,L, 5.1590
   63,   4.440, 487.26, 96,L, 5.1724
   64,   4.450, 477.51, 96,L, 5.2039
   65,   4.460, 472.90, 96,L, 5.2188
   66,   4.470, 452.71, 96,L, 5.2847
   67,   4.480, 472.05, 96,L, 5.2216
