[SAMPLE PARAMETERS]
Time/Date of Scan,          27-Mar-2018   15:05:09
Study ID,                   TW
Sample ID,                  TW-6-260-2
File Name,                  TW-6-260-2
Species,                    PIPO
Operator,                   DV
Description,                North
First Ring Year,               2017
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             78
Step Size,                        1
Sample Length,               140.00
Measured Length,             124.96
Sample Thickness,              2.30
Late Wood Method,           Threshold
Late Wood Threshold,         450.00
Late Wood Deadband,           25.00
Target Density,              442.60
Actual Density,              443.62
Early Wood Maximum Density,  449.92
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  272.08
Pos of EW Min Density,         8.28
Late Wood Maximum Density,  1191.63
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   450.01
Pos of LW Min Density,        13.48
Avg % Late Wood in Sample,    32.07
Zero voltage,                  0.0439
Free air voltage,              6.9540
Mass Absorption Coefficient,   2.699650
Number of scanned data points,  14000
Number of used data points,     12195
[SAMPLE DATA]
    0,   2.930,1096.58, 78,L, 3.5199
    1,   2.940,1138.60, 78,L, 3.4293
    2,   2.950,1191.63, 78,L, 3.3182
    3,   2.960,1189.12, 78,L, 3.3234
    4,   2.970,1164.75, 78,L, 3.3740
    5,   2.980,1028.37, 78,L, 3.6722
    6,   2.990, 782.35, 78,L, 4.2783
    7,   3.000, 569.18, 78,L, 4.8837
    8,   3.010, 432.54, 78,E, 5.3162
    9,   3.020, 415.07, 78,E, 5.3741
   10,   3.030, 530.01, 77,L, 5.0040
   11,   3.040, 689.06, 77,L, 4.5334
   12,   3.050, 872.48, 77,L, 4.0454
   13,   3.060, 936.30, 77,L, 3.8882
   14,   3.070, 937.06, 77,L, 3.8864
   15,   3.080, 917.70, 77,L, 3.9334
   16,   3.090, 912.08, 77,L, 3.9471
   17,   3.100, 887.74, 77,L, 4.0073
   18,   3.110, 879.30, 77,L, 4.0283
   19,   3.120, 851.48, 77,L, 4.0985
   20,   3.130, 832.40, 77,L, 4.1473
   21,   3.140, 804.09, 77,L, 4.2209
   22,   3.150, 818.48, 77,L, 4.1833
   23,   3.160, 845.13, 77,L, 4.1147
   24,   3.170, 832.64, 77,L, 4.1467
   25,   3.180, 837.86, 77,L, 4.1333
   26,   3.190, 831.81, 77,L, 4.1489
   27,   3.200, 782.81, 77,L, 4.2770
   28,   3.210, 740.96, 77,L, 4.3896
   29,   3.220, 689.39, 77,L, 4.5325
   30,   3.230, 616.67, 77,L, 4.7418
   31,   3.240, 580.69, 77,L, 4.8489
   32,   3.250, 551.76, 77,L, 4.9368
   33,   3.260, 528.44, 77,L, 5.0089
   34,   3.270, 520.22, 77,L, 5.0345
   35,   3.280, 497.44, 77,L, 5.1062
   36,   3.290, 477.82, 77,L, 5.1688
   37,   3.300, 477.44, 77,L, 5.1700
   38,   3.310, 477.16, 77,L, 5.1709
   39,   3.320, 476.40, 77,L, 5.1733
   40,   3.330, 483.44, 77,L, 5.1508
   41,   3.340, 458.73, 77,L, 5.2304
   42,   3.350, 466.83, 77,L, 5.2042
   43,   3.360, 452.35, 77,L, 5.2512
   44,   3.370, 457.60, 77,L, 5.2341
   45,   3.380, 445.63, 77,E, 5.2731
   46,   3.390, 446.09, 77,E, 5.2716
   47,   3.400, 453.48, 77,L, 5.2475
   48,   3.410, 467.11, 77,L, 5.2032
   49,   3.420, 424.61, 77,E, 5.3424
   50,   3.430, 420.66, 77,E, 5.3555
   51,   3.440, 430.04, 77,E, 5.3244
   52,   3.450, 396.61, 77,E, 5.4361
   53,   3.460, 398.42, 77,E, 5.4300
   54,   3.470, 383.01, 77,E, 5.4822
   55,   3.480, 390.29, 77,E, 5.4575
   56,   3.490, 399.69, 77,E, 5.4257
   57,   3.500, 384.90, 77,E, 5.4758
   58,   3.510, 381.67, 77,E, 5.4868
   59,   3.520, 413.79, 77,E, 5.3784
   60,   3.530, 411.23, 77,E, 5.3870
   61,   3.540, 379.07, 77,E, 5.4956
   62,   3.550, 382.48, 77,E, 5.4840
   63,   3.560, 367.58, 77,E, 5.5350
   64,   3.570, 363.85, 77,E, 5.5478
   65,   3.580, 373.63, 77,E, 5.5142
   66,   3.590, 395.88, 77,E, 5.4385
   67,   3.600, 383.01, 77,E, 5.4822
   68,   3.610, 367.22, 77,E, 5.5362
   69,   3.620, 358.37, 77,E, 5.5667
   70,   3.630, 377.46, 77,E, 5.5011
   71,   3.640, 390.83, 77,E, 5.4556
   72,   3.650, 347.72, 77,E, 5.6036
   73,   3.660, 353.34, 77,E, 5.5841
   74,   3.670, 407.68, 77,E, 5.3989
   75,   3.680, 383.01, 77,E, 5.4822
   76,   3.690, 346.14, 77,E, 5.6091
   77,   3.700, 366.07, 77,E, 5.5402
   78,   3.710, 389.30, 77,E, 5.4608
   79,   3.720, 366.07, 77,E, 5.5402
   80,   3.730, 362.70, 77,E, 5.5518
   81,   3.740, 355.19, 77,E, 5.5777
   82,   3.750, 378.00, 77,E, 5.4993
   83,   3.760, 366.51, 77,E, 5.5386
   84,   3.770, 333.57, 77,E, 5.6531
   85,   3.780, 350.79, 77,E, 5.5930
   86,   3.790, 384.45, 77,E, 5.4773
   87,   3.800, 374.88, 77,E, 5.5099
   88,   3.810, 334.18, 77,E, 5.6509
   89,   3.820, 339.85, 77,E, 5.6311
   90,   3.830, 393.00, 77,E, 5.4483
   91,   3.840, 384.27, 77,E, 5.4779
   92,   3.850, 347.72, 77,E, 5.6036
   93,   3.860, 345.27, 77,E, 5.6122
   94,   3.870, 364.83, 77,E, 5.5444
   95,   3.880, 360.05, 77,E, 5.5609
   96,   3.890, 331.75, 77,E, 5.6595
   97,   3.900, 399.05, 77,E, 5.4279
   98,   3.910, 427.00, 77,E, 5.3345
   99,   3.920, 460.33, 76,L, 5.2252
  100,   3.930, 495.42, 76,L, 5.1126
  101,   3.940, 505.64, 76,L, 5.0803
  102,   3.950, 513.49, 76,L, 5.0555
  103,   3.960, 556.25, 76,L, 4.9231
  104,   3.970, 713.98, 76,L, 4.4638
  105,   3.980, 863.39, 76,L, 4.0683
  106,   3.990, 966.54, 76,L, 3.8159
  107,   4.000, 970.66, 76,L, 3.8062
  108,   4.010, 920.20, 76,L, 3.9273
  109,   4.020, 871.63, 76,L, 4.0475
  110,   4.030, 885.90, 76,L, 4.0118
  111,   4.040, 847.17, 76,L, 4.1095
  112,   4.050, 814.96, 76,L, 4.1925
  113,   4.060, 791.22, 76,L, 4.2548
  114,   4.070, 767.14, 76,L, 4.3188
  115,   4.080, 696.89, 76,L, 4.5114
  116,   4.090, 623.00, 76,L, 4.7232
  117,   4.100, 592.29, 76,L, 4.8141
  118,   4.110, 515.63, 76,L, 5.0488
  119,   4.120, 494.65, 76,L, 5.1151
  120,   4.130, 447.68, 76,E, 5.2664
  121,   4.140, 454.69, 76,L, 5.2435
  122,   4.150, 416.81, 76,E, 5.3683
  123,   4.160, 463.62, 76,L, 5.2145
  124,   4.170, 435.31, 76,E, 5.3070
  125,   4.180, 426.36, 76,E, 5.3366
  126,   4.190, 442.37, 76,E, 5.2838
  127,   4.200, 439.77, 76,E, 5.2924
  128,   4.210, 436.05, 76,E, 5.3046
  129,   4.220, 444.88, 76,E, 5.2756
  130,   4.230, 432.08, 76,E, 5.3177
  131,   4.240, 431.24, 76,E, 5.3204
  132,   4.250, 405.31, 76,E, 5.4068
  133,   4.260, 413.88, 76,E, 5.3781
  134,   4.270, 396.07, 76,E, 5.4379
  135,   4.280, 414.24, 76,E, 5.3769
  136,   4.290, 406.58, 76,E, 5.4025
  137,   4.300, 397.78, 76,E, 5.4321
  138,   4.310, 368.38, 76,E, 5.5322
  139,   4.320, 384.90, 76,E, 5.4758
  140,   4.330, 383.46, 76,E, 5.4807
  141,   4.340, 338.54, 76,E, 5.6357
  142,   4.350, 370.69, 76,E, 5.5243
  143,   4.360, 356.69, 76,E, 5.5725
  144,   4.370, 338.01, 76,E, 5.6375
  145,   4.380, 328.19, 76,E, 5.6720
  146,   4.390, 352.02, 76,E, 5.5887
  147,   4.400, 354.22, 76,E, 5.5811
  148,   4.410, 338.63, 76,E, 5.6354
  149,   4.420, 322.92, 76,E, 5.6906
  150,   4.430, 335.66, 76,E, 5.6458
  151,   4.440, 361.20, 76,E, 5.5569
  152,   4.450, 331.92, 76,E, 5.6589
  153,   4.460, 308.13, 76,E, 5.7431
  154,   4.470, 336.45, 76,E, 5.6430
  155,   4.480, 348.34, 76,E, 5.6015
  156,   4.490, 309.41, 76,E, 5.7385
  157,   4.500, 336.97, 76,E, 5.6412
  158,   4.510, 331.06, 76,E, 5.6619
  159,   4.520, 306.42, 76,E, 5.7492
  160,   4.530, 332.18, 76,E, 5.6580
  161,   4.540, 326.29, 76,E, 5.6787
  162,   4.550, 322.14, 76,E, 5.6934
  163,   4.560, 317.31, 76,E, 5.7104
  164,   4.570, 323.78, 76,E, 5.6876
  165,   4.580, 318.69, 76,E, 5.7056
  166,   4.590, 329.93, 76,E, 5.6659
  167,   4.600, 320.67, 76,E, 5.6985
  168,   4.610, 326.03, 76,E, 5.6796
  169,   4.620, 315.85, 76,E, 5.7156
  170,   4.630, 272.08, 76,E, 5.8731
  171,   4.640, 317.66, 76,E, 5.7092
  172,   4.650, 329.67, 76,E, 5.6668
  173,   4.660, 329.58, 76,E, 5.6671
  174,   4.670, 300.10, 76,E, 5.7718
  175,   4.680, 272.08, 76,E, 5.8731
  176,   4.690, 320.84, 76,E, 5.6979
  177,   4.700, 334.53, 76,E, 5.6497
  178,   4.710, 309.24, 76,E, 5.7391
  179,   4.720, 319.81, 76,E, 5.7016
  180,   4.730, 314.82, 76,E, 5.7193
  181,   4.740, 324.90, 76,E, 5.6836
  182,   4.750, 314.65, 76,E, 5.7199
  183,   4.760, 285.69, 76,E, 5.8237
  184,   4.770, 301.04, 76,E, 5.7684
  185,   4.780, 312.59, 76,E, 5.7272
  186,   4.790, 322.66, 76,E, 5.6915
  187,   4.800, 326.89, 76,E, 5.6766
  188,   4.810, 353.52, 76,E, 5.5835
  189,   4.820, 333.75, 76,E, 5.6525
  190,   4.830, 309.67, 76,E, 5.7376
  191,   4.840, 334.36, 76,E, 5.6503
  192,   4.850, 324.82, 76,E, 5.6839
  193,   4.860, 318.43, 76,E, 5.7065
  194,   4.870, 333.23, 76,E, 5.6543
  195,   4.880, 321.10, 76,E, 5.6970
  196,   4.890, 351.67, 76,E, 5.5899
  197,   4.900, 346.06, 76,E, 5.6094
  198,   4.910, 346.93, 76,E, 5.6064
  199,   4.920, 305.48, 76,E, 5.7526
  200,   4.930, 330.19, 76,E, 5.6650
  201,   4.940, 335.49, 76,E, 5.6464
  202,   4.950, 370.07, 76,E, 5.5264
  203,   4.960, 331.06, 76,E, 5.6619
  204,   4.970, 322.40, 76,E, 5.6924
  205,   4.980, 337.23, 76,E, 5.6403
  206,   4.990, 361.20, 76,E, 5.5569
  207,   5.000, 334.88, 76,E, 5.6485
  208,   5.010, 308.98, 76,E, 5.7401
  209,   5.020, 319.38, 76,E, 5.7031
  210,   5.030, 462.68, 76,L, 5.2176
  211,   5.040, 667.53, 75,L, 4.5944
  212,   5.050, 881.50, 75,L, 4.0228
  213,   5.060, 957.42, 75,L, 3.8376
  214,   5.070, 931.37, 75,L, 3.9001
  215,   5.080, 972.60, 75,L, 3.8016
  216,   5.090, 938.83, 75,L, 3.8821
  217,   5.100, 898.32, 75,L, 3.9810
  218,   5.110, 860.26, 75,L, 4.0762
  219,   5.120, 787.76, 75,L, 4.2639
  220,   5.130, 729.24, 75,L, 4.4217
  221,   5.140, 660.59, 75,L, 4.6143
  222,   5.150, 655.91, 75,L, 4.6277
  223,   5.160, 619.78, 75,L, 4.7327
  224,   5.170, 588.52, 75,L, 4.8254
  225,   5.180, 574.82, 75,L, 4.8666
  226,   5.190, 604.38, 75,L, 4.7781
  227,   5.200, 613.67, 75,L, 4.7507
  228,   5.210, 617.91, 75,L, 4.7382
  229,   5.220, 629.57, 75,L, 4.7040
  230,   5.230, 592.39, 75,L, 4.8138
  231,   5.240, 550.37, 75,L, 4.9411
  232,   5.250, 533.25, 75,L, 4.9939
  233,   5.260, 500.33, 75,L, 5.0970
  234,   5.270, 521.97, 75,L, 5.0290
  235,   5.280, 511.55, 75,L, 5.0616
  236,   5.290, 526.08, 75,L, 5.0162
  237,   5.300, 531.19, 75,L, 5.0003
  238,   5.310, 503.41, 75,L, 5.0873
  239,   5.320, 492.82, 75,L, 5.1208
  240,   5.330, 478.87, 75,L, 5.1654
  241,   5.340, 466.55, 75,L, 5.2051
  242,   5.350, 453.76, 75,L, 5.2466
  243,   5.360, 445.44, 75,E, 5.2737
  244,   5.370, 442.09, 75,E, 5.2847
  245,   5.380, 437.17, 75,E, 5.3009
  246,   5.390, 426.17, 75,E, 5.3372
  247,   5.400, 445.53, 75,E, 5.2734
  248,   5.410, 449.73, 75,E, 5.2597
  249,   5.420, 400.77, 75,E, 5.4221
  250,   5.430, 409.68, 75,E, 5.3922
