[SAMPLE PARAMETERS]
Time/Date of Scan,          27-Apr-2018   16:28:53
Study ID,                   TW
Sample ID,                  TW-16-34-8
File Name,                  TW-16-34-8
Species,                    PIPO
Operator,                   DV
Description,                
First Ring Year,               2017
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             22
Step Size,                        1
Sample Length,                85.00
Measured Length,              72.35
Sample Thickness,              2.25
Late Wood Method,           Threshold
Late Wood Threshold,         450.00
Late Wood Deadband,           25.00
Target Density,              405.90
Actual Density,              405.96
Early Wood Maximum Density,  449.91
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  215.80
Pos of EW Min Density,        33.26
Late Wood Maximum Density,   868.89
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   450.30
Pos of LW Min Density,        50.04
Avg % Late Wood in Sample,    21.33
Zero voltage,                  0.0458
Free air voltage,              6.5851
Mass Absorption Coefficient,   2.804435
Number of scanned data points,   8500
Number of used data points,      6686
[SAMPLE DATA]
    0,   2.400, 327.72, 22,E, 5.3549
    1,   2.410, 307.80, 22,E, 5.4227
    2,   2.420, 306.19, 22,E, 5.4282
    3,   2.430, 329.26, 22,E, 5.3497
    4,   2.440, 322.13, 22,E, 5.3738
    5,   2.450, 306.01, 22,E, 5.4288
    6,   2.460, 313.07, 22,E, 5.4047
    7,   2.470, 318.54, 22,E, 5.3860
    8,   2.480, 294.03, 22,E, 5.4700
    9,   2.490, 310.56, 22,E, 5.4132
   10,   2.500, 308.51, 22,E, 5.4202
   11,   2.510, 312.17, 22,E, 5.4077
   12,   2.520, 311.10, 22,E, 5.4114
   13,   2.530, 320.96, 22,E, 5.3778
   14,   2.540, 320.51, 22,E, 5.3793
   15,   2.550, 329.26, 22,E, 5.3497
   16,   2.560, 325.65, 22,E, 5.3619
   17,   2.570, 313.43, 22,E, 5.4034
   18,   2.580, 306.73, 22,E, 5.4263
   19,   2.590, 331.25, 22,E, 5.3430
   20,   2.600, 316.38, 22,E, 5.3934
   21,   2.610, 318.45, 22,E, 5.3864
   22,   2.620, 335.05, 22,E, 5.3302
   23,   2.630, 343.70, 22,E, 5.3012
   24,   2.640, 325.74, 22,E, 5.3616
   25,   2.650, 337.87, 22,E, 5.3207
   26,   2.660, 340.60, 22,E, 5.3116
   27,   2.670, 352.48, 22,E, 5.2719
   28,   2.680, 339.23, 22,E, 5.3162
   29,   2.690, 355.33, 22,E, 5.2625
   30,   2.700, 337.69, 21,E, 5.3214
   31,   2.710, 349.82, 21,E, 5.2808
   32,   2.720, 326.91, 21,E, 5.3577
   33,   2.730, 349.82, 21,E, 5.2808
   34,   2.740, 324.65, 21,E, 5.3653
   35,   2.750, 381.27, 21,E, 5.1770
   36,   2.760, 367.04, 21,E, 5.2237
   37,   2.770, 401.67, 21,E, 5.1108
   38,   2.780, 426.47, 21,E, 5.0314
   39,   2.790, 449.71, 21,E, 4.9582
   40,   2.800, 464.70, 21,L, 4.9115
   41,   2.810, 491.02, 21,L, 4.8306
   42,   2.820, 491.32, 21,L, 4.8297
   43,   2.830, 517.06, 21,L, 4.7519
   44,   2.840, 524.10, 21,L, 4.7308
   45,   2.850, 560.29, 21,L, 4.6240
   46,   2.860, 586.23, 21,L, 4.5490
   47,   2.870, 605.27, 21,L, 4.4946
   48,   2.880, 614.01, 21,L, 4.4699
   49,   2.890, 636.13, 21,L, 4.4080
   50,   2.900, 630.65, 21,L, 4.4232
   51,   2.910, 671.97, 21,L, 4.3094
   52,   2.920, 641.62, 21,L, 4.3927
   53,   2.930, 660.34, 21,L, 4.3411
   54,   2.940, 691.39, 21,L, 4.2569
   55,   2.950, 720.75, 21,L, 4.1788
   56,   2.960, 734.93, 21,L, 4.1415
   57,   2.970, 723.18, 21,L, 4.1724
   58,   2.980, 772.27, 21,L, 4.0451
   59,   2.990, 746.18, 21,L, 4.1122
   60,   3.000, 761.19, 21,L, 4.0735
   61,   3.010, 781.86, 21,L, 4.0207
   62,   3.020, 735.63, 21,L, 4.1397
   63,   3.030, 714.05, 21,L, 4.1965
   64,   3.040, 749.83, 21,L, 4.1028
   65,   3.050, 741.13, 21,L, 4.1254
   66,   3.060, 752.07, 21,L, 4.0970
   67,   3.070, 741.01, 21,L, 4.1257
   68,   3.080, 729.10, 21,L, 4.1568
   69,   3.090, 688.67, 21,L, 4.2642
   70,   3.100, 710.13, 21,L, 4.2068
   71,   3.110, 686.63, 21,L, 4.2697
   72,   3.120, 650.57, 21,L, 4.3680
   73,   3.130, 667.49, 21,L, 4.3216
   74,   3.140, 619.97, 21,L, 4.4531
   75,   3.150, 614.23, 21,L, 4.4693
   76,   3.160, 619.32, 21,L, 4.4550
   77,   3.170, 597.97, 21,L, 4.5154
   78,   3.180, 569.52, 21,L, 4.5972
   79,   3.190, 578.17, 21,L, 4.5721
   80,   3.200, 573.73, 21,L, 4.5850
   81,   3.210, 538.89, 21,L, 4.6869
   82,   3.220, 541.47, 21,L, 4.6793
   83,   3.230, 523.18, 21,L, 4.7336
