[SAMPLE PARAMETERS]
Time/Date of Scan,          30-Mar-2018   13:03:23
Study ID,                   TW
Sample ID,                  TW-7-93-3
File Name,                  TW-7-93-3
Species,                    PIPO
Operator,                   DV
Description,                North
First Ring Year,               2017
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             68
Step Size,                        1
Sample Length,               225.00
Measured Length,             213.56
Sample Thickness,              2.25
Late Wood Method,           Threshold
Late Wood Threshold,         425.00
Late Wood Deadband,           25.00
Target Density,              434.20
Actual Density,              434.30
Early Wood Maximum Density,  424.94
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  240.06
Pos of EW Min Density,        69.59
Late Wood Maximum Density,   919.00
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   425.03
Pos of LW Min Density,       126.85
Avg % Late Wood in Sample,    33.58
Zero voltage,                  0.0500
Free air voltage,              6.8832
Mass Absorption Coefficient,   2.675570
Number of scanned data points,  22500
Number of used data points,     20809
[SAMPLE DATA]
    0,   6.560, 907.39, 68,L, 3.9862
    1,   6.570, 891.82, 68,L, 4.0237
    2,   6.580, 895.47, 68,L, 4.0149
    3,   6.590, 899.01, 68,L, 4.0063
    4,   6.600, 870.41, 68,L, 4.0759
    5,   6.610, 842.54, 68,L, 4.1449
    6,   6.620, 852.23, 68,L, 4.1208
    7,   6.630, 817.29, 68,L, 4.2084
    8,   6.640, 780.36, 68,L, 4.3030
    9,   6.650, 799.68, 68,L, 4.2532
   10,   6.660, 790.05, 67,L, 4.2780
   11,   6.670, 796.94, 67,L, 4.2603
   12,   6.680, 806.13, 67,L, 4.2368
   13,   6.690, 802.30, 67,L, 4.2465
   14,   6.700, 806.73, 67,L, 4.2352
   15,   6.710, 838.51, 67,L, 4.1550
   16,   6.720, 818.74, 67,L, 4.2047
   17,   6.730, 813.08, 67,L, 4.2191
   18,   6.740, 793.14, 67,L, 4.2700
   19,   6.750, 772.72, 67,L, 4.3228
   20,   6.760, 790.88, 67,L, 4.2758
   21,   6.770, 764.77, 67,L, 4.3436
   22,   6.780, 746.55, 67,L, 4.3915
   23,   6.790, 752.44, 67,L, 4.3759
   24,   6.800, 742.97, 67,L, 4.4009
   25,   6.810, 718.16, 67,L, 4.4672
   26,   6.820, 698.31, 67,L, 4.5209
   27,   6.830, 699.32, 67,L, 4.5181
   28,   6.840, 680.57, 67,L, 4.5694
   29,   6.850, 659.96, 67,L, 4.6265
   30,   6.860, 666.98, 67,L, 4.6069
   31,   6.870, 631.60, 67,L, 4.7061
   32,   6.880, 627.73, 67,L, 4.7171
   33,   6.890, 629.99, 67,L, 4.7107
   34,   6.900, 629.34, 67,L, 4.7125
   35,   6.910, 629.66, 67,L, 4.7116
   36,   6.920, 610.52, 67,L, 4.7662
   37,   6.930, 608.07, 67,L, 4.7733
   38,   6.940, 606.16, 67,L, 4.7787
   39,   6.950, 616.91, 67,L, 4.7479
   40,   6.960, 591.59, 67,L, 4.8209
   41,   6.970, 596.11, 67,L, 4.8077
   42,   6.980, 584.03, 67,L, 4.8428
   43,   6.990, 622.47, 67,L, 4.7321
   44,   7.000, 572.66, 67,L, 4.8761
   45,   7.010, 593.80, 67,L, 4.8145
   46,   7.020, 634.94, 67,L, 4.6967
   47,   7.030, 598.01, 67,L, 4.8022
   48,   7.040, 597.38, 67,L, 4.8041
   49,   7.050, 607.65, 67,L, 4.7745
   50,   7.060, 605.74, 67,L, 4.7800
   51,   7.070, 626.76, 67,L, 4.7198
   52,   7.080, 594.43, 67,L, 4.8126
   53,   7.090, 617.34, 67,L, 4.7467
   54,   7.100, 588.43, 67,L, 4.8300
   55,   7.110, 602.03, 67,L, 4.7906
