[SAMPLE PARAMETERS]
Time/Date of Scan,          29-Mar-2018   14:32:39
Study ID,                   TW
Sample ID,                  TW-6-237-2
File Name,                  TW-6-237-2
Species,                    PIPO
Operator,                   DV
Description,                North
First Ring Year,               2016
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             81
Step Size,                        1
Sample Length,               120.00
Measured Length,             109.18
Sample Thickness,              2.28
Late Wood Method,           Threshold
Late Wood Threshold,         400.00
Late Wood Deadband,           25.00
Target Density,              425.00
Actual Density,              425.41
Early Wood Maximum Density,  399.98
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  241.35
Pos of EW Min Density,        74.08
Late Wood Maximum Density,  1004.71
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   400.06
Pos of LW Min Density,        11.79
Avg % Late Wood in Sample,    42.16
Zero voltage,                  0.0549
Free air voltage,              6.9052
Mass Absorption Coefficient,   2.820660
Number of scanned data points,  11226
Number of used data points,     10610
[SAMPLE DATA]
    0,   3.860,1004.71, 81,L, 3.6188
    1,   3.870, 946.92, 81,L, 3.7558
    2,   3.880, 905.90, 81,L, 3.8562
    3,   3.890, 820.55, 81,L, 4.0738
    4,   3.900, 815.31, 81,L, 4.0875
    5,   3.910, 790.32, 81,L, 4.1537
    6,   3.920, 791.12, 80,L, 4.1516
    7,   3.930, 794.79, 80,L, 4.1418
    8,   3.940, 783.14, 80,L, 4.1730
    9,   3.950, 786.33, 80,L, 4.1644
   10,   3.960, 733.79, 80,L, 4.3076
   11,   3.970, 696.67, 80,L, 4.4116
   12,   3.980, 665.57, 80,L, 4.5007
   13,   3.990, 627.56, 80,L, 4.6121
   14,   4.000, 610.47, 80,L, 4.6631
   15,   4.010, 600.53, 80,L, 4.6930
   16,   4.020, 543.35, 80,L, 4.8688
   17,   4.030, 522.63, 80,L, 4.9341
   18,   4.040, 518.02, 80,L, 4.9487
   19,   4.050, 473.69, 80,L, 5.0919
   20,   4.060, 456.45, 80,L, 5.1486
   21,   4.070, 412.92, 80,L, 5.2948
   22,   4.080, 413.81, 80,L, 5.2917
   23,   4.090, 418.75, 80,L, 5.2750
   24,   4.100, 394.30, 80,E, 5.3586
   25,   4.110, 372.23, 80,E, 5.4352
   26,   4.120, 371.36, 80,E, 5.4382
   27,   4.130, 384.85, 80,E, 5.3912
   28,   4.140, 386.70, 80,E, 5.3848
   29,   4.150, 365.78, 80,E, 5.4578
   30,   4.160, 387.85, 80,E, 5.3809
   31,   4.170, 347.80, 80,E, 5.5212
   32,   4.180, 359.53, 80,E, 5.4797
   33,   4.190, 342.99, 80,E, 5.5383
   34,   4.200, 362.83, 80,E, 5.4681
   35,   4.210, 374.06, 80,E, 5.4288
   36,   4.220, 375.64, 80,E, 5.4233
   37,   4.230, 361.27, 80,E, 5.4736
   38,   4.240, 333.09, 80,E, 5.5737
   39,   4.250, 332.75, 80,E, 5.5750
   40,   4.260, 354.09, 80,E, 5.4990
   41,   4.270, 360.83, 80,E, 5.4752
   42,   4.280, 326.12, 80,E, 5.5988
   43,   4.290, 334.96, 80,E, 5.5670
   44,   4.300, 366.22, 80,E, 5.4562
   45,   4.310, 376.95, 80,E, 5.4187
   46,   4.320, 341.11, 80,E, 5.5450
   47,   4.330, 339.83, 80,E, 5.5496
   48,   4.340, 373.71, 80,E, 5.4300
   49,   4.350, 345.05, 80,E, 5.5310
   50,   4.360, 334.19, 80,E, 5.5698
   51,   4.370, 357.11, 80,E, 5.4883
   52,   4.380, 364.22, 80,E, 5.4633
   53,   4.390, 357.11, 80,E, 5.4883
   54,   4.400, 357.11, 80,E, 5.4883
   55,   4.410, 382.74, 80,E, 5.3986
   56,   4.420, 435.94, 79,L, 5.2170
   57,   4.430, 404.07, 79,L, 5.3250
   58,   4.440, 441.77, 79,L, 5.1974
   59,   4.450, 479.01, 79,L, 5.0745
   60,   4.460, 512.28, 79,L, 4.9670
   61,   4.470, 555.68, 79,L, 4.8303
   62,   4.480, 548.82, 79,L, 4.8517
   63,   4.490, 602.05, 79,L, 4.6884
   64,   4.500, 637.36, 79,L, 4.5831
   65,   4.510, 663.78, 79,L, 4.5059
   66,   4.520, 697.96, 79,L, 4.4080
   67,   4.530, 698.39, 79,L, 4.4067
   68,   4.540, 710.28, 79,L, 4.3732
   69,   4.550, 748.84, 79,L, 4.2661
   70,   4.560, 808.25, 79,L, 4.1061
   71,   4.570, 832.24, 79,L, 4.0433
   72,   4.580, 817.87, 79,L, 4.0808
   73,   4.590, 793.18, 79,L, 4.1461
   74,   4.600, 705.62, 79,L, 4.3863
   75,   4.610, 706.60, 79,L, 4.3835
   76,   4.620, 671.91, 79,L, 4.4824
   77,   4.630, 629.72, 79,L, 4.6057
   78,   4.640, 610.06, 79,L, 4.6643
   79,   4.650, 593.47, 79,L, 4.7144
   80,   4.660, 585.63, 79,L, 4.7382
   81,   4.670, 553.72, 79,L, 4.8364
   82,   4.680, 505.80, 79,L, 4.9878
   83,   4.690, 457.56, 79,L, 5.1450
   84,   4.700, 452.95, 79,L, 5.1602
   85,   4.710, 433.67, 79,L, 5.2246
   86,   4.720, 422.00, 79,L, 5.2640
   87,   4.730, 408.98, 79,L, 5.3082
   88,   4.740, 419.92, 79,L, 5.2710
   89,   4.750, 415.25, 79,L, 5.2869
   90,   4.760, 403.80, 79,L, 5.3259
   91,   4.770, 393.68, 79,E, 5.3607
