[SAMPLE PARAMETERS]
Time/Date of Scan,          29-Mar-2018   14:02:53
Study ID,                   TW
Sample ID,                  TW-18-117-6
File Name,                  TW-18-117-6
Species,                    PIPO
Operator,                   DV
Description,                North
First Ring Year,               2017
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             38
Step Size,                        1
Sample Length,               130.00
Measured Length,             118.57
Sample Thickness,              2.26
Late Wood Method,           Threshold
Late Wood Threshold,         425.00
Late Wood Deadband,           25.00
Target Density,              421.60
Actual Density,              420.58
Early Wood Maximum Density,  424.85
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  207.77
Pos of EW Min Density,        99.63
Late Wood Maximum Density,   847.03
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   425.03
Pos of LW Min Density,        71.12
Avg % Late Wood in Sample,    29.75
Zero voltage,                  0.0476
Free air voltage,              6.9156
Mass Absorption Coefficient,   2.791570
Number of scanned data points,  12221
Number of used data points,     11679
[SAMPLE DATA]
    0,   1.590, 207.77, 38,E, 6.0660
    1,   1.600, 232.69, 38,E, 5.9714
    2,   1.610, 257.09, 38,E, 5.8801
    3,   1.620, 241.13, 38,E, 5.9396
    4,   1.630, 239.83, 38,E, 5.9445
    5,   1.640, 285.65, 38,E, 5.7751
    6,   1.650, 281.05, 38,E, 5.7919
    7,   1.660, 301.14, 38,E, 5.7190
    8,   1.670, 313.36, 37,E, 5.6750
    9,   1.680, 321.82, 37,E, 5.6448
   10,   1.690, 297.17, 37,E, 5.7333
   11,   1.700, 345.74, 37,E, 5.5603
   12,   1.710, 349.31, 37,E, 5.5478
   13,   1.720, 344.52, 37,E, 5.5646
   14,   1.730, 326.54, 37,E, 5.6281
   15,   1.740, 325.34, 37,E, 5.6323
   16,   1.750, 341.05, 37,E, 5.5768
   17,   1.760, 348.70, 37,E, 5.5499
   18,   1.770, 340.44, 37,E, 5.5789
   19,   1.780, 338.97, 37,E, 5.5841
   20,   1.790, 343.74, 37,E, 5.5673
   21,   1.800, 331.80, 37,E, 5.6094
   22,   1.810, 329.64, 37,E, 5.6171
   23,   1.820, 337.06, 37,E, 5.5908
   24,   1.830, 320.54, 37,E, 5.6494
   25,   1.840, 347.39, 37,E, 5.5545
   26,   1.850, 332.31, 37,E, 5.6076
   27,   1.860, 312.00, 37,E, 5.6799
   28,   1.870, 320.03, 37,E, 5.6512
   29,   1.880, 322.00, 37,E, 5.6442
   30,   1.890, 339.40, 37,E, 5.5826
   31,   1.900, 325.94, 37,E, 5.6302
   32,   1.910, 355.69, 37,E, 5.5255
   33,   1.920, 337.84, 37,E, 5.5881
   34,   1.930, 342.26, 37,E, 5.5725
   35,   1.940, 322.00, 37,E, 5.6442
   36,   1.950, 326.72, 37,E, 5.6274
   37,   1.960, 308.09, 37,E, 5.6940
   38,   1.970, 340.70, 37,E, 5.5780
   39,   1.980, 334.38, 37,E, 5.6003
   40,   1.990, 320.20, 37,E, 5.6506
   41,   2.000, 337.06, 37,E, 5.5908
   42,   2.010, 311.40, 37,E, 5.6821
   43,   2.020, 333.87, 37,E, 5.6021
   44,   2.030, 342.44, 37,E, 5.5719
   45,   2.040, 352.80, 37,E, 5.5356
   46,   2.050, 359.02, 37,E, 5.5139
   47,   2.060, 325.17, 37,E, 5.6329
   48,   2.070, 343.31, 37,E, 5.5688
   49,   2.080, 355.69, 37,E, 5.5255
   50,   2.090, 346.09, 37,E, 5.5591
   51,   2.100, 374.00, 37,E, 5.4620
   52,   2.110, 350.71, 37,E, 5.5429
   53,   2.120, 344.35, 37,E, 5.5652
   54,   2.130, 372.50, 37,E, 5.4672
   55,   2.140, 360.42, 37,E, 5.5090
   56,   2.150, 356.48, 37,E, 5.5228
   57,   2.160, 355.08, 37,E, 5.5276
   58,   2.170, 367.99, 37,E, 5.4828
   59,   2.180, 343.91, 37,E, 5.5667
   60,   2.190, 350.53, 37,E, 5.5435
   61,   2.200, 358.23, 37,E, 5.5167
   62,   2.210, 358.93, 37,E, 5.5142
   63,   2.220, 381.28, 37,E, 5.4370
   64,   2.230, 355.08, 37,E, 5.5276
   65,   2.240, 380.21, 37,E, 5.4407
   66,   2.250, 400.80, 37,E, 5.3705
   67,   2.260, 361.56, 37,E, 5.5051
   68,   2.270, 360.34, 37,E, 5.5093
   69,   2.280, 362.18, 37,E, 5.5029
   70,   2.290, 351.06, 37,E, 5.5417
   71,   2.300, 350.62, 37,E, 5.5432
   72,   2.310, 372.41, 37,E, 5.4675
   73,   2.320, 357.88, 37,E, 5.5179
   74,   2.330, 364.47, 37,E, 5.4950
   75,   2.340, 369.67, 37,E, 5.4770
   76,   2.350, 352.19, 37,E, 5.5377
   77,   2.360, 339.32, 37,E, 5.5829
   78,   2.370, 354.64, 37,E, 5.5292
   79,   2.380, 346.44, 37,E, 5.5579
   80,   2.390, 370.38, 37,E, 5.4745
   81,   2.400, 359.19, 37,E, 5.5133
   82,   2.410, 338.54, 37,E, 5.5856
   83,   2.420, 345.04, 37,E, 5.5627
   84,   2.430, 326.46, 37,E, 5.6284
   85,   2.440, 343.91, 37,E, 5.5667
   86,   2.450, 349.66, 37,E, 5.5466
   87,   2.460, 331.71, 37,E, 5.6097
   88,   2.470, 345.74, 37,E, 5.5603
   89,   2.480, 349.57, 37,E, 5.5469
   90,   2.490, 340.27, 37,E, 5.5795
   91,   2.500, 337.76, 37,E, 5.5884
   92,   2.510, 335.94, 37,E, 5.5948
   93,   2.520, 337.58, 37,E, 5.5890
   94,   2.530, 340.10, 37,E, 5.5801
   95,   2.540, 343.65, 37,E, 5.5676
   96,   2.550, 345.65, 37,E, 5.5606
   97,   2.560, 315.75, 37,E, 5.6665
   98,   2.570, 329.73, 37,E, 5.6168
   99,   2.580, 327.32, 37,E, 5.6253
  100,   2.590, 329.73, 37,E, 5.6168
  101,   2.600, 326.97, 37,E, 5.6265
  102,   2.610, 304.10, 37,E, 5.7083
  103,   2.620, 326.97, 37,E, 5.6265
  104,   2.630, 342.87, 37,E, 5.5704
  105,   2.640, 317.12, 37,E, 5.6616
  106,   2.650, 305.20, 37,E, 5.7043
  107,   2.660, 320.71, 37,E, 5.6488
  108,   2.670, 347.74, 37,E, 5.5533
  109,   2.680, 356.39, 37,E, 5.5231
  110,   2.690, 329.38, 37,E, 5.6180
  111,   2.700, 316.35, 37,E, 5.6644
  112,   2.710, 313.62, 37,E, 5.6741
  113,   2.720, 313.19, 37,E, 5.6757
  114,   2.730, 315.15, 37,E, 5.6686
  115,   2.740, 306.73, 37,E, 5.6989
  116,   2.750, 328.69, 37,E, 5.6204
  117,   2.760, 339.49, 37,E, 5.5823
  118,   2.770, 310.89, 37,E, 5.6839
  119,   2.780, 308.77, 37,E, 5.6915
  120,   2.790, 319.00, 37,E, 5.6549
  121,   2.800, 324.65, 37,E, 5.6348
  122,   2.810, 322.60, 37,E, 5.6421
  123,   2.820, 308.60, 37,E, 5.6921
  124,   2.830, 326.11, 37,E, 5.6296
  125,   2.840, 316.09, 37,E, 5.6653
  126,   2.850, 302.32, 37,E, 5.7147
  127,   2.860, 304.52, 37,E, 5.7068
  128,   2.870, 313.19, 37,E, 5.6757
  129,   2.880, 319.00, 37,E, 5.6549
  130,   2.890, 315.58, 37,E, 5.6671
  131,   2.900, 319.00, 37,E, 5.6549
  132,   2.910, 332.57, 37,E, 5.6067
  133,   2.920, 306.64, 37,E, 5.6992
  134,   2.930, 318.66, 37,E, 5.6561
  135,   2.940, 321.65, 37,E, 5.6454
  136,   2.950, 299.95, 37,E, 5.7233
  137,   2.960, 317.63, 37,E, 5.6598
  138,   2.970, 323.71, 37,E, 5.6381
  139,   2.980, 320.20, 37,E, 5.6506
  140,   2.990, 315.75, 37,E, 5.6665
  141,   3.000, 331.80, 37,E, 5.6094
  142,   3.010, 319.85, 37,E, 5.6519
  143,   3.020, 328.18, 37,E, 5.6223
  144,   3.030, 321.57, 37,E, 5.6458
  145,   3.040, 334.90, 37,E, 5.5984
  146,   3.050, 333.00, 37,E, 5.6052
  147,   3.060, 335.16, 37,E, 5.5975
  148,   3.070, 328.52, 37,E, 5.6210
  149,   3.080, 311.66, 37,E, 5.6812
  150,   3.090, 317.29, 37,E, 5.6610
  151,   3.100, 328.35, 37,E, 5.6216
  152,   3.110, 314.22, 37,E, 5.6720
  153,   3.120, 320.88, 37,E, 5.6482
  154,   3.130, 330.76, 37,E, 5.6131
  155,   3.140, 321.82, 37,E, 5.6448
  156,   3.150, 322.77, 37,E, 5.6415
  157,   3.160, 343.05, 37,E, 5.5698
  158,   3.170, 311.06, 37,E, 5.6833
  159,   3.180, 323.80, 37,E, 5.6378
  160,   3.190, 333.35, 37,E, 5.6039
  161,   3.200, 326.63, 37,E, 5.6277
  162,   3.210, 341.05, 37,E, 5.5768
  163,   3.220, 334.90, 37,E, 5.5984
  164,   3.230, 309.96, 37,E, 5.6873
  165,   3.240, 309.36, 37,E, 5.6894
  166,   3.250, 326.03, 37,E, 5.6299
  167,   3.260, 326.11, 37,E, 5.6296
  168,   3.270, 328.78, 37,E, 5.6201
  169,   3.280, 315.41, 37,E, 5.6677
  170,   3.290, 300.88, 37,E, 5.7199
  171,   3.300, 327.40, 37,E, 5.6250
  172,   3.310, 327.75, 37,E, 5.6238
  173,   3.320, 330.07, 37,E, 5.6155
  174,   3.330, 333.43, 37,E, 5.6036
  175,   3.340, 338.02, 37,E, 5.5875
  176,   3.350, 340.53, 37,E, 5.5786
  177,   3.360, 328.61, 37,E, 5.6207
  178,   3.370, 337.24, 37,E, 5.5902
  179,   3.380, 344.09, 37,E, 5.5661
  180,   3.390, 328.44, 37,E, 5.6213
  181,   3.400, 319.25, 37,E, 5.6540
  182,   3.410, 306.64, 37,E, 5.6992
  183,   3.420, 323.20, 37,E, 5.6400
  184,   3.430, 324.31, 37,E, 5.6360
  185,   3.440, 308.85, 37,E, 5.6912
  186,   3.450, 321.40, 37,E, 5.6464
  187,   3.460, 339.75, 37,E, 5.5814
  188,   3.470, 339.23, 37,E, 5.5832
  189,   3.480, 326.89, 37,E, 5.6268
  190,   3.490, 341.66, 37,E, 5.5746
  191,   3.500, 322.25, 37,E, 5.6433
  192,   3.510, 322.25, 37,E, 5.6433
  193,   3.520, 320.37, 37,E, 5.6500
  194,   3.530, 340.79, 37,E, 5.5777
  195,   3.540, 338.45, 37,E, 5.5859
  196,   3.550, 331.19, 37,E, 5.6116
  197,   3.560, 339.32, 37,E, 5.5829
  198,   3.570, 347.74, 37,E, 5.5533
  199,   3.580, 347.92, 37,E, 5.5527
  200,   3.590, 342.09, 37,E, 5.5731
  201,   3.600, 331.45, 37,E, 5.6107
  202,   3.610, 352.71, 37,E, 5.5359
  203,   3.620, 330.42, 37,E, 5.6143
  204,   3.630, 336.46, 37,E, 5.5930
  205,   3.640, 361.92, 37,E, 5.5038
  206,   3.650, 353.59, 37,E, 5.5328
  207,   3.660, 356.30, 37,E, 5.5234
  208,   3.670, 350.27, 37,E, 5.5444
  209,   3.680, 358.40, 37,E, 5.5161
  210,   3.690, 370.29, 37,E, 5.4749
  211,   3.700, 376.75, 37,E, 5.4526
  212,   3.710, 422.29, 37,E, 5.2982
  213,   3.720, 440.56, 36,L, 5.2374
  214,   3.730, 454.29, 36,L, 5.1923
  215,   3.740, 453.92, 36,L, 5.1935
  216,   3.750, 471.90, 36,L, 5.1349
  217,   3.760, 490.00, 36,L, 5.0766
  218,   3.770, 493.34, 36,L, 5.0659
  219,   3.780, 517.58, 36,L, 4.9890
  220,   3.790, 526.53, 36,L, 4.9609
  221,   3.800, 535.62, 36,L, 4.9326
  222,   3.810, 556.95, 36,L, 4.8666
  223,   3.820, 573.03, 36,L, 4.8175
  224,   3.830, 590.50, 36,L, 4.7647
  225,   3.840, 616.39, 36,L, 4.6875
  226,   3.850, 616.08, 36,L, 4.6884
  227,   3.860, 633.41, 36,L, 4.6375
  228,   3.870, 653.03, 36,L, 4.5804
  229,   3.880, 664.69, 36,L, 4.5468
  230,   3.890, 656.63, 36,L, 4.5700
  231,   3.900, 694.87, 36,L, 4.4611
  232,   3.910, 694.55, 36,L, 4.4620
  233,   3.920, 720.89, 36,L, 4.3884
  234,   3.930, 707.39, 36,L, 4.4260
  235,   3.940, 754.99, 36,L, 4.2950
  236,   3.950, 737.51, 36,L, 4.3427
  237,   3.960, 778.47, 36,L, 4.2319
  238,   3.970, 736.84, 36,L, 4.3445
  239,   3.980, 772.08, 36,L, 4.2490
  240,   3.990, 758.71, 36,L, 4.2850
  241,   4.000, 774.82, 36,L, 4.2416
  242,   4.010, 763.91, 36,L, 4.2709
  243,   4.020, 759.95, 36,L, 4.2816
  244,   4.030, 752.85, 36,L, 4.3008
  245,   4.040, 745.22, 36,L, 4.3216
  246,   4.050, 729.40, 36,L, 4.3649
  247,   4.060, 757.01, 36,L, 4.2896
  248,   4.070, 737.18, 36,L, 4.3436
  249,   4.080, 757.46, 36,L, 4.2883
  250,   4.090, 748.24, 36,L, 4.3134
  251,   4.100, 726.30, 36,L, 4.3735
  252,   4.110, 735.06, 36,L, 4.3494
  253,   4.120, 747.01, 36,L, 4.3167
  254,   4.130, 742.42, 36,L, 4.3292
  255,   4.140, 710.78, 36,L, 4.4165
  256,   4.150, 726.19, 36,L, 4.3738
  257,   4.160, 722.55, 36,L, 4.3839
  258,   4.170, 712.21, 36,L, 4.4125
  259,   4.180, 691.52, 36,L, 4.4705
  260,   4.190, 681.48, 36,L, 4.4989
  261,   4.200, 708.05, 36,L, 4.4241
  262,   4.210, 686.33, 36,L, 4.4852
  263,   4.220, 683.10, 36,L, 4.4943
  264,   4.230, 655.04, 36,L, 4.5746
  265,   4.240, 679.98, 36,L, 4.5032
  266,   4.250, 672.37, 36,L, 4.5248
  267,   4.260, 660.97, 36,L, 4.5575
  268,   4.270, 634.55, 36,L, 4.6341
  269,   4.280, 643.03, 36,L, 4.6094
  270,   4.290, 613.92, 36,L, 4.6948
  271,   4.300, 636.75, 36,L, 4.6277
  272,   4.310, 621.66, 36,L, 4.6719
  273,   4.320, 595.68, 36,L, 4.7491
  274,   4.330, 594.77, 36,L, 4.7519
  275,   4.340, 572.53, 36,L, 4.8190
  276,   4.350, 563.42, 36,L, 4.8468
  277,   4.360, 545.75, 36,L, 4.9011
  278,   4.370, 560.23, 36,L, 4.8566
  279,   4.380, 541.61, 36,L, 4.9139
  280,   4.390, 543.78, 36,L, 4.9072
  281,   4.400, 531.70, 36,L, 4.9448
  282,   4.410, 532.19, 36,L, 4.9432
  283,   4.420, 528.09, 36,L, 4.9561
  284,   4.430, 535.62, 36,L, 4.9326
  285,   4.440, 509.17, 36,L, 5.0156
  286,   4.450, 491.81, 36,L, 5.0708
  287,   4.460, 480.78, 36,L, 5.1062
  288,   4.470, 485.33, 36,L, 5.0916
  289,   4.480, 453.27, 36,L, 5.1956
  290,   4.490, 475.01, 36,L, 5.1248
  291,   4.500, 468.70, 36,L, 5.1453
  292,   4.510, 444.26, 36,L, 5.2252
  293,   4.520, 467.20, 36,L, 5.1501
