[SAMPLE PARAMETERS]
Time/Date of Scan,          27-Feb-2018   12:31:15
Study ID,                   WQA
Sample ID,                  TW-1-146-2
File Name,                  TW-1-146-2
Species,                    PIPO
Operator,                   DV
Description,                
First Ring Year,               2016
First Ring Type,                EW
Is pith present,                No
No. pith rings missing,           3
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             85
Step Size,                        1
Sample Length,               147.00
Measured Length,             140.73
Sample Thickness,              2.27
Late Wood Method,           Threshold
Late Wood Threshold,         425.00
Late Wood Deadband,           25.00
Target Density,              383.60
Actual Density,              383.63
Early Wood Maximum Density,  424.97
Pos of EW Max Density,         0.00
Early Wood Minimum Density,   51.93
Pos of EW Min Density,       142.68
Late Wood Maximum Density,   724.28
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   425.05
Pos of LW Min Density,       115.88
Avg % Late Wood in Sample,    24.56
Zero voltage,                  0.0650
Free air voltage,              7.6651
Mass Absorption Coefficient,   3.067649
Number of scanned data points,  14700
Number of used data points,     14014
[SAMPLE DATA]
    0,   2.540, 207.81, 85,E, 6.6324
    1,   2.550, 204.91, 85,E, 6.6458
    2,   2.560, 208.87, 85,E, 6.6275
    3,   2.570, 196.30, 85,E, 6.6858
    4,   2.580, 211.52, 85,E, 6.6153
    5,   2.590, 232.47, 85,E, 6.5195
    6,   2.600, 218.29, 85,E, 6.5842
    7,   2.610, 237.46, 85,E, 6.4969
    8,   2.620, 240.97, 85,E, 6.4810
    9,   2.630, 234.76, 85,E, 6.5091
   10,   2.640, 248.29, 85,E, 6.4481
   11,   2.650, 254.28, 85,E, 6.4212
   12,   2.660, 273.94, 85,E, 6.3339
   13,   2.670, 273.31, 85,E, 6.3367
   14,   2.680, 261.06, 85,E, 6.3910
   15,   2.690, 287.70, 85,E, 6.2735
   16,   2.700, 303.79, 85,E, 6.2036
   17,   2.710, 334.78, 85,E, 6.0712
   18,   2.720, 335.94, 85,E, 6.0663
   19,   2.730, 324.50, 84,E, 6.1148
   20,   2.740, 367.34, 84,E, 5.9351
   21,   2.750, 375.41, 84,E, 5.9018
   22,   2.760, 398.47, 84,E, 5.8078
   23,   2.770, 394.02, 84,E, 5.8258
   24,   2.780, 432.14, 84,L, 5.6732
   25,   2.790, 441.13, 84,L, 5.6378
   26,   2.800, 469.39, 84,L, 5.5280
   27,   2.810, 486.37, 84,L, 5.4630
   28,   2.820, 513.83, 84,L, 5.3595
   29,   2.830, 497.16, 84,L, 5.4221
   30,   2.840, 480.61, 84,L, 5.4849
   31,   2.850, 470.50, 84,L, 5.5237
   32,   2.860, 471.13, 84,L, 5.5212
   33,   2.870, 456.76, 84,L, 5.5768
   34,   2.880, 445.41, 84,L, 5.6210
   35,   2.890, 449.70, 84,L, 5.6042
   36,   2.900, 431.21, 84,L, 5.6769
   37,   2.910, 422.90, 84,E, 5.7098
   38,   2.920, 420.06, 84,E, 5.7211
   39,   2.930, 396.73, 84,E, 5.8148
   40,   2.940, 386.45, 84,E, 5.8566
   41,   2.950, 381.66, 84,E, 5.8762
   42,   2.960, 385.55, 84,E, 5.8603
   43,   2.970, 367.78, 84,E, 5.9332
   44,   2.980, 375.41, 84,E, 5.9018
   45,   2.990, 353.82, 84,E, 5.9912
   46,   3.000, 315.99, 84,E, 6.1511
   47,   3.010, 348.27, 84,E, 6.0144
   48,   3.020, 335.86, 84,E, 6.0666
   49,   3.030, 352.36, 83,E, 5.9973
   50,   3.040, 352.94, 83,E, 5.9949
   51,   3.050, 378.83, 83,E, 5.8878
   52,   3.060, 396.06, 83,E, 5.8176
   53,   3.070, 395.23, 83,E, 5.8209
   54,   3.080, 396.73, 83,E, 5.8148
   55,   3.090, 396.13, 83,E, 5.8173
   56,   3.100, 431.52, 83,L, 5.6757
   57,   3.110, 461.16, 83,L, 5.5597
   58,   3.120, 491.84, 83,L, 5.4422
   59,   3.130, 464.48, 83,L, 5.5469
   60,   3.140, 475.74, 83,L, 5.5035
