[SAMPLE PARAMETERS]
Time/Date of Scan,          05-Apr-2018   13:44:40
Study ID,                   TW
Sample ID,                  TW-9-228-4
File Name,                  TW-9-228-4
Species,                    PIPO
Operator,                   DV
Description,                
First Ring Year,               2017
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             64
Step Size,                        1
Sample Length,               110.00
Measured Length,              97.00
Sample Thickness,              2.23
Late Wood Method,           Threshold
Late Wood Threshold,         425.00
Late Wood Deadband,           25.00
Target Density,              411.80
Actual Density,              412.48
Early Wood Maximum Density,  424.93
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  232.27
Pos of EW Min Density,        16.56
Late Wood Maximum Density,  1208.96
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   425.03
Pos of LW Min Density,        17.69
Avg % Late Wood in Sample,    27.55
Zero voltage,                  0.0510
Free air voltage,              6.8130
Mass Absorption Coefficient,   2.723380
Number of scanned data points,  10623
Number of used data points,      9471
[SAMPLE DATA]
    0,   4.340,1197.31, 64,L, 3.2980
    1,   4.350,1197.46, 64,L, 3.2977
    2,   4.360,1208.96, 64,L, 3.2748
    3,   4.370,1172.91, 64,L, 3.3472
    4,   4.380,1068.54, 64,L, 3.5657
    5,   4.390, 947.53, 64,L, 3.8370
    6,   4.400, 859.11, 64,L, 4.0482
    7,   4.410, 866.84, 64,L, 4.0292
    8,   4.420, 926.92, 64,L, 3.8852
    9,   4.430, 977.33, 64,L, 3.7683
   10,   4.440, 891.39, 64,L, 3.9697
   11,   4.450, 762.00, 64,L, 4.2935
   12,   4.460, 665.30, 64,L, 4.5526
   13,   4.470, 603.74, 64,L, 4.7256
   14,   4.480, 607.79, 64,L, 4.7141
   15,   4.490, 678.51, 63,L, 4.5163
   16,   4.500, 760.24, 63,L, 4.2981
   17,   4.510, 802.37, 63,L, 4.1898
   18,   4.520, 800.81, 63,L, 4.1937
   19,   4.530, 800.45, 63,L, 4.1946
   20,   4.540, 783.96, 63,L, 4.2368
   21,   4.550, 752.41, 63,L, 4.3185
   22,   4.560, 756.96, 63,L, 4.3066
   23,   4.570, 814.43, 63,L, 4.1592
   24,   4.580, 836.13, 63,L, 4.1049
   25,   4.590, 858.73, 63,L, 4.0491
   26,   4.600, 903.24, 63,L, 3.9413
   27,   4.610, 907.07, 63,L, 3.9322
   28,   4.620, 901.07, 63,L, 3.9465
   29,   4.630, 859.48, 63,L, 4.0472
   30,   4.640, 803.81, 63,L, 4.1861
   31,   4.650, 719.50, 63,L, 4.4055
   32,   4.660, 672.73, 63,L, 4.5322
   33,   4.670, 631.14, 63,L, 4.6478
   34,   4.680, 626.05, 63,L, 4.6622
   35,   4.690, 583.93, 63,L, 4.7827
   36,   4.700, 536.90, 63,L, 4.9210
   37,   4.710, 523.95, 63,L, 4.9597
   38,   4.720, 457.48, 63,L, 5.1636
   39,   4.730, 501.36, 63,L, 5.0281
   40,   4.740, 447.17, 63,L, 5.1959
   41,   4.750, 412.45, 63,E, 5.3064
   42,   4.760, 406.01, 63,E, 5.3271
   43,   4.770, 420.92, 63,E, 5.2792
   44,   4.780, 435.49, 63,L, 5.2328
   45,   4.790, 438.95, 63,L, 5.2219
   46,   4.800, 448.43, 63,L, 5.1920
   47,   4.810, 448.92, 63,L, 5.1904
   48,   4.820, 451.25, 63,L, 5.1831
   49,   4.830, 459.92, 63,L, 5.1559
   50,   4.840, 451.44, 63,L, 5.1825
   51,   4.850, 430.59, 63,L, 5.2484
   52,   4.860, 431.16, 63,L, 5.2466
   53,   4.870, 415.59, 63,E, 5.2963
   54,   4.880, 428.48, 63,L, 5.2551
   55,   4.890, 412.17, 63,E, 5.3073
   56,   4.900, 434.24, 63,L, 5.2368
   57,   4.910, 377.61, 63,E, 5.4196
   58,   4.920, 404.22, 63,E, 5.3329
   59,   4.930, 398.18, 63,E, 5.3525
   60,   4.940, 391.70, 63,E, 5.3735
   61,   4.950, 395.55, 63,E, 5.3610
   62,   4.960, 367.05, 63,E, 5.4544
   63,   4.970, 396.11, 63,E, 5.3592
   64,   4.980, 400.82, 63,E, 5.3439
   65,   4.990, 377.15, 63,E, 5.4211
   66,   5.000, 381.80, 63,E, 5.4059
   67,   5.010, 388.80, 63,E, 5.3830
   68,   5.020, 386.28, 63,E, 5.3912
   69,   5.030, 344.58, 63,E, 5.5292
   70,   5.040, 363.36, 63,E, 5.4666
   71,   5.050, 388.24, 63,E, 5.3848
   72,   5.060, 337.58, 63,E, 5.5527
   73,   5.070, 386.00, 63,E, 5.3922
   74,   5.080, 367.88, 63,E, 5.4517
   75,   5.090, 354.54, 63,E, 5.4959
   76,   5.100, 357.39, 63,E, 5.4865
   77,   5.110, 361.43, 63,E, 5.4730
   78,   5.120, 350.06, 63,E, 5.5109
   79,   5.130, 328.72, 63,E, 5.5826
   80,   5.140, 338.67, 63,E, 5.5490
   81,   5.150, 352.07, 63,E, 5.5042
   82,   5.160, 322.87, 63,E, 5.6024
   83,   5.170, 344.77, 63,E, 5.5286
   84,   5.180, 337.77, 63,E, 5.5521
   85,   5.190, 311.31, 63,E, 5.6418
   86,   5.200, 327.19, 63,E, 5.5878
   87,   5.210, 326.83, 63,E, 5.5890
   88,   5.220, 340.85, 63,E, 5.5417
   89,   5.230, 314.80, 63,E, 5.6299
   90,   5.240, 318.65, 63,E, 5.6168
   91,   5.250, 325.39, 63,E, 5.5939
   92,   5.260, 307.39, 63,E, 5.6552
   93,   5.270, 298.59, 63,E, 5.6854
   94,   5.280, 316.94, 63,E, 5.6226
   95,   5.290, 302.85, 63,E, 5.6708
   96,   5.300, 302.23, 63,E, 5.6729
   97,   5.310, 307.65, 63,E, 5.6543
   98,   5.320, 305.61, 63,E, 5.6613
   99,   5.330, 343.86, 63,E, 5.5316
  100,   5.340, 316.77, 63,E, 5.6232
  101,   5.350, 292.23, 63,E, 5.7074
  102,   5.360, 302.67, 63,E, 5.6714
  103,   5.370, 326.74, 63,E, 5.5893
  104,   5.380, 334.87, 63,E, 5.5618
  105,   5.390, 314.97, 63,E, 5.6293
  106,   5.400, 330.98, 63,E, 5.5750
  107,   5.410, 309.26, 63,E, 5.6488
  108,   5.420, 326.11, 63,E, 5.5914
  109,   5.430, 349.24, 63,E, 5.5136
  110,   5.440, 319.19, 63,E, 5.6149
  111,   5.450, 305.61, 63,E, 5.6613
  112,   5.460, 312.65, 63,E, 5.6372
  113,   5.470, 330.16, 63,E, 5.5777
  114,   5.480, 361.34, 63,E, 5.4733
  115,   5.490, 332.78, 63,E, 5.5688
  116,   5.500, 287.73, 63,E, 5.7230
  117,   5.510, 307.21, 63,E, 5.6558
  118,   5.520, 349.14, 63,E, 5.5139
  119,   5.530, 391.70, 63,E, 5.3735
  120,   5.540, 369.08, 63,E, 5.4477
