[SAMPLE PARAMETERS]
Time/Date of Scan,          30-Mar-2018   11:34:13
Study ID,                   TW
Sample ID,                  TW-17-163-1
File Name,                  TW-17-163-1
Species,                    PIPO
Operator,                   DV
Description,                North
First Ring Year,               2017
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             93
Step Size,                        1
Sample Length,               240.00
Measured Length,             227.10
Sample Thickness,              2.23
Late Wood Method,           Threshold
Late Wood Threshold,         425.00
Late Wood Deadband,           25.00
Target Density,              465.10
Actual Density,              465.02
Early Wood Maximum Density,  424.97
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  157.17
Pos of EW Min Density,       137.57
Late Wood Maximum Density,   865.54
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   425.06
Pos of LW Min Density,       128.12
Avg % Late Wood in Sample,    50.12
Zero voltage,                  0.0400
Free air voltage,              6.9232
Mass Absorption Coefficient,   2.846980
Number of scanned data points,  24000
Number of used data points,     22529
[SAMPLE DATA]
    0,   2.550, 328.92, 93,E, 5.6158
    1,   2.560, 315.48, 93,E, 5.6641
    2,   2.570, 337.22, 93,E, 5.5862
    3,   2.580, 325.93, 93,E, 5.6265
    4,   2.590, 340.40, 93,E, 5.5750
    5,   2.600, 337.14, 93,E, 5.5865
    6,   2.610, 336.45, 93,E, 5.5890
    7,   2.620, 338.25, 93,E, 5.5826
    8,   2.630, 384.63, 93,E, 5.4202
    9,   2.640, 387.11, 93,E, 5.4117
   10,   2.650, 401.72, 93,E, 5.3616
   11,   2.660, 412.58, 93,E, 5.3247
   12,   2.670, 434.89, 93,L, 5.2496
   13,   2.680, 426.78, 93,L, 5.2768
   14,   2.690, 441.39, 93,L, 5.2280
   15,   2.700, 420.07, 93,E, 5.2994
   16,   2.710, 412.04, 93,E, 5.3265
   17,   2.720, 439.74, 93,L, 5.2335
   18,   2.730, 426.51, 93,L, 5.2777
   19,   2.740, 419.35, 93,E, 5.3018
   20,   2.750, 428.06, 93,L, 5.2725
   21,   2.760, 417.90, 93,E, 5.3067
   22,   2.770, 391.28, 93,E, 5.3973
   23,   2.780, 403.42, 93,E, 5.3558
   24,   2.790, 425.24, 92,L, 5.2820
   25,   2.800, 440.20, 92,L, 5.2319
   26,   2.810, 440.48, 92,L, 5.2310
   27,   2.820, 450.96, 92,L, 5.1962
   28,   2.830, 459.48, 92,L, 5.1682
   29,   2.840, 470.47, 92,L, 5.1321
   30,   2.850, 473.18, 92,L, 5.1233
   31,   2.860, 448.01, 92,L, 5.2060
   32,   2.870, 488.32, 92,L, 5.0742
   33,   2.880, 497.23, 92,L, 5.0455
   34,   2.890, 492.30, 92,L, 5.0613
   35,   2.900, 488.04, 92,L, 5.0751
   36,   2.910, 490.50, 92,L, 5.0671
   37,   2.920, 473.46, 92,L, 5.1224
   38,   2.930, 518.58, 92,L, 4.9774
   39,   2.940, 501.99, 92,L, 5.0302
   40,   2.950, 503.33, 92,L, 5.0259
   41,   2.960, 499.33, 92,L, 5.0388
   42,   2.970, 506.48, 92,L, 5.0159
   43,   2.980, 502.85, 92,L, 5.0275
   44,   2.990, 523.59, 92,L, 4.9615
   45,   3.000, 517.13, 92,L, 4.9820
   46,   3.010, 551.88, 92,L, 4.8730
   47,   3.020, 536.50, 92,L, 4.9210
   48,   3.030, 557.20, 92,L, 4.8566
   49,   3.040, 537.48, 92,L, 4.9179
   50,   3.050, 545.79, 92,L, 4.8920
   51,   3.060, 519.35, 92,L, 4.9750
   52,   3.070, 558.59, 92,L, 4.8523
   53,   3.080, 543.34, 92,L, 4.8996
   54,   3.090, 530.28, 92,L, 4.9405
   55,   3.100, 557.60, 92,L, 4.8553
   56,   3.110, 575.88, 92,L, 4.7992
   57,   3.120, 569.30, 92,L, 4.8193
   58,   3.130, 573.68, 92,L, 4.8059
   59,   3.140, 570.19, 92,L, 4.8166
   60,   3.150, 593.16, 92,L, 4.7467
   61,   3.160, 613.91, 92,L, 4.6844
   62,   3.170, 627.28, 92,L, 4.6448
   63,   3.180, 601.78, 92,L, 4.7208
   64,   3.190, 645.77, 92,L, 4.5905
   65,   3.200, 652.47, 92,L, 4.5709
   66,   3.210, 664.48, 92,L, 4.5361
   67,   3.220, 637.85, 92,L, 4.6136
   68,   3.230, 677.43, 92,L, 4.4989
   69,   3.240, 690.06, 92,L, 4.4629
   70,   3.250, 679.45, 92,L, 4.4931
   71,   3.260, 703.22, 92,L, 4.4257
   72,   3.270, 687.27, 92,L, 4.4708
   73,   3.280, 686.09, 92,L, 4.4742
   74,   3.290, 704.09, 92,L, 4.4232
   75,   3.300, 690.81, 92,L, 4.4608
   76,   3.310, 688.77, 92,L, 4.4666
   77,   3.320, 693.61, 92,L, 4.4528
   78,   3.330, 677.43, 92,L, 4.4989
   79,   3.340, 646.19, 92,L, 4.5892
   80,   3.350, 632.66, 92,L, 4.6289
   81,   3.360, 663.52, 92,L, 4.5389
   82,   3.370, 642.43, 92,L, 4.6002
   83,   3.380, 631.73, 92,L, 4.6317
   84,   3.390, 654.88, 92,L, 4.5639
   85,   3.400, 660.04, 92,L, 4.5490
   86,   3.410, 669.66, 92,L, 4.5212
   87,   3.420, 672.64, 92,L, 4.5126
   88,   3.430, 667.97, 92,L, 4.5261
   89,   3.440, 650.79, 92,L, 4.5758
   90,   3.450, 632.04, 92,L, 4.6307
   91,   3.460, 627.69, 92,L, 4.6436
   92,   3.470, 649.64, 92,L, 4.5792
   93,   3.480, 627.28, 92,L, 4.6448
   94,   3.490, 633.59, 92,L, 4.6262
   95,   3.500, 590.94, 92,L, 4.7534
   96,   3.510, 640.14, 92,L, 4.6069
   97,   3.520, 641.28, 92,L, 4.6036
   98,   3.530, 647.13, 92,L, 4.5865
   99,   3.540, 624.70, 92,L, 4.6524
  100,   3.550, 626.66, 92,L, 4.6466
  101,   3.560, 643.05, 92,L, 4.5984
  102,   3.570, 632.76, 92,L, 4.6286
  103,   3.580, 622.43, 92,L, 4.6591
  104,   3.590, 647.13, 92,L, 4.5865
  105,   3.600, 649.11, 92,L, 4.5807
  106,   3.610, 619.45, 92,L, 4.6680
  107,   3.620, 616.47, 92,L, 4.6768
  108,   3.630, 617.81, 92,L, 4.6729
  109,   3.640, 573.78, 92,L, 4.8056
  110,   3.650, 592.25, 92,L, 4.7495
  111,   3.660, 594.88, 92,L, 4.7415
  112,   3.670, 534.75, 92,L, 4.9265
  113,   3.680, 544.32, 92,L, 4.8965
  114,   3.690, 562.64, 92,L, 4.8398
  115,   3.700, 553.95, 92,L, 4.8666
  116,   3.710, 549.42, 92,L, 4.8807
  117,   3.720, 545.69, 92,L, 4.8923
  118,   3.730, 495.90, 92,L, 5.0497
  119,   3.740, 524.46, 92,L, 4.9588
  120,   3.750, 509.06, 92,L, 5.0076
  121,   3.760, 494.00, 92,L, 5.0558
  122,   3.770, 494.19, 92,L, 5.0552
  123,   3.780, 527.47, 91,L, 4.9493
  124,   3.790, 529.21, 91,L, 4.9438
  125,   3.800, 530.76, 91,L, 4.9390
  126,   3.810, 567.31, 91,L, 4.8254
  127,   3.820, 581.39, 91,L, 4.7824
