[SAMPLE PARAMETERS]
Time/Date of Scan,          28-Mar-2018   13:05:27
Study ID,                   TW
Sample ID,                  TW-6-237-1
File Name,                  TW-6-237-1
Species,                    PIPO
Operator,                   DV
Description,                North
First Ring Year,               2016
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             99
Step Size,                        1
Sample Length,               125.00
Measured Length,             113.41
Sample Thickness,              2.24
Late Wood Method,           Threshold
Late Wood Threshold,         425.00
Late Wood Deadband,           25.00
Target Density,              458.40
Actual Density,              458.58
Early Wood Maximum Density,  424.94
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  257.69
Pos of EW Min Density,        33.22
Late Wood Maximum Density,   986.47
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   425.03
Pos of LW Min Density,        48.98
Avg % Late Wood in Sample,    45.56
Zero voltage,                  0.0424
Free air voltage,              6.9525
Mass Absorption Coefficient,   2.810797
Number of scanned data points,  12500
Number of used data points,     11139
[SAMPLE DATA]
    0,   3.350, 746.80,100,L, 4.3445
    1,   3.360, 748.47,100,L, 4.3399
    2,   3.370, 689.92,100,L, 4.5029
    3,   3.380, 670.13, 99,L, 4.5593
    4,   3.390, 644.40, 99,L, 4.6338
    5,   3.400, 641.27, 99,L, 4.6429
    6,   3.410, 635.02, 99,L, 4.6613
    7,   3.420, 596.29, 99,L, 4.7763
    8,   3.430, 579.23, 99,L, 4.8279
    9,   3.440, 537.03, 99,L, 4.9579
   10,   3.450, 517.98, 99,L, 5.0177
   11,   3.460, 519.14, 99,L, 5.0140
   12,   3.470, 473.78, 99,L, 5.1593
   13,   3.480, 479.52, 99,L, 5.1407
   14,   3.490, 461.24, 99,L, 5.2002
   15,   3.500, 454.92, 99,L, 5.2209
   16,   3.510, 416.03, 99,E, 5.3503
   17,   3.520, 418.94, 99,E, 5.3406
   18,   3.530, 395.96, 99,E, 5.4184
   19,   3.540, 375.61, 99,E, 5.4883
   20,   3.550, 387.66, 99,E, 5.4468
   21,   3.560, 415.13, 99,E, 5.3534
   22,   3.570, 406.37, 99,E, 5.3830
   23,   3.580, 391.67, 99,E, 5.4330
   24,   3.590, 353.33, 99,E, 5.5658
   25,   3.600, 379.32, 99,E, 5.4755
   26,   3.610, 367.50, 99,E, 5.5164
   27,   3.620, 374.28, 99,E, 5.4929
   28,   3.630, 388.46, 99,E, 5.4440
   29,   3.640, 383.40, 99,E, 5.4614
   30,   3.650, 379.41, 99,E, 5.4752
   31,   3.660, 370.93, 99,E, 5.5045
   32,   3.670, 392.39, 99,E, 5.4306
   33,   3.680, 363.55, 99,E, 5.5301
   34,   3.690, 356.82, 99,E, 5.5536
   35,   3.700, 390.51, 99,E, 5.4370
   36,   3.710, 370.58, 99,E, 5.5057
   37,   3.720, 364.17, 99,E, 5.5280
   38,   3.730, 360.84, 99,E, 5.5396
   39,   3.740, 423.94, 99,E, 5.3238
   40,   3.750, 463.86, 98,L, 5.1917
   41,   3.760, 516.73, 98,L, 5.0217
   42,   3.770, 565.14, 98,L, 4.8709
   43,   3.780, 550.87, 98,L, 4.9149
   44,   3.790, 583.66, 98,L, 4.8145
   45,   3.800, 635.85, 98,L, 4.6588
   46,   3.810, 671.52, 98,L, 4.5554
