[SAMPLE PARAMETERS]
Time/Date of Scan,          28-Mar-2018   13:55:51
Study ID,                   TW
Sample ID,                  TW-6-237-4
File Name,                  TW-6-237-4
Species,                    PIPO
Operator,                   DV
Description,                North
First Ring Year,               2016
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             42
Step Size,                        1
Sample Length,                95.00
Measured Length,              76.82
Sample Thickness,              2.29
Late Wood Method,           Threshold
Late Wood Threshold,         400.00
Late Wood Deadband,           25.00
Target Density,              415.70
Actual Density,              416.39
Early Wood Maximum Density,  399.84
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  245.93
Pos of EW Min Density,        66.93
Late Wood Maximum Density,   822.71
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   400.02
Pos of LW Min Density,        36.93
Avg % Late Wood in Sample,    43.06
Zero voltage,                  0.0455
Free air voltage,              6.9589
Mass Absorption Coefficient,   2.801293
Number of scanned data points,   8007
Number of used data points,      7191
[SAMPLE DATA]
    0,   4.170, 791.96, 43,L, 4.1870
    1,   4.180, 743.30, 43,L, 4.3198
    2,   4.190, 720.13, 43,L, 4.3845
    3,   4.200, 672.15, 43,L, 4.5215
    4,   4.210, 650.32, 43,L, 4.5853
    5,   4.220, 626.13, 43,L, 4.6570
    6,   4.230, 601.20, 42,L, 4.7321
    7,   4.240, 621.03, 42,L, 4.6722
    8,   4.250, 649.28, 42,L, 4.5883
    9,   4.260, 613.81, 42,L, 4.6939
   10,   4.270, 632.16, 42,L, 4.6390
   11,   4.280, 622.66, 42,L, 4.6674
   12,   4.290, 627.35, 42,L, 4.6533
   13,   4.300, 592.27, 42,L, 4.7592
   14,   4.310, 594.98, 42,L, 4.7510
   15,   4.320, 589.98, 42,L, 4.7662
   16,   4.330, 577.55, 42,L, 4.8044
   17,   4.340, 554.75, 42,L, 4.8752
   18,   4.350, 561.20, 42,L, 4.8550
   19,   4.360, 524.40, 42,L, 4.9710
   20,   4.370, 520.67, 42,L, 4.9829
   21,   4.380, 497.93, 42,L, 5.0562
   22,   4.390, 488.92, 42,L, 5.0854
   23,   4.400, 459.64, 42,L, 5.1819
   24,   4.410, 422.09, 42,L, 5.3082
   25,   4.420, 405.95, 42,L, 5.3635
   26,   4.430, 398.25, 42,E, 5.3900
   27,   4.440, 383.84, 42,E, 5.4401
   28,   4.450, 379.65, 42,E, 5.4547
   29,   4.460, 373.12, 42,E, 5.4776
   30,   4.470, 372.26, 42,E, 5.4807
   31,   4.480, 374.17, 42,E, 5.4739
   32,   4.490, 382.71, 42,E, 5.4440
   33,   4.500, 363.25, 42,E, 5.5124
   34,   4.510, 377.12, 42,E, 5.4636
   35,   4.520, 367.23, 42,E, 5.4984
   36,   4.530, 352.33, 42,E, 5.5511
   37,   4.540, 343.62, 42,E, 5.5823
   38,   4.550, 335.54, 42,E, 5.6113
   39,   4.560, 347.88, 42,E, 5.5670
   40,   4.570, 361.70, 42,E, 5.5179
   41,   4.580, 333.51, 42,E, 5.6186
   42,   4.590, 371.30, 42,E, 5.4840
   43,   4.600, 365.07, 42,E, 5.5060
   44,   4.610, 332.41, 42,E, 5.6226
   45,   4.620, 341.91, 42,E, 5.5884
   46,   4.630, 332.41, 42,E, 5.6226
   47,   4.640, 337.83, 42,E, 5.6030
   48,   4.650, 318.01, 42,E, 5.6747
   49,   4.660, 339.62, 42,E, 5.5966
   50,   4.670, 324.47, 42,E, 5.6512
   51,   4.680, 312.90, 42,E, 5.6934
   52,   4.690, 328.18, 42,E, 5.6378
   53,   4.700, 295.45, 42,E, 5.7574
   54,   4.710, 300.25, 42,E, 5.7397
   55,   4.720, 312.06, 42,E, 5.6964
   56,   4.730, 308.81, 42,E, 5.7083
   57,   4.740, 317.42, 42,E, 5.6769
   58,   4.750, 284.75, 42,E, 5.7971
   59,   4.760, 288.85, 42,E, 5.7819
   60,   4.770, 303.32, 42,E, 5.7285
   61,   4.780, 291.57, 42,E, 5.7718
   62,   4.790, 305.98, 42,E, 5.7187
   63,   4.800, 295.20, 42,E, 5.7584
   64,   4.810, 311.15, 42,E, 5.6998
   65,   4.820, 312.32, 42,E, 5.6955
   66,   4.830, 299.09, 42,E, 5.7440
   67,   4.840, 307.06, 42,E, 5.7147
   68,   4.850, 317.42, 42,E, 5.6769
   69,   4.860, 323.46, 42,E, 5.6549
   70,   4.870, 319.26, 42,E, 5.6702
   71,   4.880, 319.93, 42,E, 5.6677
   72,   4.890, 302.49, 42,E, 5.7315
   73,   4.900, 309.14, 42,E, 5.7071
   74,   4.910, 314.91, 42,E, 5.6860
   75,   4.920, 327.93, 42,E, 5.6387
   76,   4.930, 343.19, 42,E, 5.5838
   77,   4.940, 367.32, 42,E, 5.4980
   78,   4.950, 410.66, 41,L, 5.3473
   79,   4.960, 464.14, 41,L, 5.1669
   80,   4.970, 497.08, 41,L, 5.0589
   81,   4.980, 514.39, 41,L, 5.0031
   82,   4.990, 529.00, 41,L, 4.9564
   83,   5.000, 583.90, 41,L, 4.7849
   84,   5.010, 629.19, 41,L, 4.6478
   85,   5.020, 626.43, 41,L, 4.6561
   86,   5.030, 645.66, 41,L, 4.5990
   87,   5.040, 634.32, 41,L, 4.6326
   88,   5.050, 659.58, 41,L, 4.5581
   89,   5.060, 658.54, 41,L, 4.5612
   90,   5.070, 640.60, 41,L, 4.6140
   91,   5.080, 592.97, 41,L, 4.7571
   92,   5.090, 556.21, 41,L, 4.8706
   93,   5.100, 561.89, 41,L, 4.8529
   94,   5.110, 502.17, 41,L, 5.0424
   95,   5.120, 463.31, 41,L, 5.1697
   96,   5.130, 425.23, 41,L, 5.2975
   97,   5.140, 386.56, 41,E, 5.4306
   98,   5.150, 353.45, 41,E, 5.5472
   99,   5.160, 320.35, 41,E, 5.6662
  100,   5.170, 328.69, 41,E, 5.6360
  101,   5.180, 309.06, 41,E, 5.7074
  102,   5.190, 325.32, 41,E, 5.6482
  103,   5.200, 317.34, 41,E, 5.6772
  104,   5.210, 316.50, 41,E, 5.6802
  105,   5.220, 299.51, 41,E, 5.7425
  106,   5.230, 309.56, 41,E, 5.7056
  107,   5.240, 295.62, 41,E, 5.7568
  108,   5.250, 272.97, 41,E, 5.8411
  109,   5.260, 296.36, 41,E, 5.7541
  110,   5.270, 294.96, 41,E, 5.7593
  111,   5.280, 274.44, 41,E, 5.8356
  112,   5.290, 279.99, 41,E, 5.8148
  113,   5.300, 296.77, 41,E, 5.7526
  114,   5.310, 275.26, 41,E, 5.8325
  115,   5.320, 273.14, 41,E, 5.8405
  116,   5.330, 263.96, 41,E, 5.8749
  117,   5.340, 255.00, 41,E, 5.9088
  118,   5.350, 281.96, 41,E, 5.8075
  119,   5.360, 281.88, 41,E, 5.8078
  120,   5.370, 287.95, 41,E, 5.7852
  121,   5.380, 279.75, 41,E, 5.8157
  122,   5.390, 272.40, 41,E, 5.8432
  123,   5.400, 279.50, 41,E, 5.8167
  124,   5.410, 279.83, 41,E, 5.8154
  125,   5.420, 287.95, 41,E, 5.7852
  126,   5.430, 273.87, 41,E, 5.8377
  127,   5.440, 287.54, 41,E, 5.7867
  128,   5.450, 261.61, 41,E, 5.8838
  129,   5.460, 285.81, 41,E, 5.7932
  130,   5.470, 286.06, 41,E, 5.7922
  131,   5.480, 284.50, 41,E, 5.7980
  132,   5.490, 282.78, 41,E, 5.8044
  133,   5.500, 282.37, 41,E, 5.8060
  134,   5.510, 265.82, 41,E, 5.8679
  135,   5.520, 290.91, 41,E, 5.7742
  136,   5.530, 286.31, 41,E, 5.7913
  137,   5.540, 272.89, 41,E, 5.8414
  138,   5.550, 282.53, 41,E, 5.8054
  139,   5.560, 285.32, 41,E, 5.7950
  140,   5.570, 290.67, 41,E, 5.7751
  141,   5.580, 280.24, 41,E, 5.8139
  142,   5.590, 280.65, 41,E, 5.8124
  143,   5.600, 286.31, 41,E, 5.7913
  144,   5.610, 292.48, 41,E, 5.7684
  145,   5.620, 292.23, 41,E, 5.7693
  146,   5.630, 283.68, 41,E, 5.8011
  147,   5.640, 278.69, 41,E, 5.8197
  148,   5.650, 315.49, 41,E, 5.6839
  149,   5.660, 275.83, 41,E, 5.8304
  150,   5.670, 296.03, 41,E, 5.7553
  151,   5.680, 290.09, 41,E, 5.7773
  152,   5.690, 310.06, 41,E, 5.7037
  153,   5.700, 326.16, 41,E, 5.6451
  154,   5.710, 326.24, 41,E, 5.6448
  155,   5.720, 349.51, 41,E, 5.5612
  156,   5.730, 376.69, 41,E, 5.4651
  157,   5.740, 407.01, 40,L, 5.3598
  158,   5.750, 461.84, 40,L, 5.1746
  159,   5.760, 516.67, 40,L, 4.9957
  160,   5.770, 545.70, 40,L, 4.9036
  161,   5.780, 567.19, 40,L, 4.8364
  162,   5.790, 604.72, 40,L, 4.7214
  163,   5.800, 635.14, 40,L, 4.6301
  164,   5.810, 700.29, 40,L, 4.4406
  165,   5.820, 711.69, 40,L, 4.4083
  166,   5.830, 718.72, 40,L, 4.3884
  167,   5.840, 738.24, 40,L, 4.3338
  168,   5.850, 741.32, 40,L, 4.3253
  169,   5.860, 734.95, 40,L, 4.3430
  170,   5.870, 702.33, 40,L, 4.4348
  171,   5.880, 652.71, 40,L, 4.5782
  172,   5.890, 642.04, 40,L, 4.6097
  173,   5.900, 615.64, 40,L, 4.6884
  174,   5.910, 592.47, 40,L, 4.7586
  175,   5.920, 556.21, 40,L, 4.8706
  176,   5.930, 531.88, 40,L, 4.9472
  177,   5.940, 516.19, 40,L, 4.9973
  178,   5.950, 450.67, 40,L, 5.2118
  179,   5.960, 441.20, 40,L, 5.2435
  180,   5.970, 419.76, 40,L, 5.3162
  181,   5.980, 393.32, 40,E, 5.4071
  182,   5.990, 394.20, 40,E, 5.4041
  183,   6.000, 381.13, 40,E, 5.4495
  184,   6.010, 361.53, 40,E, 5.5185
  185,   6.020, 373.12, 40,E, 5.4776
  186,   6.030, 360.93, 40,E, 5.5206
  187,   6.040, 370.95, 40,E, 5.4852
  188,   6.050, 375.56, 40,E, 5.4691
  189,   6.060, 368.44, 40,E, 5.4941
  190,   6.070, 367.23, 40,E, 5.4984
  191,   6.080, 360.06, 40,E, 5.5237
  192,   6.090, 342.59, 40,E, 5.5859
  193,   6.100, 356.19, 40,E, 5.5374
  194,   6.110, 342.00, 40,E, 5.5881
  195,   6.120, 347.28, 40,E, 5.5692
  196,   6.130, 331.98, 40,E, 5.6241
  197,   6.140, 325.06, 40,E, 5.6491
  198,   6.150, 315.41, 40,E, 5.6842
  199,   6.160, 326.50, 40,E, 5.6439
  200,   6.170, 328.44, 40,E, 5.6369
  201,   6.180, 326.33, 40,E, 5.6445
  202,   6.190, 316.08, 40,E, 5.6818
  203,   6.200, 326.75, 40,E, 5.6430
  204,   6.210, 323.04, 40,E, 5.6564
  205,   6.220, 311.48, 40,E, 5.6985
  206,   6.230, 292.89, 40,E, 5.7669
  207,   6.240, 309.31, 40,E, 5.7065
  208,   6.250, 299.92, 40,E, 5.7410
  209,   6.260, 296.86, 40,E, 5.7523
  210,   6.270, 310.23, 40,E, 5.7031
  211,   6.280, 302.24, 40,E, 5.7324
  212,   6.290, 280.57, 40,E, 5.8127
  213,   6.300, 300.83, 40,E, 5.7376
  214,   6.310, 286.55, 40,E, 5.7904
  215,   6.320, 294.05, 40,E, 5.7626
  216,   6.330, 299.75, 40,E, 5.7416
  217,   6.340, 313.07, 40,E, 5.6927
