[SAMPLE PARAMETERS]
Time/Date of Scan,          25-Apr-2018   14:37:53
Study ID,                   TW
Sample ID,                  TW-16-44-9
File Name,                  TW-16-44-9
Species,                    PIPO
Operator,                   DV
Description,                
First Ring Year,               2017
First Ring Type,                EW
Is pith present,                No
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             20
Step Size,                        1
Sample Length,                95.00
Measured Length,              87.45
Sample Thickness,              2.23
Late Wood Method,           Threshold
Late Wood Threshold,         450.00
Late Wood Deadband,           25.00
Target Density,              474.30
Actual Density,              474.38
Early Wood Maximum Density,  449.94
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  264.01
Pos of EW Min Density,        53.89
Late Wood Maximum Density,   856.36
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   450.04
Pos of LW Min Density,         7.66
Avg % Late Wood in Sample,    44.16
Zero voltage,                  0.0549
Free air voltage,              6.5805
Mass Absorption Coefficient,   2.868907
Number of scanned data points,   9321
Number of used data points,      8698
[SAMPLE DATA]
    0,   1.940, 315.48, 20,E, 5.3754
    1,   1.950, 311.59, 20,E, 5.3888
    2,   1.960, 294.11, 20,E, 5.4495
    3,   1.970, 312.91, 20,E, 5.3842
    4,   1.980, 300.59, 20,E, 5.4269
    5,   1.990, 306.47, 20,E, 5.4065
    6,   2.000, 320.53, 20,E, 5.3580
    7,   2.010, 319.65, 20,E, 5.3610
    8,   2.020, 317.43, 20,E, 5.3687
    9,   2.030, 304.98, 20,E, 5.4117
   10,   2.040, 309.03, 20,E, 5.3976
   11,   2.050, 288.36, 20,E, 5.4697
   12,   2.060, 293.76, 20,E, 5.4507
   13,   2.070, 318.85, 20,E, 5.3638
   14,   2.080, 309.03, 20,E, 5.3976
   15,   2.090, 288.53, 20,E, 5.4691
   16,   2.100, 308.94, 20,E, 5.3979
   17,   2.110, 323.56, 20,E, 5.3476
   18,   2.120, 306.65, 20,E, 5.4059
   19,   2.130, 298.83, 20,E, 5.4330
   20,   2.140, 308.68, 20,E, 5.3989
   21,   2.150, 295.42, 20,E, 5.4449
   22,   2.160, 291.84, 20,E, 5.4575
   23,   2.170, 311.76, 20,E, 5.3882
   24,   2.180, 316.54, 20,E, 5.3717
   25,   2.190, 305.42, 20,E, 5.4102
   26,   2.200, 314.42, 20,E, 5.3790
   27,   2.210, 306.56, 20,E, 5.4062
   28,   2.220, 308.23, 20,E, 5.4004
   29,   2.230, 296.29, 20,E, 5.4419
   30,   2.240, 326.41, 20,E, 5.3378
   31,   2.250, 319.73, 20,E, 5.3607
