[SAMPLE PARAMETERS]
Time/Date of Scan,          30-Mar-2018   15:17:20
Study ID,                   TW
Sample ID,                  TW-17-163-6
File Name,                  TW-17-163-6
Species,                    PIPO
Operator,                   DV
Description,                North
First Ring Year,               2017
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             34
Step Size,                        1
Sample Length,               115.00
Measured Length,             101.63
Sample Thickness,              2.27
Late Wood Method,           Threshold
Late Wood Threshold,         425.00
Late Wood Deadband,           25.00
Target Density,              418.40
Actual Density,              421.26
Early Wood Maximum Density,  425.00
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  243.39
Pos of EW Min Density,        70.60
Late Wood Maximum Density,   807.00
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   425.09
Pos of LW Min Density,        35.98
Avg % Late Wood in Sample,    34.46
Zero voltage,                  0.0473
Free air voltage,              6.8875
Mass Absorption Coefficient,   2.706270
Number of scanned data points,  10399
Number of used data points,      9689
[SAMPLE DATA]
    0,   4.210, 403.93, 34,E, 5.3769
    1,   4.220, 386.62, 34,E, 5.4343
    2,   4.230, 358.37, 34,E, 5.5292
    3,   4.240, 320.37, 34,E, 5.6595
    4,   4.250, 322.39, 34,E, 5.6525
    5,   4.260, 323.80, 34,E, 5.6476
    6,   4.270, 340.55, 34,E, 5.5899
    7,   4.280, 308.10, 34,E, 5.7022
    8,   4.290, 314.84, 34,E, 5.6787
    9,   4.300, 318.17, 34,E, 5.6671
   10,   4.310, 334.15, 34,E, 5.6119
   11,   4.320, 340.02, 34,E, 5.5917
   12,   4.330, 347.96, 34,E, 5.5646
   13,   4.340, 336.73, 34,E, 5.6030
   14,   4.350, 345.73, 34,E, 5.5722
   15,   4.360, 342.16, 34,E, 5.5844
   16,   4.370, 349.03, 34,E, 5.5609
   17,   4.380, 348.68, 34,E, 5.5621
   18,   4.390, 336.99, 34,E, 5.6021
   19,   4.400, 342.60, 34,E, 5.5829
   20,   4.410, 329.81, 34,E, 5.6268
   21,   4.420, 328.75, 34,E, 5.6305
   22,   4.430, 313.52, 34,E, 5.6833
   23,   4.440, 315.98, 34,E, 5.6747
   24,   4.450, 313.70, 34,E, 5.6827
   25,   4.460, 298.87, 34,E, 5.7346
   26,   4.470, 301.56, 34,E, 5.7251
   27,   4.480, 293.41, 34,E, 5.7538
   28,   4.490, 290.04, 34,E, 5.7657
   29,   4.500, 283.32, 34,E, 5.7895
   30,   4.510, 296.36, 34,E, 5.7434
   31,   4.520, 295.23, 34,E, 5.7474
   32,   4.530, 256.20, 34,E, 5.8865
   33,   4.540, 277.31, 34,E, 5.8109
   34,   4.550, 269.53, 34,E, 5.8386
   35,   4.560, 273.97, 34,E, 5.8228
   36,   4.570, 289.61, 34,E, 5.7672
   37,   4.580, 277.14, 34,E, 5.8115
   38,   4.590, 280.05, 34,E, 5.8011
   39,   4.600, 278.17, 34,E, 5.8078
   40,   4.610, 298.26, 34,E, 5.7367
   41,   4.620, 271.92, 34,E, 5.8301
   42,   4.630, 277.74, 34,E, 5.8093
   43,   4.640, 289.61, 34,E, 5.7672
   44,   4.650, 275.60, 34,E, 5.8170
   45,   4.660, 269.96, 34,E, 5.8371
   46,   4.670, 262.81, 34,E, 5.8627
   47,   4.680, 297.14, 34,E, 5.7407
   48,   4.690, 294.88, 34,E, 5.7486
   49,   4.700, 296.27, 34,E, 5.7437
   50,   4.710, 307.84, 34,E, 5.7031
   51,   4.720, 296.70, 34,E, 5.7422
   52,   4.730, 295.32, 34,E, 5.7471
   53,   4.740, 295.49, 34,E, 5.7465
   54,   4.750, 274.49, 34,E, 5.8209
   55,   4.760, 312.56, 34,E, 5.6866
   56,   4.770, 287.37, 34,E, 5.7751
   57,   4.780, 314.14, 34,E, 5.6812
   58,   4.790, 303.83, 34,E, 5.7172
   59,   4.800, 296.36, 34,E, 5.7434
   60,   4.810, 302.78, 34,E, 5.7208
   61,   4.820, 291.59, 34,E, 5.7602
   62,   4.830, 300.96, 34,E, 5.7272
   63,   4.840, 328.93, 34,E, 5.6299
   64,   4.850, 307.75, 34,E, 5.7034
   65,   4.860, 287.45, 34,E, 5.7748
   66,   4.870, 300.43, 34,E, 5.7291
   67,   4.880, 311.16, 34,E, 5.6915
   68,   4.890, 296.27, 34,E, 5.7437
   69,   4.900, 306.18, 34,E, 5.7089
   70,   4.910, 301.04, 34,E, 5.7269
   71,   4.920, 291.08, 34,E, 5.7620
   72,   4.930, 314.66, 34,E, 5.6793
   73,   4.940, 310.72, 34,E, 5.6931
   74,   4.950, 293.24, 34,E, 5.7544
   75,   4.960, 293.06, 34,E, 5.7550
   76,   4.970, 275.68, 34,E, 5.8167
   77,   4.980, 308.54, 34,E, 5.7007
   78,   4.990, 313.52, 34,E, 5.6833
   79,   5.000, 309.93, 34,E, 5.6958
   80,   5.010, 302.43, 34,E, 5.7220
   81,   5.020, 314.40, 34,E, 5.6802
   82,   5.030, 307.75, 34,E, 5.7034
   83,   5.040, 285.99, 34,E, 5.7800
   84,   5.050, 318.70, 34,E, 5.6653
   85,   5.060, 288.66, 34,E, 5.7706
   86,   5.070, 305.05, 34,E, 5.7129
   87,   5.080, 313.87, 34,E, 5.6821
   88,   5.090, 321.78, 34,E, 5.6546
   89,   5.100, 314.92, 34,E, 5.6784
   90,   5.110, 306.79, 34,E, 5.7068
   91,   5.120, 323.28, 34,E, 5.6494
   92,   5.130, 304.00, 34,E, 5.7166
   93,   5.140, 329.01, 34,E, 5.6296
   94,   5.150, 301.83, 34,E, 5.7242
   95,   5.160, 317.38, 34,E, 5.6699
   96,   5.170, 316.50, 34,E, 5.6729
   97,   5.180, 306.53, 34,E, 5.7077
   98,   5.190, 295.58, 34,E, 5.7462
   99,   5.200, 294.36, 34,E, 5.7504
  100,   5.210, 332.20, 34,E, 5.6186
  101,   5.220, 316.33, 34,E, 5.6735
  102,   5.230, 320.90, 34,E, 5.6577
  103,   5.240, 306.44, 34,E, 5.7080
  104,   5.250, 305.05, 34,E, 5.7129
  105,   5.260, 312.47, 34,E, 5.6870
  106,   5.270, 301.74, 34,E, 5.7245
  107,   5.280, 290.90, 34,E, 5.7626
  108,   5.290, 306.44, 34,E, 5.7080
  109,   5.300, 304.52, 34,E, 5.7147
  110,   5.310, 290.99, 34,E, 5.7623
  111,   5.320, 303.13, 34,E, 5.7196
  112,   5.330, 323.19, 34,E, 5.6497
  113,   5.340, 311.33, 34,E, 5.6909
  114,   5.350, 320.46, 34,E, 5.6592
  115,   5.360, 332.02, 34,E, 5.6192
  116,   5.370, 300.17, 34,E, 5.7300
  117,   5.380, 309.24, 34,E, 5.6982
  118,   5.390, 313.17, 34,E, 5.6845
  119,   5.400, 299.65, 34,E, 5.7318
  120,   5.410, 318.08, 34,E, 5.6674
  121,   5.420, 328.22, 34,E, 5.6323
  122,   5.430, 312.56, 34,E, 5.6866
  123,   5.440, 307.58, 34,E, 5.7040
  124,   5.450, 320.55, 34,E, 5.6589
  125,   5.460, 310.63, 34,E, 5.6934
  126,   5.470, 324.86, 34,E, 5.6439
  127,   5.480, 318.79, 34,E, 5.6650
  128,   5.490, 316.77, 34,E, 5.6720
  129,   5.500, 316.33, 34,E, 5.6735
  130,   5.510, 315.19, 34,E, 5.6775
  131,   5.520, 296.10, 34,E, 5.7443
  132,   5.530, 315.54, 34,E, 5.6763
  133,   5.540, 335.66, 34,E, 5.6067
  134,   5.550, 329.72, 34,E, 5.6271
  135,   5.560, 311.42, 34,E, 5.6906
  136,   5.570, 327.60, 34,E, 5.6345
  137,   5.580, 311.42, 34,E, 5.6906
  138,   5.590, 304.87, 34,E, 5.7135
  139,   5.600, 332.02, 34,E, 5.6192
  140,   5.610, 317.47, 34,E, 5.6696
  141,   5.620, 317.21, 34,E, 5.6705
  142,   5.630, 319.31, 34,E, 5.6631
  143,   5.640, 339.48, 34,E, 5.5936
  144,   5.650, 361.80, 34,E, 5.5176
  145,   5.660, 346.71, 34,E, 5.5688
  146,   5.670, 332.20, 34,E, 5.6186
  147,   5.680, 336.46, 34,E, 5.6039
  148,   5.690, 359.72, 34,E, 5.5246
  149,   5.700, 401.62, 34,E, 5.3845
  150,   5.710, 408.66, 34,E, 5.3613
  151,   5.720, 431.95, 33,L, 5.2853
  152,   5.730, 422.46, 33,E, 5.3162
  153,   5.740, 473.16, 33,L, 5.1535
  154,   5.750, 490.64, 33,L, 5.0986
  155,   5.760, 500.63, 33,L, 5.0674
  156,   5.770, 517.42, 33,L, 5.0156
  157,   5.780, 530.58, 33,L, 4.9753
  158,   5.790, 593.73, 33,L, 4.7864
  159,   5.800, 601.34, 33,L, 4.7641
  160,   5.810, 602.59, 33,L, 4.7604
  161,   5.820, 628.42, 33,L, 4.6857
  162,   5.830, 651.21, 33,L, 4.6207
  163,   5.840, 680.34, 33,L, 4.5389
  164,   5.850, 702.65, 33,L, 4.4772
  165,   5.860, 716.39, 33,L, 4.4397
  166,   5.870, 701.10, 33,L, 4.4815
  167,   5.880, 729.45, 33,L, 4.4043
  168,   5.890, 720.54, 33,L, 4.4284
  169,   5.900, 725.38, 33,L, 4.4153
  170,   5.910, 740.34, 33,L, 4.3750
  171,   5.920, 762.68, 33,L, 4.3155
  172,   5.930, 756.00, 33,L, 4.3332
  173,   5.940, 754.97, 33,L, 4.3359
  174,   5.950, 740.68, 33,L, 4.3741
  175,   5.960, 735.22, 33,L, 4.3887
  176,   5.970, 736.92, 33,L, 4.3842
  177,   5.980, 687.82, 33,L, 4.5181
  178,   5.990, 700.43, 33,L, 4.4833
  179,   6.000, 654.23, 33,L, 4.6121
  180,   6.010, 718.52, 33,L, 4.4339
  181,   6.020, 681.77, 33,L, 4.5349
  182,   6.030, 644.00, 33,L, 4.6411
  183,   6.040, 646.15, 33,L, 4.6350
  184,   6.050, 646.90, 33,L, 4.6329
  185,   6.060, 628.31, 33,L, 4.6860
  186,   6.070, 621.74, 33,L, 4.7049
  187,   6.080, 597.68, 33,L, 4.7748
  188,   6.090, 604.37, 33,L, 4.7552
  189,   6.100, 579.12, 33,L, 4.8294
  190,   6.110, 594.25, 33,L, 4.7849
  191,   6.120, 563.94, 33,L, 4.8746
  192,   6.130, 561.08, 33,L, 4.8831
  193,   6.140, 564.24, 33,L, 4.8737
  194,   6.150, 526.28, 33,L, 4.9884
  195,   6.160, 541.82, 33,L, 4.9411
  196,   6.170, 567.41, 33,L, 4.8642
  197,   6.180, 569.57, 33,L, 4.8578
  198,   6.190, 584.91, 33,L, 4.8123
  199,   6.200, 575.73, 33,L, 4.8395
  200,   6.210, 593.73, 33,L, 4.7864
  201,   6.220, 581.19, 33,L, 4.8233
  202,   6.230, 601.96, 33,L, 4.7623
  203,   6.240, 586.05, 33,L, 4.8090
  204,   6.250, 536.59, 33,L, 4.9570
  205,   6.260, 594.45, 33,L, 4.7842
  206,   6.270, 599.46, 33,L, 4.7696
  207,   6.280, 605.63, 33,L, 4.7516
  208,   6.290, 576.14, 33,L, 4.8383
  209,   6.300, 582.74, 33,L, 4.8187
  210,   6.310, 567.82, 33,L, 4.8630
  211,   6.320, 593.31, 33,L, 4.7876
  212,   6.330, 557.72, 33,L, 4.8932
  213,   6.340, 546.26, 33,L, 4.9277
  214,   6.350, 555.38, 33,L, 4.9002
  215,   6.360, 526.38, 33,L, 4.9881
  216,   6.370, 539.51, 33,L, 4.9481
  217,   6.380, 519.61, 33,L, 5.0089
  218,   6.390, 499.46, 33,L, 5.0711
  219,   6.400, 470.94, 33,L, 5.1605
  220,   6.410, 484.50, 33,L, 5.1178
  221,   6.420, 466.70, 33,L, 5.1740
  222,   6.430, 438.75, 33,L, 5.2634
  223,   6.440, 402.45, 33,E, 5.3818
  224,   6.450, 405.42, 33,E, 5.3720
  225,   6.460, 396.82, 33,E, 5.4004
  226,   6.470, 416.67, 33,E, 5.3351
  227,   6.480, 379.49, 33,E, 5.4581
  228,   6.490, 393.96, 33,E, 5.4099
  229,   6.500, 388.45, 33,E, 5.4282
  230,   6.510, 374.02, 33,E, 5.4764
  231,   6.520, 370.30, 33,E, 5.4889
  232,   6.530, 369.49, 33,E, 5.4916
  233,   6.540, 371.75, 33,E, 5.4840
  234,   6.550, 392.40, 33,E, 5.4150
  235,   6.560, 373.21, 33,E, 5.4791
  236,   6.570, 362.52, 33,E, 5.5151
  237,   6.580, 388.09, 33,E, 5.4294
  238,   6.590, 363.42, 33,E, 5.5121
  239,   6.600, 356.57, 33,E, 5.5353
  240,   6.610, 370.94, 33,E, 5.4868
  241,   6.620, 375.66, 33,E, 5.4709
  242,   6.630, 379.67, 33,E, 5.4575
  243,   6.640, 369.58, 33,E, 5.4913
  244,   6.650, 351.45, 33,E, 5.5527
  245,   6.660, 340.19, 33,E, 5.5911
  246,   6.670, 346.44, 33,E, 5.5698
  247,   6.680, 356.66, 33,E, 5.5350
  248,   6.690, 367.13, 33,E, 5.4996
  249,   6.700, 363.33, 33,E, 5.5124
  250,   6.710, 348.77, 33,E, 5.5618
  251,   6.720, 346.89, 33,E, 5.5682
  252,   6.730, 350.56, 33,E, 5.5557
  253,   6.740, 339.75, 33,E, 5.5927
  254,   6.750, 361.26, 33,E, 5.5194
  255,   6.760, 348.68, 33,E, 5.5621
  256,   6.770, 342.60, 33,E, 5.5829
  257,   6.780, 330.61, 33,E, 5.6241
  258,   6.790, 330.16, 33,E, 5.6256
  259,   6.800, 352.98, 33,E, 5.5475
  260,   6.810, 351.09, 33,E, 5.5539
  261,   6.820, 353.25, 33,E, 5.5466
  262,   6.830, 352.26, 33,E, 5.5499
  263,   6.840, 360.62, 33,E, 5.5215
  264,   6.850, 340.37, 33,E, 5.5905
  265,   6.860, 364.05, 33,E, 5.5099
  266,   6.870, 343.76, 33,E, 5.5789
  267,   6.880, 340.46, 33,E, 5.5902
  268,   6.890, 318.70, 33,E, 5.6653
  269,   6.900, 330.08, 33,E, 5.6259
  270,   6.910, 319.05, 33,E, 5.6641
  271,   6.920, 347.42, 33,E, 5.5664
  272,   6.930, 325.13, 33,E, 5.6430
  273,   6.940, 323.45, 33,E, 5.6488
  274,   6.950, 330.16, 33,E, 5.6256
  275,   6.960, 318.08, 33,E, 5.6674
  276,   6.970, 322.48, 33,E, 5.6522
  277,   6.980, 309.41, 33,E, 5.6976
  278,   6.990, 327.33, 33,E, 5.6354
  279,   7.000, 323.36, 33,E, 5.6491
  280,   7.010, 316.85, 33,E, 5.6717
  281,   7.020, 344.39, 33,E, 5.5768
  282,   7.030, 343.85, 33,E, 5.5786
  283,   7.040, 324.24, 33,E, 5.6461
  284,   7.050, 322.22, 33,E, 5.6531
  285,   7.060, 330.08, 33,E, 5.6259
  286,   7.070, 335.57, 33,E, 5.6070
  287,   7.080, 331.31, 33,E, 5.6216
  288,   7.090, 345.19, 33,E, 5.5740
  289,   7.100, 315.80, 33,E, 5.6754
  290,   7.110, 323.36, 33,E, 5.6491
  291,   7.120, 328.39, 33,E, 5.6317
  292,   7.130, 327.60, 33,E, 5.6345
  293,   7.140, 295.23, 33,E, 5.7474
  294,   7.150, 308.62, 33,E, 5.7004
  295,   7.160, 321.16, 33,E, 5.6567
  296,   7.170, 305.31, 33,E, 5.7120
  297,   7.180, 304.35, 33,E, 5.7153
  298,   7.190, 318.17, 33,E, 5.6671
  299,   7.200, 295.92, 33,E, 5.7449
  300,   7.210, 300.70, 33,E, 5.7281
  301,   7.220, 292.37, 33,E, 5.7574
  302,   7.230, 312.12, 33,E, 5.6882
  303,   7.240, 304.52, 33,E, 5.7147
  304,   7.250, 305.92, 33,E, 5.7098
  305,   7.260, 292.29, 33,E, 5.7578
  306,   7.270, 297.83, 33,E, 5.7382
  307,   7.280, 285.38, 33,E, 5.7822
  308,   7.290, 300.61, 33,E, 5.7285
  309,   7.300, 307.58, 33,E, 5.7040
  310,   7.310, 293.50, 33,E, 5.7535
  311,   7.320, 289.87, 33,E, 5.7663
  312,   7.330, 301.39, 33,E, 5.7257
  313,   7.340, 297.48, 33,E, 5.7394
  314,   7.350, 289.95, 33,E, 5.7660
  315,   7.360, 274.91, 33,E, 5.8194
  316,   7.370, 275.60, 33,E, 5.8170
  317,   7.380, 298.61, 33,E, 5.7355
  318,   7.390, 296.53, 33,E, 5.7428
  319,   7.400, 305.57, 33,E, 5.7111
  320,   7.410, 304.18, 33,E, 5.7159
  321,   7.420, 309.59, 33,E, 5.6970
  322,   7.430, 293.32, 33,E, 5.7541
  323,   7.440, 303.04, 33,E, 5.7199
  324,   7.450, 287.88, 33,E, 5.7733
  325,   7.460, 293.15, 33,E, 5.7547
  326,   7.470, 313.26, 33,E, 5.6842
  327,   7.480, 289.69, 33,E, 5.7669
  328,   7.490, 302.26, 33,E, 5.7227
  329,   7.500, 285.99, 33,E, 5.7800
  330,   7.510, 301.65, 33,E, 5.7248
  331,   7.520, 320.37, 33,E, 5.6595
  332,   7.530, 307.49, 33,E, 5.7043
  333,   7.540, 305.40, 33,E, 5.7117
  334,   7.550, 296.62, 33,E, 5.7425
  335,   7.560, 300.09, 33,E, 5.7303
  336,   7.570, 277.40, 33,E, 5.8105
  337,   7.580, 292.98, 33,E, 5.7553
  338,   7.590, 275.51, 33,E, 5.8173
  339,   7.600, 320.81, 33,E, 5.6580
  340,   7.610, 313.35, 33,E, 5.6839
  341,   7.620, 326.45, 33,E, 5.6384
  342,   7.630, 305.40, 33,E, 5.7117
  343,   7.640, 307.23, 33,E, 5.7053
  344,   7.650, 316.85, 33,E, 5.6717
  345,   7.660, 330.16, 33,E, 5.6256
  346,   7.670, 292.20, 33,E, 5.7581
  347,   7.680, 298.87, 33,E, 5.7346
  348,   7.690, 312.91, 33,E, 5.6854
  349,   7.700, 304.52, 33,E, 5.7147
  350,   7.710, 309.50, 33,E, 5.6973
  351,   7.720, 316.33, 33,E, 5.6735
  352,   7.730, 313.00, 33,E, 5.6851
  353,   7.740, 344.65, 33,E, 5.5759
  354,   7.750, 330.25, 33,E, 5.6253
  355,   7.760, 319.49, 33,E, 5.6625
  356,   7.770, 316.85, 33,E, 5.6717
  357,   7.780, 333.35, 33,E, 5.6146
  358,   7.790, 308.97, 33,E, 5.6992
  359,   7.800, 330.08, 33,E, 5.6259
  360,   7.810, 321.43, 33,E, 5.6558
  361,   7.820, 336.64, 33,E, 5.6033
  362,   7.830, 338.77, 33,E, 5.5960
  363,   7.840, 318.00, 33,E, 5.6677
  364,   7.850, 314.57, 33,E, 5.6796
  365,   7.860, 338.33, 33,E, 5.5975
  366,   7.870, 318.61, 33,E, 5.6656
  367,   7.880, 336.64, 33,E, 5.6033
  368,   7.890, 293.84, 33,E, 5.7523
  369,   7.900, 298.78, 33,E, 5.7349
  370,   7.910, 322.04, 33,E, 5.6537
  371,   7.920, 334.95, 33,E, 5.6091
  372,   7.930, 316.59, 33,E, 5.6726
  373,   7.940, 340.82, 33,E, 5.5890
  374,   7.950, 334.33, 33,E, 5.6113
  375,   7.960, 339.13, 33,E, 5.5948
  376,   7.970, 349.57, 33,E, 5.5591
  377,   7.980, 369.76, 33,E, 5.4907
  378,   7.990, 387.44, 33,E, 5.4315
  379,   8.000, 383.69, 33,E, 5.4440
  380,   8.010, 413.78, 33,E, 5.3445
  381,   8.020, 400.70, 33,E, 5.3876
  382,   8.030, 417.60, 33,E, 5.3320
  383,   8.040, 468.24, 32,L, 5.1691
  384,   8.050, 459.40, 32,L, 5.1971
  385,   8.060, 487.62, 32,L, 5.1080
  386,   8.070, 484.41, 32,L, 5.1181
  387,   8.080, 523.19, 32,L, 4.9979
  388,   8.090, 535.39, 32,L, 4.9606
  389,   8.100, 574.08, 32,L, 4.8444
  390,   8.110, 594.97, 32,L, 4.7827
  391,   8.120, 631.40, 32,L, 4.6771
  392,   8.130, 633.53, 32,L, 4.6710
  393,   8.140, 636.30, 32,L, 4.6631
  394,   8.150, 674.21, 32,L, 4.5560
  395,   8.160, 687.16, 32,L, 4.5200
  396,   8.170, 704.65, 32,L, 4.4717
  397,   8.180, 727.75, 32,L, 4.4089
  398,   8.190, 735.11, 32,L, 4.3890
  399,   8.200, 769.96, 32,L, 4.2963
  400,   8.210, 750.84, 32,L, 4.3469
  401,   8.220, 790.25, 32,L, 4.2432
  402,   8.230, 772.75, 32,L, 4.2889
  403,   8.240, 789.43, 32,L, 4.2453
  404,   8.250, 782.64, 32,L, 4.2630
  405,   8.260, 799.78, 32,L, 4.2184
  406,   8.270, 798.13, 32,L, 4.2227
  407,   8.280, 803.92, 32,L, 4.2078
  408,   8.290, 791.66, 32,L, 4.2395
  409,   8.300, 786.15, 32,L, 4.2538
  410,   8.310, 791.90, 32,L, 4.2389
  411,   8.320, 779.49, 32,L, 4.2712
  412,   8.330, 799.90, 32,L, 4.2181
  413,   8.340, 783.81, 32,L, 4.2599
  414,   8.350, 777.16, 32,L, 4.2773
  415,   8.360, 773.33, 32,L, 4.2874
  416,   8.370, 765.68, 32,L, 4.3076
  417,   8.380, 744.21, 32,L, 4.3646
  418,   8.390, 776.46, 32,L, 4.2792
  419,   8.400, 756.58, 32,L, 4.3317
  420,   8.410, 748.89, 32,L, 4.3521
  421,   8.420, 746.72, 32,L, 4.3579
  422,   8.430, 724.59, 32,L, 4.4174
  423,   8.440, 729.45, 32,L, 4.4043
  424,   8.450, 679.36, 32,L, 4.5416
  425,   8.460, 707.77, 32,L, 4.4632
  426,   8.470, 710.68, 32,L, 4.4553
  427,   8.480, 685.18, 32,L, 4.5255
  428,   8.490, 679.79, 32,L, 4.5404
  429,   8.500, 675.20, 32,L, 4.5532
  430,   8.510, 656.71, 32,L, 4.6051
  431,   8.520, 667.99, 32,L, 4.5734
  432,   8.530, 665.06, 32,L, 4.5816
  433,   8.540, 647.98, 32,L, 4.6298
  434,   8.550, 647.66, 32,L, 4.6307
  435,   8.560, 614.35, 32,L, 4.7263
  436,   8.570, 623.54, 32,L, 4.6997
  437,   8.580, 611.82, 32,L, 4.7336
  438,   8.590, 596.85, 32,L, 4.7772
  439,   8.600, 604.68, 32,L, 4.7543
  440,   8.610, 585.53, 32,L, 4.8105
  441,   8.620, 585.22, 32,L, 4.8114
  442,   8.630, 595.91, 32,L, 4.7800
  443,   8.640, 568.34, 32,L, 4.8615
  444,   8.650, 589.78, 32,L, 4.7980
  445,   8.660, 571.72, 32,L, 4.8514
  446,   8.670, 566.29, 32,L, 4.8676
  447,   8.680, 544.04, 32,L, 4.9344
  448,   8.690, 541.42, 32,L, 4.9423
  449,   8.700, 563.73, 32,L, 4.8752
  450,   8.710, 549.90, 32,L, 4.9167
  451,   8.720, 523.79, 32,L, 4.9960
  452,   8.730, 515.14, 32,L, 5.0226
  453,   8.740, 519.91, 32,L, 5.0079
  454,   8.750, 522.89, 32,L, 4.9988
  455,   8.760, 482.46, 32,L, 5.1242
  456,   8.770, 486.06, 32,L, 5.1129
  457,   8.780, 509.70, 32,L, 5.0394
  458,   8.790, 475.77, 32,L, 5.1453
  459,   8.800, 473.93, 32,L, 5.1511
  460,   8.810, 477.32, 32,L, 5.1404
  461,   8.820, 478.39, 32,L, 5.1370
  462,   8.830, 472.10, 32,L, 5.1569
  463,   8.840, 480.42, 32,L, 5.1306
  464,   8.850, 458.06, 32,L, 5.2014
  465,   8.860, 452.43, 32,L, 5.2194
  466,   8.870, 455.29, 32,L, 5.2103
  467,   8.880, 448.80, 32,L, 5.2310
  468,   8.890, 449.57, 32,L, 5.2286
  469,   8.900, 449.76, 32,L, 5.2280
  470,   8.910, 433.65, 32,L, 5.2798
  471,   8.920, 421.25, 32,E, 5.3201
  472,   8.930, 437.90, 32,L, 5.2661
  473,   8.940, 425.65, 32,L, 5.3058
  474,   8.950, 417.42, 32,E, 5.3326
