[SAMPLE PARAMETERS]
Time/Date of Scan,          06-Apr-2018   08:53:02
Study ID,                   TW
Sample ID,                  TW-13-176-4
File Name,                  TW-13-176-4
Species,                    PIPO
Operator,                   DV
Description,                curved rings
First Ring Year,               2016
First Ring Type,                EW
Is pith present,                No
No. pith rings missing,           3
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             62
Step Size,                        1
Sample Length,                88.00
Measured Length,              77.24
Sample Thickness,              2.24
Late Wood Method,           Threshold
Late Wood Threshold,         425.00
Late Wood Deadband,           25.00
Target Density,              431.90
Actual Density,              431.44
Early Wood Maximum Density,  424.93
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  279.89
Pos of EW Min Density,        21.52
Late Wood Maximum Density,   960.14
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   425.02
Pos of LW Min Density,        20.42
Avg % Late Wood in Sample,    32.39
Zero voltage,                  0.0531
Free air voltage,              6.9571
Mass Absorption Coefficient,   2.784672
Number of scanned data points,   8597
Number of used data points,      7493
[SAMPLE DATA]
    0,   4.050, 703.55, 64,L, 4.4858
    1,   4.060, 649.18, 64,L, 4.6405
    2,   4.070, 616.62, 64,L, 4.7357
    3,   4.080, 626.99, 64,L, 4.7052
    4,   4.090, 673.83, 64,L, 4.5697
    5,   4.100, 671.05, 64,L, 4.5776
    6,   4.110, 666.14, 64,L, 4.5917
    7,   4.120, 659.44, 64,L, 4.6109
    8,   4.130, 624.08, 63,L, 4.7137
    9,   4.140, 647.08, 63,L, 4.6466
   10,   4.150, 689.43, 63,L, 4.5255
   11,   4.160, 730.16, 63,L, 4.4119
   12,   4.170, 736.83, 63,L, 4.3936
   13,   4.180, 694.95, 63,L, 4.5099
   14,   4.190, 650.34, 63,L, 4.6371
   15,   4.200, 671.80, 63,L, 4.5755
   16,   4.210, 649.61, 63,L, 4.6393
   17,   4.220, 649.82, 63,L, 4.6387
   18,   4.230, 601.81, 63,L, 4.7797
   19,   4.240, 582.58, 63,L, 4.8373
   20,   4.250, 515.83, 63,L, 5.0430
   21,   4.260, 490.99, 63,L, 5.1218
   22,   4.270, 470.49, 63,L, 5.1877
   23,   4.280, 432.74, 63,L, 5.3113
   24,   4.290, 461.93, 63,L, 5.2155
   25,   4.300, 442.07, 63,L, 5.2805
   26,   4.310, 480.71, 62,L, 5.1547
   27,   4.320, 469.83, 62,L, 5.1898
   28,   4.330, 458.93, 62,L, 5.2252
   29,   4.340, 489.37, 62,L, 5.1270
   30,   4.350, 512.63, 62,L, 5.0531
   31,   4.360, 534.76, 62,L, 4.9838
   32,   4.370, 514.27, 62,L, 5.0479
   33,   4.380, 527.80, 62,L, 5.0055
   34,   4.390, 563.28, 62,L, 4.8959
   35,   4.400, 584.51, 62,L, 4.8315
   36,   4.410, 612.29, 62,L, 4.7485
   37,   4.420, 614.35, 62,L, 4.7424
   38,   4.430, 660.19, 62,L, 4.6088
   39,   4.440, 676.40, 62,L, 4.5624
   40,   4.450, 705.18, 62,L, 4.4812
   41,   4.460, 763.10, 62,L, 4.3222
   42,   4.470, 711.53, 62,L, 4.4635
   43,   4.480, 725.18, 62,L, 4.4257
   44,   4.490, 717.13, 62,L, 4.4479
   45,   4.500, 716.03, 62,L, 4.4510
   46,   4.510, 703.98, 62,L, 4.4846
   47,   4.520, 696.15, 62,L, 4.5065
   48,   4.530, 700.06, 62,L, 4.4955
   49,   4.540, 671.48, 62,L, 4.5764
   50,   4.550, 660.19, 62,L, 4.6088
   51,   4.560, 622.31, 62,L, 4.7189
   52,   4.570, 601.10, 62,L, 4.7818
   53,   4.580, 588.05, 62,L, 4.8209
   54,   4.590, 539.87, 62,L, 4.9680
   55,   4.600, 505.67, 62,L, 5.0751
   56,   4.610, 484.41, 62,L, 5.1428
   57,   4.620, 457.34, 62,L, 5.2304
   58,   4.630, 450.25, 62,L, 5.2536
   59,   4.640, 434.77, 62,L, 5.3046
   60,   4.650, 416.15, 62,E, 5.3665
   61,   4.660, 420.08, 62,E, 5.3534
   62,   4.670, 419.26, 62,E, 5.3561
   63,   4.680, 399.11, 62,E, 5.4239
   64,   4.690, 405.79, 62,E, 5.4013
   65,   4.700, 428.88, 61,L, 5.3241
   66,   4.710, 437.08, 61,L, 5.2969
   67,   4.720, 466.63, 61,L, 5.2002
   68,   4.730, 477.58, 61,L, 5.1648
   69,   4.740, 491.56, 61,L, 5.1199
   70,   4.750, 512.34, 61,L, 5.0540
   71,   4.760, 508.76, 61,L, 5.0653
   72,   4.770, 465.21, 61,L, 5.2048
   73,   4.780, 518.84, 61,L, 5.0336
   74,   4.790, 521.95, 61,L, 5.0238
   75,   4.800, 498.46, 61,L, 5.0980
   76,   4.810, 527.41, 61,L, 5.0067
   77,   4.820, 525.75, 61,L, 5.0119
   78,   4.830, 551.14, 61,L, 4.9332
   79,   4.840, 551.63, 61,L, 4.9316
   80,   4.850, 580.87, 61,L, 4.8425
   81,   4.860, 605.61, 61,L, 4.7684
   82,   4.870, 628.86, 61,L, 4.6997
   83,   4.880, 632.61, 61,L, 4.6887
   84,   4.890, 616.42, 61,L, 4.7363
   85,   4.900, 572.60, 61,L, 4.8676
   86,   4.910, 548.46, 61,L, 4.9414
   87,   4.920, 533.87, 61,L, 4.9866
   88,   4.930, 511.47, 61,L, 5.0568
   89,   4.940, 483.08, 61,L, 5.1471
   90,   4.950, 419.80, 61,E, 5.3543
   91,   4.960, 402.45, 61,E, 5.4126
   92,   4.970, 402.18, 61,E, 5.4135
   93,   4.980, 387.96, 61,E, 5.4617
   94,   4.990, 386.26, 61,E, 5.4675
   95,   5.000, 366.51, 61,E, 5.5353
   96,   5.010, 354.01, 61,E, 5.5786
   97,   5.020, 342.39, 61,E, 5.6192
   98,   5.030, 366.60, 61,E, 5.5350
   99,   5.040, 367.31, 61,E, 5.5325
  100,   5.050, 338.56, 61,E, 5.6326
  101,   5.060, 361.40, 61,E, 5.5530
  102,   5.070, 300.88, 61,E, 5.7666
  103,   5.080, 332.06, 61,E, 5.6555
  104,   5.090, 325.33, 61,E, 5.6793
  105,   5.100, 347.36, 61,E, 5.6018
  106,   5.110, 359.81, 61,E, 5.5585
  107,   5.120, 370.05, 61,E, 5.5231
  108,   5.130, 378.76, 61,E, 5.4932
  109,   5.140, 362.28, 61,E, 5.5499
  110,   5.150, 402.99, 61,E, 5.4108
  111,   5.160, 404.71, 61,E, 5.4050
  112,   5.170, 365.45, 61,E, 5.5389
  113,   5.180, 370.23, 61,E, 5.5225
  114,   5.190, 374.31, 61,E, 5.5084
  115,   5.200, 382.15, 61,E, 5.4816
  116,   5.210, 381.97, 61,E, 5.4822
  117,   5.220, 385.27, 61,E, 5.4709
  118,   5.230, 390.38, 61,E, 5.4535
  119,   5.240, 433.66, 61,L, 5.3082
  120,   5.250, 433.94, 61,L, 5.3073
  121,   5.260, 418.07, 61,E, 5.3601
  122,   5.270, 395.95, 61,E, 5.4346
  123,   5.280, 372.09, 61,E, 5.5161
  124,   5.290, 325.67, 61,E, 5.6781
  125,   5.300, 342.13, 61,E, 5.6201
  126,   5.310, 361.84, 61,E, 5.5515
  127,   5.320, 368.11, 61,E, 5.5298
  128,   5.330, 353.22, 61,E, 5.5814
  129,   5.340, 345.70, 61,E, 5.6076
  130,   5.350, 353.40, 61,E, 5.5807
  131,   5.360, 353.57, 60,E, 5.5801
  132,   5.370, 340.65, 60,E, 5.6253
  133,   5.380, 331.37, 60,E, 5.6580
  134,   5.390, 384.74, 60,E, 5.4727
  135,   5.400, 379.29, 60,E, 5.4913
  136,   5.410, 416.70, 60,E, 5.3647
  137,   5.420, 431.36, 60,L, 5.3159
  138,   5.430, 456.31, 60,L, 5.2338
  139,   5.440, 466.63, 60,L, 5.2002
  140,   5.450, 474.64, 60,L, 5.1743
  141,   5.460, 430.71, 60,L, 5.3180
  142,   5.470, 399.11, 60,E, 5.4239
  143,   5.480, 388.94, 60,E, 5.4584
  144,   5.490, 427.31, 60,L, 5.3293
  145,   5.500, 442.16, 60,L, 5.2802
  146,   5.510, 489.75, 60,L, 5.1257
  147,   5.520, 500.57, 60,L, 5.0912
  148,   5.530, 501.15, 60,L, 5.0894
  149,   5.540, 485.46, 60,L, 5.1395
  150,   5.550, 477.77, 60,L, 5.1642
  151,   5.560, 425.20, 60,L, 5.3363
  152,   5.570, 409.42, 60,E, 5.3891
  153,   5.580, 388.94, 60,E, 5.4584
  154,   5.590, 380.63, 60,E, 5.4868
  155,   5.600, 354.10, 60,E, 5.5783
  156,   5.610, 393.97, 60,E, 5.4413
  157,   5.620, 366.07, 60,E, 5.5368
  158,   5.630, 362.98, 60,E, 5.5475
  159,   5.640, 352.96, 60,E, 5.5823
  160,   5.650, 338.91, 60,E, 5.6314
  161,   5.660, 345.88, 60,E, 5.6070
  162,   5.670, 365.37, 60,E, 5.5392
  163,   5.680, 334.83, 60,E, 5.6458
  164,   5.690, 323.87, 60,E, 5.6845
  165,   5.700, 319.05, 60,E, 5.7016
  166,   5.710, 321.89, 60,E, 5.6915
  167,   5.720, 336.83, 60,E, 5.6387
  168,   5.730, 329.82, 59,E, 5.6635
  169,   5.740, 347.10, 59,E, 5.6027
  170,   5.750, 349.02, 59,E, 5.5960
  171,   5.760, 335.87, 59,E, 5.6421
  172,   5.770, 394.69, 59,E, 5.4388
  173,   5.780, 391.10, 59,E, 5.4510
  174,   5.790, 424.47, 59,E, 5.3387
  175,   5.800, 445.78, 59,L, 5.2682
  176,   5.810, 480.04, 59,L, 5.1569
  177,   5.820, 515.92, 59,L, 5.0427
  178,   5.830, 521.27, 59,L, 5.0259
  179,   5.840, 529.56, 59,L, 5.0000
  180,   5.850, 560.39, 59,L, 4.9048
  181,   5.860, 577.84, 59,L, 4.8517
  182,   5.870, 569.29, 59,L, 4.8776
  183,   5.880, 581.98, 59,L, 4.8392
  184,   5.890, 543.52, 59,L, 4.9567
  185,   5.900, 531.13, 59,L, 4.9951
  186,   5.910, 586.13, 59,L, 4.8267
  187,   5.920, 615.38, 59,L, 4.7394
  188,   5.930, 618.69, 59,L, 4.7296
  189,   5.940, 566.98, 59,L, 4.8846
  190,   5.950, 560.49, 59,L, 4.9045
  191,   5.960, 564.08, 59,L, 4.8935
  192,   5.970, 548.36, 59,L, 4.9417
  193,   5.980, 532.01, 59,L, 4.9924
  194,   5.990, 501.05, 59,L, 5.0897
  195,   6.000, 467.85, 59,L, 5.1962
  196,   6.010, 456.22, 59,L, 5.2341
  197,   6.020, 435.23, 59,L, 5.3030
  198,   6.030, 432.56, 59,L, 5.3119
  199,   6.040, 417.89, 59,E, 5.3607
  200,   6.050, 404.35, 59,E, 5.4062
  201,   6.060, 432.00, 59,L, 5.3137
  202,   6.070, 445.32, 59,L, 5.2698
  203,   6.080, 437.44, 59,L, 5.2957
  204,   6.090, 423.01, 59,E, 5.3436
  205,   6.100, 399.83, 59,E, 5.4214
  206,   6.110, 404.07, 58,E, 5.4071
  207,   6.120, 407.61, 58,E, 5.3952
  208,   6.130, 411.69, 58,E, 5.3815
  209,   6.140, 446.62, 58,L, 5.2655
  210,   6.150, 418.34, 58,E, 5.3592
  211,   6.160, 433.29, 58,L, 5.3094
  212,   6.170, 451.92, 58,L, 5.2481
  213,   6.180, 540.76, 58,L, 4.9652
  214,   6.190, 572.90, 58,L, 4.8666
  215,   6.200, 579.86, 58,L, 4.8456
  216,   6.210, 623.46, 58,L, 4.7156
  217,   6.220, 667.74, 58,L, 4.5871
  218,   6.230, 696.80, 58,L, 4.5047
  219,   6.240, 776.97, 58,L, 4.2850
  220,   6.250, 806.82, 58,L, 4.2059
  221,   6.260, 800.43, 58,L, 4.2227
  222,   6.270, 757.45, 58,L, 4.3375
  223,   6.280, 729.94, 58,L, 4.4125
  224,   6.290, 678.01, 58,L, 4.5578
  225,   6.300, 619.52, 58,L, 4.7272
  226,   6.310, 588.26, 58,L, 4.8203
  227,   6.320, 571.10, 58,L, 4.8721
  228,   6.330, 547.87, 58,L, 4.9432
  229,   6.340, 531.82, 58,L, 4.9930
  230,   6.350, 468.70, 58,L, 5.1935
  231,   6.360, 414.70, 58,E, 5.3714
  232,   6.370, 424.10, 58,E, 5.3400
  233,   6.380, 411.51, 58,E, 5.3821
  234,   6.390, 388.23, 58,E, 5.4608
  235,   6.400, 383.22, 58,E, 5.4779
  236,   6.410, 394.78, 58,E, 5.4385
  237,   6.420, 398.02, 58,E, 5.4276
  238,   6.430, 363.60, 58,E, 5.5453
  239,   6.440, 368.46, 58,E, 5.5286
  240,   6.450, 362.37, 58,E, 5.5496
  241,   6.460, 342.22, 58,E, 5.6198
  242,   6.470, 375.20, 58,E, 5.5054
  243,   6.480, 354.19, 58,E, 5.5780
  244,   6.490, 361.84, 58,E, 5.5515
  245,   6.500, 394.06, 58,E, 5.4410
  246,   6.510, 412.42, 58,E, 5.3790
  247,   6.520, 406.34, 58,E, 5.3995
  248,   6.530, 464.46, 57,L, 5.2072
  249,   6.540, 461.46, 57,L, 5.2170
  250,   6.550, 489.75, 57,L, 5.1257
  251,   6.560, 482.51, 57,L, 5.1489
  252,   6.570, 537.12, 57,L, 4.9765
  253,   6.580, 585.92, 57,L, 4.8273
  254,   6.590, 623.87, 57,L, 4.7144
  255,   6.600, 695.93, 57,L, 4.5071
  256,   6.610, 767.18, 57,L, 4.3112
  257,   6.620, 811.83, 57,L, 4.1928
  258,   6.630, 810.31, 57,L, 4.1968
  259,   6.640, 740.62, 57,L, 4.3832
  260,   6.650, 692.89, 57,L, 4.5157
  261,   6.660, 608.07, 57,L, 4.7610
  262,   6.670, 550.44, 57,L, 4.9353
  263,   6.680, 484.51, 57,L, 5.1425
  264,   6.690, 435.60, 57,L, 5.3018
  265,   6.700, 408.33, 57,E, 5.3928
  266,   6.710, 396.49, 57,E, 5.4327
  267,   6.720, 387.24, 57,E, 5.4642
  268,   6.730, 358.14, 57,E, 5.5643
  269,   6.740, 357.88, 57,E, 5.5652
  270,   6.750, 352.87, 57,E, 5.5826
  271,   6.760, 363.78, 57,E, 5.5447
  272,   6.770, 362.98, 57,E, 5.5475
  273,   6.780, 357.17, 57,E, 5.5676
  274,   6.790, 341.17, 57,E, 5.6235
  275,   6.800, 355.68, 57,E, 5.5728
  276,   6.810, 360.87, 57,E, 5.5548
  277,   6.820, 336.92, 57,E, 5.6384
  278,   6.830, 357.44, 57,E, 5.5667
  279,   6.840, 312.03, 57,E, 5.7266
  280,   6.850, 346.84, 57,E, 5.6036
  281,   6.860, 343.09, 57,E, 5.6168
  282,   6.870, 320.26, 57,E, 5.6973
  283,   6.880, 331.37, 57,E, 5.6580
  284,   6.890, 370.50, 57,E, 5.5215
  285,   6.900, 356.29, 57,E, 5.5707
  286,   6.910, 365.63, 57,E, 5.5383
  287,   6.920, 384.56, 57,E, 5.4733
  288,   6.930, 392.17, 57,E, 5.4474
  289,   6.940, 377.51, 57,E, 5.4974
  290,   6.950, 423.46, 57,E, 5.3421
  291,   6.960, 461.74, 56,L, 5.2161
  292,   6.970, 519.13, 56,L, 5.0327
  293,   6.980, 557.80, 56,L, 4.9127
  294,   6.990, 577.03, 56,L, 4.8541
  295,   7.000, 580.06, 56,L, 4.8450
  296,   7.010, 564.88, 56,L, 4.8911
  297,   7.020, 533.29, 56,L, 4.9884
  298,   7.030, 496.83, 56,L, 5.1031
  299,   7.040, 452.57, 56,L, 5.2460
  300,   7.050, 427.41, 56,L, 5.3290
  301,   7.060, 420.54, 56,E, 5.3519
  302,   7.070, 402.90, 56,E, 5.4111
  303,   7.080, 369.26, 56,E, 5.5258
  304,   7.090, 380.18, 56,E, 5.4883
  305,   7.100, 364.40, 56,E, 5.5426
  306,   7.110, 358.14, 56,E, 5.5643
  307,   7.120, 364.66, 56,E, 5.5417
  308,   7.130, 349.02, 56,E, 5.5960
  309,   7.140, 376.18, 56,E, 5.5020
  310,   7.150, 375.91, 56,E, 5.5029
  311,   7.160, 371.12, 56,E, 5.5194
  312,   7.170, 375.11, 56,E, 5.5057
  313,   7.180, 356.03, 56,E, 5.5716
  314,   7.190, 363.34, 56,E, 5.5463
  315,   7.200, 377.78, 56,E, 5.4965
  316,   7.210, 387.69, 56,E, 5.4626
  317,   7.220, 402.54, 56,E, 5.4123
  318,   7.230, 393.70, 56,E, 5.4422
  319,   7.240, 337.18, 56,E, 5.6375
  320,   7.250, 390.74, 56,E, 5.4523
  321,   7.260, 411.06, 56,E, 5.3836
  322,   7.270, 441.89, 56,L, 5.2811
  323,   7.280, 489.65, 56,L, 5.1260
  324,   7.290, 484.79, 56,L, 5.1416
  325,   7.300, 462.21, 56,L, 5.2145
  326,   7.310, 466.25, 56,L, 5.2014
  327,   7.320, 441.24, 56,L, 5.2832
  328,   7.330, 405.25, 56,E, 5.4031
  329,   7.340, 410.15, 56,E, 5.3867
  330,   7.350, 376.18, 56,E, 5.5020
  331,   7.360, 385.63, 56,E, 5.4697
  332,   7.370, 389.30, 56,E, 5.4572
  333,   7.380, 396.13, 56,E, 5.4340
  334,   7.390, 414.42, 56,E, 5.3723
  335,   7.400, 419.53, 56,E, 5.3552
  336,   7.410, 421.08, 56,E, 5.3500
  337,   7.420, 400.82, 56,E, 5.4181
  338,   7.430, 399.83, 56,E, 5.4214
  339,   7.440, 413.42, 56,E, 5.3757
  340,   7.450, 390.29, 56,E, 5.4538
  341,   7.460, 404.35, 56,E, 5.4062
  342,   7.470, 437.35, 55,L, 5.2960
  343,   7.480, 429.15, 55,L, 5.3232
  344,   7.490, 463.43, 55,L, 5.2106
  345,   7.500, 500.38, 55,L, 5.0919
  346,   7.510, 542.24, 55,L, 4.9606
  347,   7.520, 600.79, 55,L, 4.7827
  348,   7.530, 595.17, 55,L, 4.7995
  349,   7.540, 605.71, 55,L, 4.7681
  350,   7.550, 626.36, 55,L, 4.7070
  351,   7.560, 613.94, 55,L, 4.7437
  352,   7.570, 643.19, 55,L, 4.6579
  353,   7.580, 652.88, 55,L, 4.6298
  354,   7.590, 635.85, 55,L, 4.6793
  355,   7.600, 597.11, 55,L, 4.7937
  356,   7.610, 563.98, 55,L, 4.8938
  357,   7.620, 551.04, 55,L, 4.9335
  358,   7.630, 525.07, 55,L, 5.0140
  359,   7.640, 489.56, 55,L, 5.1263
  360,   7.650, 490.42, 55,L, 5.1236
  361,   7.660, 440.68, 55,L, 5.2850
  362,   7.670, 449.69, 55,L, 5.2554
  363,   7.680, 415.97, 55,E, 5.3671
  364,   7.690, 411.78, 55,E, 5.3812
  365,   7.700, 380.45, 55,E, 5.4874
  366,   7.710, 368.11, 55,E, 5.5298
  367,   7.720, 379.83, 55,E, 5.4895
  368,   7.730, 357.52, 55,E, 5.5664
  369,   7.740, 349.28, 55,E, 5.5951
  370,   7.750, 375.38, 55,E, 5.5048
  371,   7.760, 357.44, 55,E, 5.5667
  372,   7.770, 346.40, 55,E, 5.6052
  373,   7.780, 339.78, 55,E, 5.6284
  374,   7.790, 335.70, 55,E, 5.6427
  375,   7.800, 354.36, 55,E, 5.5774
  376,   7.810, 357.17, 55,E, 5.5676
  377,   7.820, 375.64, 55,E, 5.5038
  378,   7.830, 377.69, 55,E, 5.4968
  379,   7.840, 371.74, 55,E, 5.5173
  380,   7.850, 403.89, 55,E, 5.4077
  381,   7.860, 437.72, 54,L, 5.2948
  382,   7.870, 478.24, 54,L, 5.1627
