[SAMPLE PARAMETERS]
Time/Date of Scan,          22-Feb-2018   11:35:46
Study ID,                   WQA
Sample ID,                  TW-2-211-5
File Name,                  TW-2-211-5
Species,                    PIPO
Operator,                   DV
Description,                
First Ring Year,               2017
First Ring Type,                EW
Is pith present,                No
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             29
Step Size,                        1
Sample Length,               100.00
Measured Length,              87.31
Sample Thickness,              2.30
Late Wood Method,           Threshold
Late Wood Threshold,         400.00
Late Wood Deadband,           25.00
Target Density,              390.30
Actual Density,              390.57
Early Wood Maximum Density,  399.97
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  224.35
Pos of EW Min Density,        14.92
Late Wood Maximum Density,   777.97
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   400.22
Pos of LW Min Density,        82.44
Avg % Late Wood in Sample,    31.57
Zero voltage,                  0.0491
Free air voltage,              7.4966
Mass Absorption Coefficient,   2.763831
Number of scanned data points,   9807
Number of used data points,      8419
[SAMPLE DATA]
    0,   5.060, 237.11, 29,E, 6.4478
    1,   5.070, 257.72, 29,E, 6.3638
    2,   5.080, 266.26, 29,E, 6.3293
    3,   5.090, 268.62, 29,E, 6.3199
    4,   5.100, 263.38, 29,E, 6.3409
    5,   5.110, 256.36, 29,E, 6.3693
    6,   5.120, 280.43, 29,E, 6.2726
    7,   5.130, 292.81, 29,E, 6.2234
    8,   5.140, 282.96, 29,E, 6.2625
    9,   5.150, 265.88, 29,E, 6.3309
   10,   5.160, 265.88, 29,E, 6.3309
   11,   5.170, 266.49, 29,E, 6.3284
   12,   5.180, 279.06, 29,E, 6.2781
   13,   5.190, 273.56, 29,E, 6.3000
   14,   5.200, 280.13, 29,E, 6.2738
   15,   5.210, 297.21, 29,E, 6.2061
   16,   5.220, 297.75, 29,E, 6.2039
   17,   5.230, 286.42, 29,E, 6.2488
   18,   5.240, 269.53, 29,E, 6.3162
   19,   5.250, 295.35, 29,E, 6.2134
   20,   5.260, 288.65, 29,E, 6.2399
   21,   5.270, 292.34, 29,E, 6.2253
   22,   5.280, 297.29, 29,E, 6.2057
   23,   5.290, 302.48, 29,E, 6.1853
   24,   5.300, 308.00, 29,E, 6.1636
   25,   5.310, 291.34, 29,E, 6.2292
   26,   5.320, 277.61, 29,E, 6.2839
   27,   5.330, 321.14, 29,E, 6.1124
   28,   5.340, 320.35, 29,E, 6.1154
   29,   5.350, 304.65, 29,E, 6.1768
   30,   5.360, 289.80, 29,E, 6.2354
   31,   5.370, 304.65, 29,E, 6.1768
   32,   5.380, 315.41, 29,E, 6.1346
   33,   5.390, 312.68, 29,E, 6.1453
