[SAMPLE PARAMETERS]
Time/Date of Scan,          22-Feb-2018   10:33:58
Study ID,                   WQA
Sample ID,                  TW-2-316-6
File Name,                  TW-2-316-6
Species,                    PIPO
Operator,                   DV
Description,                
First Ring Year,               2017
First Ring Type,                EW
Is pith present,                No
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             35
Step Size,                        1
Sample Length,                80.00
Measured Length,              65.71
Sample Thickness,              2.29
Late Wood Method,           Threshold
Late Wood Threshold,         400.00
Late Wood Deadband,           25.00
Target Density,              374.50
Actual Density,              375.84
Early Wood Maximum Density,  399.86
Pos of EW Max Density,         0.00
Early Wood Minimum Density,  245.88
Pos of EW Min Density,        41.15
Late Wood Maximum Density,   766.28
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   400.02
Pos of LW Min Density,        65.86
Avg % Late Wood in Sample,    28.23
Zero voltage,                  0.0449
Free air voltage,              7.5189
Mass Absorption Coefficient,   2.879815
Number of scanned data points,   8000
Number of used data points,      6527
[SAMPLE DATA]
    0,   4.770, 363.29, 35,E, 5.9171
    1,   4.780, 413.71, 35,L, 5.7236
    2,   4.790, 442.19, 35,L, 5.6171
    3,   4.800, 484.03, 34,L, 5.4642
    4,   4.810, 532.22, 34,L, 5.2933
    5,   4.820, 578.46, 34,L, 5.1343
    6,   4.830, 637.74, 34,L, 4.9374
    7,   4.840, 664.79, 34,L, 4.8502
    8,   4.850, 719.18, 34,L, 4.6793
    9,   4.860, 719.28, 34,L, 4.6790
   10,   4.870, 732.19, 34,L, 4.6393
   11,   4.880, 747.13, 34,L, 4.5938
   12,   4.890, 737.49, 34,L, 4.6231
   13,   4.900, 737.69, 34,L, 4.6225
   14,   4.910, 756.62, 34,L, 4.5651
   15,   4.920, 745.82, 34,L, 4.5978
   16,   4.930, 724.13, 34,L, 4.6640
   17,   4.940, 728.90, 34,L, 4.6494
   18,   4.950, 705.30, 34,L, 4.7223
   19,   4.960, 722.94, 34,L, 4.6677
   20,   4.970, 698.94, 34,L, 4.7421
   21,   4.980, 674.07, 34,L, 4.8206
   22,   4.990, 677.24, 34,L, 4.8105
   23,   5.000, 672.15, 34,L, 4.8267
   24,   5.010, 637.93, 34,L, 4.9368
   25,   5.020, 623.56, 34,L, 4.9838
   26,   5.030, 622.73, 34,L, 4.9866
   27,   5.040, 603.09, 34,L, 5.0516
   28,   5.050, 592.23, 34,L, 5.0879
   29,   5.060, 572.08, 34,L, 5.1559
   30,   5.070, 560.45, 34,L, 5.1956
   31,   5.080, 570.73, 34,L, 5.1605
   32,   5.090, 568.40, 34,L, 5.1685
   33,   5.100, 548.65, 34,L, 5.2362
   34,   5.110, 519.33, 34,L, 5.3384
   35,   5.120, 508.28, 34,L, 5.3775
   36,   5.130, 523.94, 34,L, 5.3223
   37,   5.140, 516.74, 34,L, 5.3476
   38,   5.150, 505.44, 34,L, 5.3876
   39,   5.160, 497.56, 34,L, 5.4156
