[SAMPLE PARAMETERS]
Time/Date of Scan,          03-Apr-2018   15:41:31
Study ID,                   TW
Sample ID,                  TW-14-212-4
File Name,                  TW-14-212-4
Species,                    PIPO
Operator,                   DV
Description,                North
First Ring Year,               2017
First Ring Type,                EW
Is pith present,               Yes
No. pith rings missing,           0
Is sample extracted,           Yes
Sample moisture content,       6.00
Target Ring Count,              100
Measured Ring Count,             55
Step Size,                        1
Sample Length,               140.00
Measured Length,             128.19
Sample Thickness,              2.26
Late Wood Method,           Threshold
Late Wood Threshold,         425.00
Late Wood Deadband,           25.00
Target Density,              394.20
Actual Density,              393.18
Early Wood Maximum Density,  424.92
Pos of EW Max Density,         0.00
Early Wood Minimum Density,    0.00
Pos of EW Min Density,        24.90
Late Wood Maximum Density,   915.01
Pos of LW Max Density,         0.00
Late Wood Minimum Density,   425.01
Pos of LW Min Density,        90.44
Avg % Late Wood in Sample,    20.39
Zero voltage,                  0.0482
Free air voltage,              6.8280
Mass Absorption Coefficient,   2.809070
Number of scanned data points,  13653
Number of used data points,     12727
[SAMPLE DATA]
    0,   1.920,   0.00, 55,E, 6.8332
    1,   1.930,   1.69, 55,E, 6.8207
    2,   1.940,  22.98, 55,E, 6.7291
    3,   1.950,   0.00, 55,E, 6.9632
    4,   1.960,  19.91, 55,E, 6.7422
    5,   1.970,   0.00, 55,E, 6.8466
    6,   1.980,  31.07, 55,E, 6.6946
    7,   1.990,   0.00, 55,E, 6.8832
    8,   2.000,   6.07, 54,E, 6.8018
    9,   2.010,  19.12, 54,E, 6.7456
   10,   2.020,  11.73, 54,E, 6.7773
   11,   2.030,  12.87, 54,E, 6.7725
   12,   2.040,   0.00, 53,E, 6.8607
   13,   2.050,  13.50, 53,E, 6.7697
   14,   2.060,  10.03, 53,E, 6.7847
   15,   2.070,  10.74, 53,E, 6.7816
   16,   2.080,  17.98, 53,E, 6.7505
   17,   2.090,  20.76, 53,E, 6.7386
   18,   2.100,   9.67, 53,E, 6.7862
   19,   2.110,  35.24, 53,E, 6.6769
   20,   2.120,  22.76, 53,E, 6.7300
   21,   2.130,   8.26, 53,E, 6.7923
   22,   2.140,  15.64, 53,E, 6.7606
   23,   2.150,  24.55, 53,E, 6.7224
   24,   2.160,  27.63, 53,E, 6.7093
   25,   2.170,   7.76, 53,E, 6.7944
   26,   2.180,  37.55, 53,E, 6.6672
   27,   2.190,  28.92, 53,E, 6.7038
   28,   2.200,  43.40, 53,E, 6.6425
   29,   2.210,  42.38, 53,E, 6.6467
   30,   2.220,  39.78, 53,E, 6.6577
   31,   2.230,  53.05, 53,E, 6.6019
   32,   2.240,  34.88, 53,E, 6.6785
   33,   2.250,  23.62, 53,E, 6.7264
   34,   2.260,  15.49, 53,E, 6.7612
   35,   2.270,  37.33, 53,E, 6.6681
   36,   2.280,  58.30, 53,E, 6.5799
   37,   2.290,  49.27, 53,E, 6.6177
   38,   2.300,  64.96, 53,E, 6.5521
   39,   2.310,  63.86, 53,E, 6.5567
   40,   2.320,  53.27, 53,E, 6.6010
   41,   2.330, 105.47, 53,E, 6.3858
   42,   2.340, 131.19, 53,E, 6.2823
   43,   2.350, 163.59, 53,E, 6.1545
   44,   2.360, 206.34, 53,E, 5.9897
   45,   2.370, 219.96, 53,E, 5.9381
   46,   2.380, 245.83, 53,E, 5.8414
   47,   2.390, 251.44, 53,E, 5.8206
   48,   2.400, 281.54, 53,E, 5.7104
   49,   2.410, 299.23, 53,E, 5.6467
   50,   2.420, 290.91, 53,E, 5.6766
   51,   2.430, 315.49, 53,E, 5.5887
   52,   2.440, 325.85, 53,E, 5.5521
   53,   2.450, 319.71, 52,E, 5.5737
   54,   2.460, 320.75, 52,E, 5.5701
   55,   2.470, 333.31, 52,E, 5.5258
   56,   2.480, 303.83, 52,E, 5.6302
   57,   2.490, 327.32, 52,E, 5.5469
   58,   2.500, 330.70, 52,E, 5.5350
   59,   2.510, 322.04, 52,E, 5.5655
   60,   2.520, 318.16, 52,E, 5.5792
   61,   2.530, 337.05, 52,E, 5.5127
   62,   2.540, 333.40, 52,E, 5.5255
   63,   2.550, 329.14, 52,E, 5.5405
   64,   2.560, 325.07, 52,E, 5.5548
   65,   2.570, 319.71, 52,E, 5.5737
   66,   2.580, 339.41, 52,E, 5.5045
   67,   2.590, 327.58, 52,E, 5.5460
   68,   2.600, 327.32, 52,E, 5.5469
   69,   2.610, 314.29, 52,E, 5.5930
   70,   2.620, 315.15, 52,E, 5.5899
   71,   2.630, 358.83, 52,E, 5.4370
   72,   2.640, 309.74, 52,E, 5.6091
   73,   2.650, 348.34, 52,E, 5.4733
   74,   2.660, 323.34, 52,E, 5.5609
   75,   2.670, 309.14, 52,E, 5.6113
   76,   2.680, 327.92, 52,E, 5.5447
   77,   2.690, 332.27, 52,E, 5.5295
   78,   2.700, 329.31, 52,E, 5.5399
   79,   2.710, 328.79, 52,E, 5.5417
   80,   2.720, 336.09, 52,E, 5.5161
   81,   2.730, 314.11, 52,E, 5.5936
   82,   2.740, 328.53, 52,E, 5.5426
   83,   2.750, 329.14, 52,E, 5.5405
   84,   2.760, 311.62, 52,E, 5.6024
   85,   2.770, 340.63, 52,E, 5.5002
   86,   2.780, 335.05, 52,E, 5.5197
   87,   2.790, 327.14, 51,E, 5.5475
   88,   2.800, 332.61, 51,E, 5.5283
   89,   2.810, 346.50, 51,E, 5.4797
   90,   2.820, 394.78, 51,E, 5.3143
   91,   2.830, 400.94, 51,E, 5.2936
   92,   2.840, 429.62, 51,L, 5.1981
   93,   2.850, 445.05, 51,L, 5.1474
   94,   2.860, 475.32, 51,L, 5.0494
   95,   2.870, 471.61, 51,L, 5.0613
   96,   2.880, 506.95, 51,L, 4.9490
   97,   2.890, 540.83, 51,L, 4.8438
   98,   2.900, 577.88, 51,L, 4.7311
   99,   2.910, 582.15, 51,L, 4.7183
  100,   2.920, 622.08, 51,L, 4.6002
